iter,elec_primal,elec_dual,H2_primal,H2_dual,elec_GC_primal,elec_GC_dual,H2_GC_primal,H2_GC_dual,EP_primal,EP_dual,cap_primal,cap_dual,cap_primal_Green_Coalition,cap_dual_Green_Coalition
1,0.004257797174303037,Inf,0.0,Inf,0.041345726682878274,Inf,0.000489925966828317,Inf,0.0006828515940055664,Inf,7.896697579605201e-5,Inf,7.896697579605201e-5,Inf
2,0.0015215036071431786,0.004087964357094702,0.0,0.0,0.004648788181760591,0.014197644890949573,0.0010245032734144792,0.00016222753691497722,0.00028948281969321465,0.0020392637279069577,8.913371088224027e-6,1.000080374069512e-9,8.913371088224027e-6,1.000080374069512e-9
