iter,elec_rho,elec_price_mean,elec_imb_mean,H2_rho,H2_price_mean,H2_imb_mean,elec_GC_rho,elec_GC_price_mean,elec_GC_imb_mean,H2_GC_rho,H2_GC_price_mean,H2_GC_imb_mean,EP_rho,EP_price_mean,EP_imb_mean,cap_rho_Gen_VRES_Solar,cap_rho_Gen_VRES_Wind,cap_rho_Prod_H2_Green,cap_rho_Offtaker_Green
1,1.0,493.6117657067562,-416.6117657067562,0.5,127.77401128482636,0.45197743034733306,0.3,8.38834130357615,-17.96113767858717,1.0,24.564082145655863,0.43591785434413866,3.0,5418.913966682688,-1772.9713222275627,0.1,0.1,0.1,0.1
2,1.0,-551.4216827800545,1045.0334484868108,0.5,393.9775530274306,-532.4070834852087,0.3,-14.452530793403135,76.1362403232643,1.0,1127.3750572102342,-1102.8109750645776,3.0,4829.998028840511,196.3053126140579,0.1,0.1,0.1,0.1
3,1.05,1007.3220348145938,-1746.4915603301388,0.505,551.7075387389662,-312.33660536937737,0.315,82.04997826827595,-360.42020191103296,1.05,2089.7108474252827,-916.5102763952849,2.9702970297029703,4376.619332700734,152.63749436705794,0.1,0.1,0.1,0.1
4,1.1025,-883.8004437176074,2374.122955575581,0.51005,687.4952069526216,-266.22422941604833,0.33075000000000004,56.02838434391322,89.8623748938202,1.1025,3081.9497782802573,-899.9899599591603,3.0,4033.584886768297,114.34481531081244,0.1,0.1,0.1,0.1
5,1.1576250000000001,1160.7817662353834,-2875.940543449574,0.5151505,673.8967807968364,26.39699690825355,0.3472875000000001,210.1769716275659,-596.4517551029896,1.1576250000000001,3826.9768642608537,-643.5824087943809,3.0300000000000002,3859.6091579266003,67.55027328351701,0.1,0.1,0.1,0.1
6,1.2155062500000002,-613.8198654578576,2308.073732125375,0.51005,679.8710742313579,-11.713152503717998,0.3646518750000001,205.98857019404312,14.985027618630546,1.2155062500000002,4550.229061586266,-700.0251442803343,3.0,3744.132331682086,43.96604844641729,0.1,0.1,0.1,0.1
7,1.2762815625000004,1109.727903650147,-2072.7436948642408,0.505,574.9185589068752,244.50207413973848,0.38288446875000015,368.22516715554923,-650.3540535311589,1.2762815625000004,5076.341207005811,-470.84252705091205,2.9702970297029703,3720.9708155689505,10.478328920959543,0.1,0.1,0.1,0.1
8,1.3400956406250004,-490.96587065942794,2156.861752146291,0.51005,480.8402559809589,210.67867205752927,0.4020286921875002,413.2407095121883,-166.8541398871994,1.3400956406250004,5585.389422091214,-510.4439355354879,2.9408881482207625,3716.3326464386378,2.057575467123741,0.1,0.1,0.1,0.1
9,1.4071004226562505,723.4202859156392,-1513.018845249178,0.5151505,321.83497730151475,414.7652284872724,0.4221301267968752,599.6567121470006,-774.1934021985215,1.4071004226562505,5935.593609205693,-324.7012346253665,2.9117704437829333,3739.163699192591,-12.034763982599598,0.1,0.1,0.1,0.1
10,1.477455443789063,-205.5875878439718,1070.2380827726438,0.520302005,174.12300067534062,370.3803258575807,0.443236633136719,696.2345747749445,-370.8662737841552,1.477455443789063,6277.748794032105,-355.4491715279817,2.8829410334484487,3747.4676149997176,-4.292187904797422,0.1,0.1,0.1,0.1
11,1.5513282159785162,586.535622735865,-843.7761024010614,0.52550502505,11.612699409608828,474.6492463236163,0.465398464793555,858.472253716758,-698.0447268556006,1.5513282159785162,6535.920915696272,-247.99173151921497,2.854397062820246,3755.9637998163616,-4.306296107176816,0.1,0.1,0.1,0.1
12,1.628894626777442,-199.56039988665498,797.4818025208557,0.5307600753005,-147.84666557082213,447.696121464785,0.48866838803323276,964.7795521792713,-422.92960256730487,1.628894626777442,6806.097650737897,-247.16473537588163,2.8261357057626197,3790.8982310062843,-21.039531392319077,0.1,0.1,0.1,0.1
13,1.7103393581163142,609.0951781114386,-781.3029614239172,0.5360676760535049,-302.36807613729763,505.33766141808417,0.5131018074348944,1113.7022525543098,-663.8312304360769,1.7103393581163142,6973.680361694433,-141.7559333820752,2.7981541641214056,3885.1044019749515,-67.41618714808034,0.1,0.1,0.1,0.1
14,1.79585632602213,-234.20770018211186,775.9793557824221,0.54142835281404,-441.63923582684833,437.8199989930054,0.5387568978066392,1207.1683801755607,-385.2339056922088,1.7103393581163142,7129.340843921015,-154.9071558037425,2.770449667446936,3994.6555960527685,-76.8751717494684,0.1,0.1,0.1,0.1
15,1.8856491423232367,632.931447156833,-759.916857581964,0.5468426363421804,-567.009295154786,459.0795376801586,0.5656947426969712,1337.728498044219,-602.9378703461069,1.79585632602213,7224.854457280953,-87.88846103960933,2.743019472719739,4109.837777989646,-79.257146762687,0.1,0.1,0.1,0.1
16,1.8856491423232367,-122.986836232689,779.3512023245773,0.5523110627056023,-672.551042187358,371.5008266874039,0.5939794798318198,1413.4720562309851,-323.4306759250874,1.7103393581163142,7336.493206417535,-126.8971650685026,2.7158608640789494,4180.739219625115,-47.84012958505621,0.1,0.1,0.1,0.1
17,1.9799315994393987,380.48531715346206,-479.9624828949125,0.5578341733326583,-767.6501299827631,389.9164496096396,0.6236784538234108,1523.0547189831682,-524.287048865072,1.79585632602213,7409.084973059154,-76.29530265692865,2.6889711525534152,4232.531815369739,-34.268027617522186,0.1,0.1,0.1,0.1
18,1.9799315994393987,39.75742059343318,315.35687526012333,0.5634125150659849,-849.416115226668,322.2621364387435,0.6548623765145813,1599.7414833050134,-339.2510266330615,1.7103393581163142,7497.482840668066,-94.71184515609663,2.6623476757954605,4250.064730550498,-11.716474085183364,0.1,0.1,0.1,0.1
19,1.9799315994393987,295.095570453271,-236.32535488714598,0.5690466402166448,-932.0142315049252,312.9306860458015,0.6876054953403105,1679.4766633023053,-395.2232735235429,1.79585632602213,7557.571274412465,-59.52876447968956,2.6359877978172874,4266.6501517037805,-13.169574898020652,0.1,0.1,0.1,0.1
20,1.8856491423232367,108.53624623057361,176.02066029773596,0.5747371066188112,-1005.3710199311217,267.15279386587895,0.721985770107326,1740.5232046687038,-279.7867038919182,1.79585632602213,7617.25830767358,-57.40883755133044,2.6098889087299875,4281.531806370293,-14.041028568198877,0.1,0.1,0.1,0.1
21,1.79585632602213,240.63157199327983,-153.95879718070483,0.5804844776849993,-1075.4585071087427,245.35860961526257,0.7580850586126924,1806.0474553668312,-286.0083894692723,1.8856491423232367,7648.911771063046,-28.15097700987789,2.584048424485136,4300.966814272788,-21.78887815195429,0.1,0.1,0.1,0.1
22,1.7103393581163142,186.81933436864662,63.93669526726114,0.5862893224618493,-1135.1464558216594,200.85787680678882,0.7959893115433271,1854.7040950346197,-196.3777581091485,1.79585632602213,7672.907643472993,-21.755088527022153,2.5584637866189466,4320.542868053627,-22.166476864501874,0.1,0.1,0.1,0.1
23,1.628894626777442,214.64545158232994,-34.71451026867065,0.5921522156864678,-1187.2287147444658,168.47420961941424,0.8357887771204935,1900.149452455286,-169.59505499047222,1.7103393581163142,7677.059572590888,-3.9524241158365587,2.533132461998957,4339.338516260907,-20.8695449400243,0.1,0.1,0.1,0.1
