AgentID,Type,EP_total,H2_in_total,H2_GC_total,GC_share,GC_mandate,GC_slack
Offtaker_Green,GreenOfftaker,2.1422828550113435e6,2.856377140015125e6,1.1995653243090962e6,0.4199604133166898,0.42,-3.958668331016657e-5
Offtaker_Grey,GreyOfftaker,2.963996170382256e6,3.951994893843008e6,1.6567713630579486e6,0.4192240646968213,0.42,-0.0007759353031787097
Offtaker_Import,EPImporter,0.0,-0.0,-0.0,0.0,0.42,-0.42
