iter,elec_primal,elec_dual,H2_primal,H2_dual,elec_GC_primal,elec_GC_dual,H2_GC_primal,H2_GC_dual,EP_primal,EP_dual,cap_primal,cap_dual,cap_primal_Gen_VRES_Solar,cap_dual_Gen_VRES_Solar,cap_primal_Gen_VRES_Wind,cap_dual_Gen_VRES_Wind,cap_primal_Prod_H2_Green,cap_dual_Prod_H2_Green,cap_primal_Offtaker_Green,cap_dual_Offtaker_Green
45,1660.7900775757578,12712.656493960145,15124.660474933462,948.6288242662267,6877.488913014467,2064.1359482231674,13713.037420812056,2404.002698691889,4203.26451580396,2143.1849123434095,0.0,Inf,0.0,Inf,0.0,Inf,0.0,Inf,0.0,Inf
46,2169.827909604519,12625.79040484252,15718.252145938597,895.472204231384,6595.034620475771,1949.7449230644072,13414.92435227433,2134.170908021115,4928.004178729439,1640.4675013944482,0.0,Inf,0.0,Inf,0.0,Inf,0.0,Inf,0.0,Inf
47,3054.8331370695614,12500.42877357457,16099.63277541384,835.097341394832,6261.7229774310445,1856.8610418340836,12965.412292491577,1919.8226473662116,5789.638981111788,1218.7510222979595,0.0,Inf,0.0,Inf,0.0,Inf,0.0,Inf,0.0,Inf
48,4073.649473287829,12307.034353977398,16240.899027787615,774.7053850296776,5889.703652101877,1779.5204630126843,12403.028335759758,1829.032352280853,6763.338883749585,1045.5601202223975,0.0,Inf,0.0,Inf,0.0,Inf,0.0,Inf,0.0,Inf
49,5329.403797325817,12029.54632967397,16167.12788176943,709.6760985532766,5480.461236312899,1734.052870773526,11749.801113289906,1924.6045901020018,7831.469216976722,1240.5302792440764,0.0,Inf,0.0,Inf,0.0,Inf,0.0,Inf,0.0,Inf
50,6483.881607689448,11661.812248810995,15857.96024764478,630.3355411529354,5042.834584444589,1703.1419675380962,11015.765959580709,2253.5383858095092,8969.791314094406,1677.673210466564,0.0,Inf,0.0,Inf,0.0,Inf,0.0,Inf,0.0,Inf
51,7557.165581180958,11230.53376940683,15198.553579034653,557.5541399738175,4597.315512799145,1673.2489861552785,10147.47743124184,2635.2237862558745,10121.05636665843,2260.950585857893,0.0,Inf,0.0,Inf,0.0,Inf,0.0,Inf,0.0,Inf
52,8643.669105019551,10705.792032599122,14263.12056460216,497.91885012898473,4161.251115551626,1653.3431971607051,9282.04793229823,2953.2907006482887,11160.180649796248,2649.099715837431,0.0,Inf,0.0,Inf,0.0,Inf,0.0,Inf,0.0,Inf
53,9828.128600695647,10112.210778280429,13117.84270247345,486.85011101895833,3741.6034658821754,1632.8670292718023,8495.89725965435,3099.8861704722713,12004.396280962595,2821.466837949654,0.0,Inf,0.0,Inf,0.0,Inf,0.0,Inf,0.0,Inf
54,10263.227509139126,9466.54167616057,11865.143642244715,495.6232631343285,3342.987080715891,1612.5837787780433,7812.526989957817,3103.707273442373,12638.882913915195,2835.4938261658212,0.0,Inf,0.0,Inf,0.0,Inf,0.0,Inf,0.0,Inf
55,10536.095456128622,8795.37621669839,10597.298888971607,510.1721511628078,2977.2054456663745,1580.407385610365,7223.564408100156,2996.6264869215524,13079.320347981899,2746.5992118641807,0.0,Inf,0.0,Inf,0.0,Inf,0.0,Inf,0.0,Inf
56,10569.044030931596,8030.291345408946,9391.740032751097,525.6356346280023,2656.870523065531,1531.714279600162,6712.215617260052,2828.5963610663907,13355.301028076248,2599.990669742593,0.0,Inf,0.0,Inf,0.0,Inf,0.0,Inf,0.0,Inf
57,10259.880774129404,7381.665691750214,8243.743410571024,534.6175580405096,2366.9982948401857,1504.7973709486155,6261.052438909647,2666.0621239774355,13498.440944757158,2429.880702158012,0.0,Inf,0.0,Inf,0.0,Inf,0.0,Inf,0.0,Inf
58,9435.090270096507,6805.703624071298,7180.638629891898,542.414065628538,2114.8557315364405,1471.5850339435835,5838.574588178919,2452.8706170109435,13532.503813362757,2270.4388743796917,0.0,Inf,0.0,Inf,0.0,Inf,0.0,Inf,0.0,Inf
59,8414.352496257625,6273.184174380054,6246.783560216954,548.1186031034961,1907.11250645097,1426.4736068701095,5441.197194482939,2323.2893523300727,13491.639723691971,2099.31119068847,0.0,Inf,0.0,Inf,0.0,Inf,0.0,Inf,0.0,Inf
60,7673.196651911142,5708.556648580463,5403.645276623615,565.4231862559211,1730.1411802742575,1381.8892316933805,5060.216317085351,2236.9006797015904,13384.323263835482,1964.013047784111,0.0,Inf,0.0,Inf,0.0,Inf,0.0,Inf,0.0,Inf
61,6819.442551248301,5201.124860097627,4643.078141974235,570.1455540101769,1577.2511909915943,1361.1366049604828,4694.159585795087,2214.760532643006,13231.469972741495,1839.0922771147011,0.0,Inf,0.0,Inf,0.0,Inf,0.0,Inf,0.0,Inf
62,5888.415226675312,4804.770094915444,3981.629378842787,583.9672067882669,1467.529196343546,1304.5915229884176,4340.0408434610845,2229.9425311507334,13048.632027622369,1722.5479097939121,0.0,Inf,0.0,Inf,0.0,Inf,0.0,Inf,0.0,Inf
63,5204.066289537581,4463.889286724802,3406.209121848689,593.743103539574,1381.295048364459,1268.2519908547235,4002.2485808587116,2277.295580143111,12843.369076015462,1617.003428979731,0.0,Inf,0.0,Inf,0.0,Inf,0.0,Inf,0.0,Inf
64,4849.291266262787,4112.193671808712,2901.4021075402507,598.7354772016165,1303.048160807701,1233.1979714429192,3682.0071111984767,2346.640095887353,12622.471989409223,1521.662449524609,0.0,Inf,0.0,Inf,0.0,Inf,0.0,Inf,0.0,Inf
65,4552.960529701763,3773.829078759104,2461.889160751228,611.4592632570958,1228.474373718101,1209.4140689365584,3381.2071661039095,2433.902986211504,12390.557580404406,1434.0228683819478,0.0,Inf,0.0,Inf,0.0,Inf,0.0,Inf,0.0,Inf
66,4037.503821461116,3471.2649154029436,2074.7296679771634,610.5823010912758,1158.372646840603,1195.8685610249138,3100.184820914402,2534.48383851204,12150.868439254657,1356.8966056883055,0.0,Inf,0.0,Inf,0.0,Inf,0.0,Inf,0.0,Inf
67,3864.1705096845826,3199.2359486604864,1734.6195330531211,607.5881469566345,1096.4676350110594,1184.0676418205371,2838.165866568949,2639.8105199373376,11907.293589784465,1286.0715956813528,0.0,Inf,0.0,Inf,0.0,Inf,0.0,Inf,0.0,Inf
68,3670.823704224709,2910.549084814002,1413.8386517244714,613.8900100072706,1039.2664539124428,1172.5959676206105,2669.7298580953166,2585.943569448762,11587.883105020155,1182.868630817034,0.0,Inf,0.0,Inf,0.0,Inf,0.0,Inf,0.0,Inf
69,3115.231560969063,2748.5791146585,1137.6484883589724,611.4824869490468,990.5392840501843,1162.924727871593,2558.8278218775445,2607.7859081001175,11207.21210589047,1063.7508041094165,0.0,Inf,0.0,Inf,0.0,Inf,0.0,Inf,0.0,Inf
70,2885.38397668814,2605.9836248378633,917.3037189003983,605.956346474108,950.4728356385745,1152.6938219583815,2479.346642129746,2700.8074083665297,10784.171036133645,953.6603026066235,0.0,Inf,0.0,Inf,0.0,Inf,0.0,Inf,0.0,Inf
71,2836.2318637008434,2324.753898980404,745.6285179752947,597.6280344430393,924.3784963791419,1136.739663720044,2497.58772892318,3071.435679013765,10199.093772607266,867.378178370515,0.0,Inf,0.0,Inf,0.0,Inf,0.0,Inf,0.0,Inf
72,2433.146880180401,2169.1782047701495,611.3753882260271,573.7985739013494,906.5853463319381,1112.9348691570865,2656.570650289728,3713.526484045503,9386.74408950457,1121.0798440407805,0.0,Inf,0.0,Inf,0.0,Inf,0.0,Inf,0.0,Inf
73,2213.0638806754423,2106.4092931409787,538.9085981017643,519.8843542472893,916.4351307114988,1126.390365579362,2893.45577761582,4613.426347152748,8395.252121630077,1603.6777600438493,0.0,Inf,0.0,Inf,0.0,Inf,0.0,Inf,0.0,Inf
74,2235.3734292522063,1890.5668244071169,536.7493065537934,443.2908613578542,938.6584938907005,1119.8568561150792,3160.4185360213505,5499.107851214797,7279.247004401429,2150.8163312565407,0.0,Inf,0.0,Inf,0.0,Inf,0.0,Inf,0.0,Inf
75,1921.3886120923237,1753.4860924440677,649.9165178410866,354.74509221692233,960.6558163318673,1131.5315579978649,3399.301253496991,6072.646663356578,6135.44269778778,2576.9423484934,0.0,Inf,0.0,Inf,0.0,Inf,0.0,Inf,0.0,Inf
76,1791.1304466160716,1673.1724103407603,918.7041766971081,273.43151195324936,978.0894049624062,1147.333408144105,3568.3926815147292,6229.368330704569,5053.025792368638,2811.33709582578,0.0,Inf,0.0,Inf,0.0,Inf,0.0,Inf,0.0,Inf
77,1818.2574425903626,1454.8968101975831,1308.9734416268975,218.48545382729716,981.9566870516799,1164.8538138037554,3657.5845680786347,6028.962441893239,4084.486506190244,2875.2968527470757,0.0,Inf,0.0,Inf,0.0,Inf,0.0,Inf,0.0,Inf
78,1520.238340956834,1329.1460829724401,1765.4777595449577,193.25773762404498,961.9629982797245,1155.4526842888474,3658.3966648194296,5534.419725003661,3272.3433035584344,2763.8126067832204,0.0,Inf,0.0,Inf,0.0,Inf,0.0,Inf,0.0,Inf
79,1413.6091319152008,1293.1345801189248,2249.996192889909,199.3066673665945,938.2941429787746,1125.1778030061773,3579.67389321766,4851.477364980063,2634.3599755690493,2507.577780751631,0.0,Inf,0.0,Inf,0.0,Inf,0.0,Inf,0.0,Inf
80,1478.2713265442944,1058.4750981431816,2718.4250816860344,211.12524686966586,891.5437345278192,1106.8734773716083,3443.071137481663,4070.0117742321645,2160.8170744366394,2166.576206483422,0.0,Inf,0.0,Inf,0.0,Inf,0.0,Inf,0.0,Inf
81,1329.5412199963162,885.9331370271672,3156.349990906001,220.1184453626134,848.8563978904757,1086.9567510566742,3209.3276057883327,3439.8802657231695,1881.3890007344369,1706.0178113398244,0.0,Inf,0.0,Inf,0.0,Inf,0.0,Inf,0.0,Inf
82,1007.0491384465711,912.3996409153372,3520.1750056633123,210.70581555224646,806.6889993382506,1064.3251586171161,2943.4052296184072,2795.9821769492905,1729.1024929561108,1283.0005038615452,0.0,Inf,0.0,Inf,0.0,Inf,0.0,Inf,0.0,Inf
83,1060.4151374952344,850.5861038812877,3787.666864279695,185.9384535054539,760.8310621572073,1040.6581367560232,2683.941694508278,2218.9333815629952,1651.138285923645,928.2809642695372,0.0,Inf,0.0,Inf,0.0,Inf,0.0,Inf,0.0,Inf
84,1092.5983910082134,636.3987889388468,3980.208763274687,161.26621412962118,714.2503753042148,1017.5861894870593,2401.303502505862,1868.481717087209,1648.4026470321003,608.2129851447118,0.0,Inf,0.0,Inf,0.0,Inf,0.0,Inf,0.0,Inf
85,867.3886907745313,602.7960134064142,4093.1303603232714,131.13321757153838,670.8273126475013,994.2510690888802,2131.9114029218845,1568.0645215583484,1677.8870039968601,377.0606926247802,0.0,Inf,0.0,Inf,0.0,Inf,0.0,Inf,0.0,Inf
86,657.2697249852077,674.452040120097,4135.73211639114,103.6345605696701,631.1520573886432,968.6977573660444,1891.294551583387,1339.0205800437368,1712.679832479762,245.1471415370317,0.0,Inf,0.0,Inf,0.0,Inf,0.0,Inf,0.0,Inf
87,720.5701434946108,624.8848208666881,4123.741169319044,87.8055440059328,606.0498189737017,977.2246299157065,1663.1728593840307,1113.824780384483,1774.4635794505336,231.17591442765126,0.0,Inf,0.0,Inf,0.0,Inf,0.0,Inf,0.0,Inf
88,767.0564378308994,505.4482463099729,4064.6547942982675,78.81413967206245,576.2850755754951,956.7691788439294,1447.7247559771342,952.8500699227716,1864.7380257604123,362.845634874527,0.0,Inf,0.0,Inf,0.0,Inf,0.0,Inf,0.0,Inf
89,647.5639164002517,477.3846249671053,3963.8714916888343,78.515270871052,546.604455790664,933.238787300292,1248.5380611089179,922.7571636290369,1977.3656071711928,526.5609839757831,0.0,Inf,0.0,Inf,0.0,Inf,0.0,Inf,0.0,Inf
90,459.3266445221211,530.4216492944797,3824.8198151497345,89.69435824675307,515.182813321262,929.5616389468792,1080.5988788245754,981.5705620733235,2082.566222644981,631.8454974394716,0.0,Inf,0.0,Inf,0.0,Inf,0.0,Inf,0.0,Inf
91,441.5238964090342,540.762743211039,3646.9105456075577,106.6967361249066,462.93238810731276,933.4349364852508,969.0237987650746,1008.8429174767234,2152.7936556757795,676.3588072446883,0.0,Inf,0.0,Inf,0.0,Inf,0.0,Inf,0.0,Inf
92,525.6551259834213,485.84741774240786,3450.2862184101236,123.40974509409615,430.5135337827642,963.1770548018744,894.7166405891629,1006.7247300381495,2193.043502447139,686.719612462882,0.0,Inf,0.0,Inf,0.0,Inf,0.0,Inf,0.0,Inf
93,478.6634818911797,454.00764079317867,3250.80031388735,138.2917631452977,403.5282260128269,961.3588644296788,846.4946295448372,955.7862251149688,2203.7492568110215,664.5096385971561,0.0,Inf,0.0,Inf,0.0,Inf,0.0,Inf,0.0,Inf
94,341.81453065171087,487.15310780116323,3060.007622083824,149.93605178938432,393.7488765231431,945.6845620768756,810.718173197275,891.7718298912782,2193.7900920690045,634.9780229735686,0.0,Inf,0.0,Inf,0.0,Inf,0.0,Inf,0.0,Inf
95,349.34642727694796,495.91377288862907,2881.804709429967,158.4336076010912,408.9421726577126,925.4120982453352,782.0910535521172,834.3732835081173,2168.9576074956944,603.5343167241926,0.0,Inf,0.0,Inf,0.0,Inf,0.0,Inf,0.0,Inf
96,424.6263792137411,461.40698832684217,2719.5857348291315,166.0504843054038,424.58851183548694,908.3783582704687,755.7218821473026,788.6393420993534,2134.1086180906927,574.4654462810175,0.0,Inf,0.0,Inf,0.0,Inf,0.0,Inf,0.0,Inf
97,374.59899387431057,448.68147543898453,2571.4583054152463,171.40579217384516,437.3330259604015,884.3692791654313,731.373790361363,758.6963611446168,2092.2835358261054,549.0734869476624,0.0,Inf,0.0,Inf,0.0,Inf,0.0,Inf,0.0,Inf
98,270.59006870892847,472.9047241768596,2438.416031208482,176.67904308085772,455.6682917514598,863.9500622296825,705.9371578245677,738.7227738281732,2046.4719396104208,528.610819052642,0.0,Inf,0.0,Inf,0.0,Inf,0.0,Inf,0.0,Inf
99,307.44469873846197,470.5100097044435,2317.7467996930664,182.02239182571887,476.1962341544746,852.7832929992859,683.7016488638878,719.192554990203,1992.6909661701598,503.11575392099945,0.0,Inf,0.0,Inf,0.0,Inf,0.0,Inf,0.0,Inf
100,373.1874682618813,445.9744423603324,2209.372774678883,186.55557252092595,495.0770274696309,845.7816914303689,664.2736349737797,703.4079580401717,1930.6394722149003,475.96417228754854,0.0,Inf,0.0,Inf,0.0,Inf,0.0,Inf,0.0,Inf
101,336.9797888664039,440.68338959583616,2113.5917925025337,189.51093448624155,518.7144739645445,826.7174049499775,645.8859629734883,696.245057170593,1861.4416337172636,449.5536318225749,0.0,Inf,0.0,Inf,0.0,Inf,0.0,Inf,0.0,Inf
102,265.71613200273003,452.4640441828635,2029.4382850945,192.4597421957753,543.1597017969335,812.6940211115748,631.3233129894336,691.2776032273657,1781.7621777488778,418.3630928942622,0.0,Inf,0.0,Inf,0.0,Inf,0.0,Inf,0.0,Inf
103,296.959693981162,454.2875716700009,1957.3511049739263,194.17551025336178,566.8940452646183,811.0283063417435,619.6041494752992,694.4959460782442,1692.2395506611842,387.3167003497024,0.0,Inf,0.0,Inf,0.0,Inf,0.0,Inf,0.0,Inf
104,341.509430695747,447.962683058295,1897.3988004643145,194.29223058004754,593.3972313470699,806.6528744279124,609.1122095191782,706.3677336611272,1595.1054666051757,359.466255071358,0.0,Inf,0.0,Inf,0.0,Inf,0.0,Inf,0.0,Inf
105,334.8326853942537,442.21196062714296,1849.3575629708794,193.21768615081288,623.5990270858161,796.4193995869012,598.2460042167477,723.8421938337549,1493.0732717003473,335.9552419824149,0.0,Inf,0.0,Inf,0.0,Inf,0.0,Inf,0.0,Inf
106,303.8341840785387,439.51161243513945,1807.8585796391556,195.8635875773917,660.776793403014,783.0020466998999,612.2340659237817,732.4132921511394,1356.971121025941,328.39957753107643,0.0,Inf,0.0,Inf,0.0,Inf,0.0,Inf,0.0,Inf
107,317.3260860313924,428.01483657099476,1783.198030837852,187.6833951415336,689.3754757361123,784.4819067981794,619.2886064884889,778.5576914948548,1218.5070357101572,315.6619987221705,0.0,Inf,0.0,Inf,0.0,Inf,0.0,Inf,0.0,Inf
108,343.00911235443095,405.76020629404576,1768.142084046203,182.52161833206736,709.9881658998701,775.7275143054882,640.6732270060635,800.4150332761368,1058.3758893203906,347.84113554272193,0.0,Inf,0.0,Inf,0.0,Inf,0.0,Inf,0.0,Inf
