case,scenario_year,probability,social_welfare,social_loss,welfare_demand,welfare_ex_demand
market_exposure,1,0.06666666666666667,4.3205593523570786e10,-4.3205593523570786e10,5.48443087585392e10,-1.1638715234968416e10
market_exposure,2,0.06666666666666667,4.02059781412685e10,-4.02059781412685e10,5.484447404786569e10,-1.4638495906597193e10
market_exposure,3,0.06666666666666667,3.731646047511681e10,-3.731646047511681e10,5.484114236979724e10,-1.7524681894680435e10
market_exposure,4,0.06666666666666667,4.322722151112953e10,-4.322722151112953e10,5.575841862304713e10,-1.2531197111917595e10
market_exposure,5,0.06666666666666667,3.963740647075689e10,-3.963740647075689e10,5.575941465962813e10,-1.6122008188871239e10
market_exposure,6,0.06666666666666667,3.615422935029391e10,-3.615422935029391e10,5.575706746071993e10,-1.9602838110426018e10
market_exposure,7,0.06666666666666667,4.292212473764733e10,-4.292212473764733e10,5.497366469198382e10,-1.2051539954336498e10
market_exposure,8,0.06666666666666667,3.962040672969633e10,-3.962040672969633e10,5.497415864572995e10,-1.535375191603362e10
market_exposure,9,0.06666666666666667,3.642471480120605e10,-3.642471480120605e10,5.4969931780154625e10,-1.854521697894859e10
market_exposure,10,0.06666666666666667,4.295866678010862e10,-4.295866678010862e10,5.4789529309101135e10,-1.183086252899252e10
market_exposure,11,0.06666666666666667,3.979494897918786e10,-3.979494897918786e10,5.479090279664956e10,-1.4995953817461704e10
market_exposure,12,0.06666666666666667,3.672941273609851e10,-3.672941273609851e10,5.4789349302269295e10,-1.805993656617078e10
market_exposure,13,0.06666666666666667,4.328058561030634e10,-4.328058561030634e10,5.491532551209296e10,-1.1634739901786615e10
market_exposure,14,0.06666666666666667,4.019900839816623e10,-4.019900839816623e10,5.491620912638184e10,-1.4717200728215622e10
market_exposure,15,0.06666666666666667,3.719467376572107e10,-3.719467376572107e10,5.4911537271031364e10,-1.77168635053103e10
