Time,jh,jd,jy,W,Elec_Price,H2_Price,Elec_GC_Price,H2_GC_Price,EP_Price,Gen_VRES_Solar_g,Gen_VRES_Wind_g,Gen_Conv_01_g,Cons_Elec_01_d,Demand_GC_Elec_01_d_gc,Offtaker_Grey_ep,Offtaker_Grey_q_h2gc,Offtaker_Import_ep,Gen_VRES_Solar_obj,Gen_VRES_Wind_obj,Gen_Conv_01_obj,Cons_Elec_01_obj,Demand_GC_Elec_01_obj,Offtaker_Grey_obj,Offtaker_Import_obj
1742,14,1,10,24.318782301089556,89.83250345347788,52.99150142194942,4.526840959321793,91.5476378616478,130.82710086178017,5718.172223232539,7937.784170391528,2070.8835646905454,13953.84,10946.325623413684,886.4999989037309,1181.9999985382772,0.0,-539562.9822237036,-749004.1104084436,-17521.466830508056,-5.480024556578723e6,-29955.469884543374,83910.00521473146,0.0
1743,15,1,10,24.318782301089556,82.4636608076887,47.4648685030341,4.526841209491826,86.02100600114535,123.45825628640533,5683.915435620122,9807.778022697545,1331.7924092584644,14039.839999999998,10946.325623435872,381.1770426887206,508.23605691826805,0.0,-494446.6571677957,-853183.5338675296,-4984.638420226445,-5.615747012413779e6,-29955.467146100724,36079.60336957412,0.0
1744,16,1,10,24.318782301089556,117.90811898024525,74.04821457135061,5.386167963537974,112.60435102060283,158.9027183972298,2328.3534578361264,6899.3131712629465,7192.753337291846,14647.42,9227.666646404808,886.4999989038035,1181.9999985383079,0.0,-287072.6793369972,-850645.8978527167,-134582.8917272851,-5.328476619065877e6,-21287.44606068168,83910.00522343902,0.0
1745,17,1,10,24.318782301089556,113.42769352467803,70.6878948023957,4.526840575398626,109.24403125026447,154.42229203708678,1266.888150276029,10060.323803463687,6129.068009031826,15683.279999999999,10946.325623191336,886.4999989036814,1181.9999985381698,0.0,-149435.20152271687,-1.1866608071334704e6,-104739.27241191023,-5.755265133250287e6,-29955.47408709138,83910.00522315732,0.0
1746,18,1,10,24.318782301089556,111.51608245626386,69.25418596695462,4.526840788976771,107.810322414351,152.5106802560254,582.0824703108029,12384.199817599703,5675.23767200632,16868.52,10946.325623441015,886.4999989036482,1181.9999985381328,0.0,-67546.55142467655,-1.4370987488874453e6,-93456.69163389178,-6.197465024026863e6,-29955.47174919545,83910.00522301623,0.0
1747,19,1,10,24.318782301089556,102.51212924093166,62.50122004073942,4.526841194999352,101.05735648623177,143.50672568654971,102.72320965359455,15888.902417703279,3537.6343271362907,17756.26,10946.325623482138,886.4999989035748,1181.999998538055,0.0,-10995.386601195049,-1.700731756147934e6,-51980.7432229158,-6.663792018559916e6,-29955.467304740057,83910.00522181501,0.0
1748,20,1,10,24.318782301089556,102.27075105916647,62.32018628224627,4.526841243874338,100.87632272767912,143.26534734186302,0.0,16360.830575658161,3480.3293781820785,18068.16,10946.325623485242,886.4999989035741,1181.9999985380548,0.0,0.0,-1.7472973135582646e6,-51133.756501472206,-6.778162699310811e6,-29955.46676973856,83910.00522177057,0.0
1749,21,1,10,24.318782301089556,99.77538634786083,60.44866288013571,4.526841243870927,99.00479932483465,140.76998280528503,0.0,16360.830575658143,3068.1493788514326,17655.98,10946.32562348369,886.4999989035736,1181.9999985380575,0.0,0.0,-1.7064710742920593e6,-43069.78237081546,-6.676690736949397e6,-29955.466769775885,83910.00522128516,0.0
1750,22,1,10,24.318782301089556,89.24651741322842,52.552011180624554,4.526841243849236,91.10814761957577,130.24111387343055,0.0,16360.830575658048,2012.1093788546227,16599.94,10946.325623478439,886.4999989037609,1181.9999985383174,0.0,0.0,-1.5342100334988644e6,-16325.183455524733,-6.4740356557269525e6,-29955.46677001332,83910.00521377716,0.0
1751,23,1,10,24.318782301089556,82.46366092268558,47.464868503423,4.526841243837503,86.02100600123573,123.45825628652413,0.0,16360.830575657978,1331.7924093074282,15287.0,10946.325623466764,570.1884837642993,760.2513116857064,0.0,0.0,-1.4232368676378923e6,-4984.638573378426,-6.090762554224906e6,-29955.466770141757,53970.129457443094,0.0
1752,24,1,10,24.318782301089556,78.52073591523701,44.51612366058405,4.526841243840915,86.02100587578752,123.45825133485081,0.0,16360.83057565793,628.7798848666879,14005.78,10946.32562343915,281.0847459463553,374.77966126178103,0.0,0.0,-1.3587273396185532e6,-1040.0995943314774,-5.657943505572591e6,-29955.466770104424,26605.55469989287,0.0
1753,1,2,10,19.993214031546614,-4.52695070858528,-14.407444033432919,4.5268100448276485,86.02100587948405,123.45825137415677,0.0,15135.13058240136,2.925841205931197e-10,12151.300000000001,10936.17,281.08474594324184,374.7796612576241,0.0,0.0,2.128964339965023,2.33304510846454e-8,-5.946090721532733e6,-29955.782224832205,26605.55468993476,0.0
1754,2,2,10,19.993214031546614,-4.526952040402201,-14.407444033422635,4.526840338252102,86.02100587948405,123.45825137415677,0.0,15386.17058772868,2.9258412059316355e-10,12402.34,10946.325622870772,281.08474594324184,374.7796612576241,0.0,0.0,1.718668336456176,2.333045147431738e-8,-6.065042251524262e6,-29955.476682974448,26605.55468993476,0.0
1755,3,2,10,19.993214031546614,-4.526952040353771,-14.40744403339403,4.526840338037305,86.02100587948405,123.45825137415677,0.0,15747.690587728643,2.9258412059329177e-10,12763.86,10946.325623252678,281.08474594324184,374.7796612576241,0.0,0.0,1.7590535176423145,2.3330451474313433e-8,-6.23606622944529e6,-29955.476685325688,26605.55468993476,0.0
1756,4,2,10,19.993214031546614,-4.526952039960079,-14.407444033117878,4.526840337970934,86.02100587948405,123.45825137415677,0.0,16229.75058772863,2.925841205945861e-10,13245.92,10946.32562336731,281.08474594324184,374.7796612576241,0.0,0.0,1.8128954239800805,2.333045147430145e-8,-6.4636056487571485e6,-29955.476686052192,26605.55468993476,0.0
1757,5,2,10,19.993214031546614,77.83376330845573,44.00202300910852,4.52684124379392,86.02100587586857,123.45825133390498,0.0,16360.830575657688,498.2198848667284,13875.22,10946.325623416606,281.0847459463406,374.7796612617558,0.0,0.0,-1.3474878971880977e6,-653.0013688529871,-5.616997248106749e6,-29955.466770618827,26605.55470018722,0.0
1758,6,2,10,19.993214031546614,81.05289497667633,46.40767933503748,4.526841243793101,86.02100586723216,123.45825144679209,0.0,16360.830575657737,1110.0198848762404,14487.019999999999,10946.325623439798,281.0847459540459,374.7796612720295,0.0,0.0,-1.4001555650125802e6,-3241.518712514444,-5.80695290381449e6,-29955.466770627805,26605.554665948956,0.0
1759,7,2,10,19.993214031546614,82.46366092233248,47.464868503243935,4.5268412437898276,86.02100600143314,123.4582562870427,0.0,16360.830575657757,1331.7924092863004,15094.74,10946.32562345327,474.0584837747143,632.077978366254,0.0,0.0,-1.4232368676313162e6,-4984.638572908167,-6.0177885093447305e6,-29955.466770663632,44871.123265665876,0.0
1760,8,2,10,19.993214031546614,82.46366092266962,47.46486850352388,4.526841243786008,86.02100600154547,123.45825628720527,0.0,16360.830575657757,1331.7924093213803,15491.36,10946.325623459417,672.3684837571891,896.4913116762203,0.0,0.0,-1.4232368676367698e6,-4984.638573357166,-6.168227948416993e6,-29955.466770705432,63641.787136440646,0.0
1761,9,2,10,19.993214031546614,82.46366092277913,47.46486850361124,4.526841243785463,86.02100600160237,123.45825628728733,0.0,16360.830575657757,1331.7924093325446,15613.220000000001,10946.325623461023,733.2984837516112,977.7313116687833,0.0,0.0,-1.4232368676385523e6,-4984.638573502991,-6.214370921546747e6,-29955.466770711406,69409.0028574943,0.0
1762,10,2,10,19.993214031546614,82.46366092270272,47.46486850354859,4.526841243786144,86.02100600156069,123.45825628722584,0.0,16360.830575657757,1331.7924093245201,15529.34,10946.32562345993,691.3584837556214,921.81131167413,0.0,0.0,-1.4232368676373132e6,-4984.638573401244,-6.182613270842136e6,-29955.466770703948,65439.25023415717,0.0
1763,11,2,10,19.993214031546614,82.46366093973724,47.46486850327203,4.5268412490031995,86.0210060014407,123.45825628705168,34.23321102026927,16360.830575657757,1331.7924092897524,15157.320000000002,10946.32562345458,488.2318782279796,650.9758376372744,0.0,-2977.9642181863474,-1.4232368680013677e6,-4984.638596087694,-6.041551465786902e6,-29955.46671359637,46212.67953218741,0.0
1764,12,2,10,19.993214031546614,85.01152396602322,49.37576659211568,4.526841047088871,87.93190301205028,126.00612109480805,1198.4217282342966,13591.596392421747,1587.3418364943122,14604.36,10946.32562343084,886.4999989047212,1181.9999985395948,0.0,-107304.72214228706,-1.2169693188955558e6,-8703.393799310463,-5.794031936089569e6,-29955.46892381635,83910.00518602159,0.0
1765,13,2,10,19.993214031546614,86.05397516758256,50.15760515172723,4.52684098289546,88.71374157958115,127.04857250544187,2636.523086797728,11527.137707893378,1691.8991633130638,14082.56,10946.325623406457,886.4999989043413,1181.9999985390875,0.0,-238818.41300171582,-1.0441375414599328e6,-10412.609129546297,-5.581521611272009e6,-29955.469626498336,83910.00519728014,0.0
1766,14,2,10,19.993214031546614,92.77574560860569,55.19893323700519,4.526840879737061,93.75506967808509,133.77034328247603,4690.94012669316,8493.970605810884,2366.0892268722064,13778.0,10946.325623371968,886.4999989037648,1181.9999985383126,0.0,-456440.6073891987,-826485.3095013546,-24050.983923731546,-5.373444172004631e6,-29955.470755703755,83910.0052158157,0.0
1767,15,2,10,19.993214031546614,-4.526947595334634,-14.407444033452942,4.52684167146986,86.0210058794841,123.45825137415626,3750.730133013156,13209.84043693509,2.925841205930275e-10,13976.740000000002,10946.325623426701,281.0847459432417,374.7796612576239,0.0,0.39729183141025715,1.3992373521250556,2.3330450173750345e-8,-6.807455393249119e6,-29955.46208913873,26605.5546899349,0.0
1768,16,2,10,19.993214031546614,120.86548383942024,76.26623846306812,5.750217712066352,114.82237491451131,161.8600835899751,2362.5866688568453,6136.980270589982,7894.85302826313,14621.42,8499.566955429276,886.4999989041404,1181.9999985387017,0.0,-299140.56855349924,-777038.0623683825,-156892.60740733077,-5.2762525937601235e6,-18060.64949483313,83910.00522269544,0.0
1769,17,2,10,19.993214031546614,128.3360509667889,81.86916406388235,6.127090741717594,120.42530053473074,169.33065108318038,2396.8434564692507,5348.977226743993,9668.419285845868,15641.240000000002,7745.820697824618,886.4999989063527,1181.9999985412185,0.0,-322287.1013403313,-719240.2828352515,-222496.25068208924,-5.507474540254223e6,-14999.426122888377,83910.00522322473,0.0
1770,18,2,10,19.993214031546614,138.13724487203785,94.59995562465078,7.375317310599361,122.3962938069162,186.30509368558882,1403.8681475423493,3845.4987009938704,11995.293093924505,16838.66,5249.366858392194,1569.9999999999197,270.6666392997092,0.0,-204280.4511154798,-559568.3688516212,-328661.163747987,-5.738858312018512e6,-6888.9592200388215,-97006.15317890997,0.0
1771,19,2,10,19.993214031546614,143.43597855572455,102.54805641564799,7.504775954728811,122.39629380684443,196.90256141490815,205.44641930757192,4785.00303597054,13253.250487888039,17837.7,4990.449464424041,1569.9999999999538,270.6666392967645,0.0,-31010.237541755876,-722251.9685842033,-395553.7040353911,-5.962552618704053e6,-6226.143036099042,-113644.1775143235,0.0
1772,20,2,10,19.993214031546614,147.4894280638144,108.6282310911416,7.79629488721451,122.39629380682422,205.00946098540632,0.0,4407.411427114926,14215.568517154326,18216.98,4407.411435155629,1569.9999999999652,270.6666392956047,0.0,0.0,-684408.0698021672,-451225.35214075213,-6.006855088349555e6,-4856.316224116541,-126372.00984015383,0.0
1773,21,2,10,19.993214031546614,148.58085537757714,110.26537244543721,8.077251174485296,122.39629380682712,207.1923161251917,0.0,3845.498700993924,14474.68124430022,17914.18,3845.4987080090223,1569.9999999999673,270.66663929534667,0.0,0.0,-602428.5452461238,-466881.9896699381,-5.894238505871614e6,-3696.9630460178923,-129799.09240964783,0.0
1774,22,2,10,19.993214031546614,146.4824862842415,107.1178191550462,8.333257201800054,122.39629380684974,202.99557840330237,0.0,3333.4865081286675,13976.513438100426,16904.0,3333.486514209295,1569.999999999963,270.666639295857,0.0,0.0,-516076.1921566282,-437031.4813409578,-5.618678531851182e6,-2778.031555351179,-123210.21418621269,0.0
1775,23,2,10,19.993214031546614,142.86708779448873,101.69472173757175,8.565466407428174,122.39629380688748,195.76478184366727,0.0,2869.067971407995,13118.191975670108,15581.259999999998,2869.0679766410494,1569.9999999999516,270.66663929696995,0.0,0.0,-434470.291089225,-388052.4813511197,-5.261111180646744e6,-2057.8866282168747,-111857.86358743836,0.0
1776,24,2,10,19.993214031546614,133.89252164655076,88.23287180368051,8.043523331336349,122.39629380718974,177.8156485657569,0.0,3912.9544054572934,10987.565539734187,14494.52,3912.954412595603,1569.999999999803,270.6666393090483,0.0,0.0,-555389.2724894079,-279883.3183150855,-5.043938279605637e6,-3827.800955024926,-83677.72433954873,0.0
1777,1,3,10,60.62127665438146,131.6557957681048,84.87778480969075,9.379155737834632,122.39629380851929,173.34219922138462,0.0,1241.6888757088102,10456.55107436827,11292.24,1241.6888779696353,1569.999999999725,270.66663931603796,0.0,0.0,-175121.53037105652,-255901.06173816463,-4.0000378015235765e6,-385.4475978636292,-76654.40886766434,0.0
1778,2,3,10,60.62127665438146,134.7900757836373,89.57920514809373,9.61068596897106,122.39629380805428,179.61075972072433,0.0,778.6282879259397,11200.651662969356,11573.279999999999,778.6282893417741,1569.9999999999502,270.6666392982448,0.0,0.0,-112434.51789863495,-289840.8618192619,-4.059250699286746e6,-151.56541475598988,-86496.04885394679,0.0
1779,3,3,10,60.62127665438146,130.96404811021563,83.84016418749317,9.006946943111876,122.39629441865065,171.9586429531498,0.0,1986.1066669012919,10292.325359538741,11738.32,1986.106670520497,1502.9439781256845,360.0746911301968,0.0,0.0,-277997.3264482215,-248724.58361082454,-4.159626899258894e6,-986.1543737947686,-58942.862443314836,0.0
1780,4,3,10,60.62127665438146,132.84444256371415,86.66075458054459,9.070312422760484,122.39629380814381,175.719492286256,0.0,1859.375673262241,10738.74427566724,12192.119999999999,1859.3756766501888,1569.9999999998988,270.66663930232215,0.0,0.0,-263872.8430988223,-268497.89567143284,-4.290594877312088e6,-864.3189912734124,-80386.75898130471,0.0
1781,5,3,10,60.62127665438146,135.9519221586027,91.32197408210355,9.150521372922308,122.39629380801358,181.93445163520894,0.0,1698.9577294679102,11476.482219746773,12769.44,1698.9577325631285,1569.9999999999618,270.6666392973177,0.0,0.0,-246522.91800256542,-303014.50924832886,-4.444866839719052e6,-721.6139378617463,-90144.24515981291,0.0
1782,6,3,10,60.62127665438146,138.68466003069207,95.42108091652656,9.16982714777083,122.39629380798509,187.39992741742134,0.0,1660.3461693093595,12125.25377997413,13379.6,1660.346172334115,1569.9999999999754,270.6666392962162,0.0,0.0,-245489.63140196068,-335263.12838041387,-4.610487602453353e6,-689.1869645782608,-98725.04213802985,0.0
1783,7,3,10,60.62127665438146,140.77966183903143,98.56358360264177,9.150521372924482,122.39629380797257,191.58993100011904,0.0,1698.957729467918,12622.622219744451,13915.58,1698.957732563126,1569.9999999999807,270.66663929576873,0.0,0.0,-254725.04364849356,-361186.50504130404,-4.756705144885511e6,-721.6139378580501,-105303.34776292375,0.0
1784,8,3,10,60.62127665438146,143.6070665640504,102.80469088996159,9.296844421522934,122.39629380796718,197.24474071762577,0.0,1406.3115529611105,13293.868396784635,14294.18,1406.3115555223055,1569.999999999985,270.6666392953744,0.0,0.0,-215030.53651194903,-397824.6471697113,-4.838940263920982e6,-494.42776754337683,-114181.39901945932,0.0
1785,9,3,10,60.62127665438146,144.38629393775628,103.97353197373369,9.313851500297252,122.39629380796555,198.80319549622115,0.0,1372.2973861943165,13478.862563613367,14445.16,1372.2973886934426,1569.999999999986,270.6666392952892,0.0,0.0,-210922.30784232717,-408255.652517413,-4.87606857298008e6,-470.7997636442942,-116628.17302186502,0.0
1786,10,3,10,60.62127665438146,143.1497544177848,102.11872259858326,9.244129839694903,122.3962938079667,196.33011632897126,0.0,1511.740745190656,13185.299204362806,14291.039999999999,1511.740747944234,1569.9999999999843,270.6666392954282,0.0,0.0,-230380.04414990096,-391770.03470014245,-4.8444688532732595e6,-571.3396992396083,-112745.43872926527,0.0
1787,11,3,10,60.62127665438146,141.56532871804689,99.74208404318412,9.245482832135414,122.3962938079723,193.16126492119292,102.72320965383528,1406.3115529611073,12809.145186923328,13912.18,1509.034765384029,1569.999999999982,270.6666392956418,0.0,-15491.77061293442,-212086.98659446178,-371176.9365131669,-4.744671724674862e6,-569.2961566023496,-107770.34201902547,0.0
1788,12,3,10,60.62127665438146,131.44044153985166,84.55475192077364,8.354072605931954,122.396293808741,172.9114886762498,1985.9506178537486,1305.9051357182693,10405.424192385588,13291.28,3291.855759967366,1569.9999999995969,270.66663932584,0.0,-277625.00174038357,-182558.37396821906,-253654.70914091845,-4.6778056331222e6,-2709.0769865433904,-75978.19331053414,0.0
1789,13,3,10,60.62127665438146,128.68006629906392,82.12717650127867,7.6016263768302155,120.68331295748445,169.6746676432775,4245.814077057006,550.9346088044789,9750.09128822905,12773.84,4796.748695450607,886.499998904288,1181.9999985388285,0.0,-578626.729208468,-75082.30104160596,-225836.37597319437,-4.539217686474365e6,-5752.196036316032,83910.00522624172,0.0
1790,14,3,10,60.62127665438146,120.45678509275109,75.95971495271012,6.767933584997764,114.51585140111096,161.45138556824094,6266.021482523235,198.11329744037354,7797.825190692247,12488.960000000001,6464.134792995781,886.4999989033996,1181.9999985378179,0.0,-797192.8203427495,-25204.908533172707,-153685.82717174,-4.545132376896037e6,-10446.253310984437,83910.00522606535,0.0
1791,15,3,10,60.62127665438146,112.35750282797575,69.885252574298,5.872529919466307,108.44138902155801,153.3521023957067,8114.992103110763,139.95054474388473,5874.997319168498,12356.94,8254.942664521906,886.4999989032949,1181.9999985376992,0.0,-959435.7820960192,-16546.357488091846,-98315.97546684428,-4.599207621300373e6,-17036.00926569925,83910.00522587803,0.0
1792,16,3,10,60.62127665438146,112.05574810324568,69.65893631650955,5.586640602959958,108.21507276373163,153.050347385273,8628.608151380417,198.11329744035027,5803.358517057402,12857.08,8826.721466633888,886.4999989032929,1181.9999985376971,0.0,-1.0150900741382294e6,-23306.52154534582,-96553.98233409901,-4.781199649518722e6,-19477.741167439846,83910.00522587661,0.0
1793,17,3,10,60.62127665438146,122.49748416441815,77.49023895785162,6.371541949147865,116.04637540678526,163.49208424241863,7019.293584529916,237.624703280594,8282.301681249104,13766.22,7256.918302438819,886.4999989034592,1181.9999985378856,0.0,-904569.5282435722,-30622.464092295246,-170093.13351820712,-4.959896667185604e6,-13165.707826792466,83910.00522611808,0.0
1794,18,3,10,60.62127665438146,132.08353768534738,85.51939496736766,7.619590563942008,122.39629380823126,174.19767945387915,4245.814077057009,515.0062248603382,10558.099640885252,14912.92,4760.820311440891,1569.9999999998302,270.66663930775064,0.0,-593153.5085297335,-71947.98068084619,-260395.4759472229,-5.208714790523429e6,-5666.349083273402,-77997.51283378026,0.0
1795,19,3,10,60.62127665438146,147.05675501734643,107.97922286540239,8.849774887715279,122.39629380794072,204.14411668575366,1266.8881502762415,1033.5627499558764,14112.849047630672,16007.3,2300.450904675914,1569.9999999999882,270.66663929503846,0.0,-197516.13528741116,-161139.18178475366,-445096.8901586686,-5.329376338798331e6,-1323.0178089302826,-125013.41928946861,0.0
1796,20,3,10,60.62127665438146,152.93877374113302,116.80225167885692,9.313851500300732,122.39629380794564,215.9081551049914,0.0,1372.2973861943287,15509.28256361236,16475.58,1372.2973886934387,1569.9999999999914,270.66663929457616,0.0,0.0,-222658.8535219875,-532215.7280294693,-5.378729077705564e6,-470.79976363951755,-143482.95960772736,0.0
1797,21,3,10,60.62127665438146,152.70070797622154,116.44515316303516,9.410192225033695,122.3962938079497,215.43202375051771,0.0,1179.6158845047928,15452.76406565348,16226.380000000001,1179.615886652306,1569.9999999999914,270.66663929459526,0.0,0.0,-191228.5929287719,-528530.2315901783,-5.306291026228299e6,-347.8732114106733,-142735.4333812002,0.0
1798,22,3,10,60.62127665438146,150.30264178102885,112.8480540434949,9.537103153409221,122.39629380795967,210.6358915906391,0.0,925.7939589540161,14883.445991667617,15403.24,925.7939606383667,1569.9999999999902,270.6666392947798,0.0,0.0,-147978.67026105357,-492156.1642924303,-5.089897582890785e6,-214.27349058366963,-135205.5058901654,0.0
1799,23,3,10,60.62127665438146,144.5401757864713,104.20435489902053,9.425317808797953,122.39629380796909,199.1109593966575,0.0,1149.3647087703876,13515.395241444032,14258.759999999998,1149.364710862715,1569.999999999986,270.6666392952727,0.0,0.0,-176962.5047068156,-410332.6122923738,-4.814276027180893e6,-330.259620884759,-117111.36234555117,0.0
1800,24,3,10,60.62127665438146,141.64540867738557,99.862204504192,9.622138547272725,122.3962938079854,193.32142553593184,0.0,755.7231251200285,12828.156825813157,13177.88,755.7231264940503,1569.9999999999823,270.6666392956301,0.0,0.0,-114316.38351786026,-372203.45180820697,-4.505283150280454e6,-142.77927745715442,-108021.79418416347,0.0
1801,1,4,10,107.5707957174306,130.9640475520369,83.84016418798328,9.946868224990824,122.39629442457387,171.9586429653425,0.0,106.26359458876253,10292.32535997994,9968.16,106.26359477701602,1557.7855158022855,286.95264089482225,0.0,0.0,-14973.700427261336,-248724.5778658674,-3.554404152521688e6,-2.822985515625305,-71651.67489977495,0.0
1802,2,4,10,107.5707957174306,131.85463615907315,85.17604621007663,9.975818706816,122.39629380845619,173.73988112105923,0.0,48.36261518150627,10503.757337055134,10146.12,48.362615263727974,1569.9999999998797,270.6666393040188,0.0,0.0,-6859.29170969699,-257984.93532622792,-3.6065673501557047e6,-0.584734940050339,-77278.76945165242,0.0
1803,3,4,10,107.5707957174306,133.61957095225938,87.8234484103752,9.983802789946786,122.39629380828856,177.2697507385421,0.0,32.39444453966485,10922.765507716636,10549.16,32.39444459240346,1569.9999999999598,270.6666392977017,0.0,0.0,-4651.951526400662,-276893.10424106265,-3.725899796011263e6,-0.26234961350775166,-82820.66475192457,0.0
1804,4,4,10,107.5707957174306,135.39911195156267,90.4927599187741,9.990780682236933,122.39629380825465,180.8288327532269,0.0,18.43865605862946,11345.241296221206,10957.68,18.438656085112225,1569.999999999976,270.666639296413,0.0,0.0,-2680.7942246756957,-296706.48053832655,-3.845091420222601e6,-0.08499582001633144,-88408.4235151477,0.0
1805,5,4,10,107.5707957174306,136.78656408851614,92.57393800774722,9.90551623693598,122.39629380823921,183.60373687310585,0.0,188.96759314872432,11674.632358819266,11457.599999999999,188.96759348801695,1569.9999999999816,270.6666392959489,0.0,0.0,-27720.049353080023,-312675.93640114926,-3.9974585160994167e6,-8.927181482736614,-92765.02298341901,0.0
1806,6,4,10,107.5707957174306,137.0727798313432,93.00326130860239,9.676031109103008,122.39629380822934,184.17616794108483,0.0,647.9379732876858,11742.581977842763,11984.52,647.9379744645759,1569.9999999999825,270.6666392958788,0.0,0.0,-95084.1271431305,-316027.11779976054,-4.1699726291176705e6,-104.95584226901792,-93663.73976015736,0.0
1807,7,4,10,107.5707957174306,139.96978830296206,97.3487741186204,9.751176383560486,122.3962938082195,189.97018502238453,0.0,497.6473836196851,12430.352567784288,12522.0,497.6473845223245,1569.9999999999882,270.66663929540954,0.0,0.0,-74508.24634926321,-351041.6521668325,-4.312297705870309e6,-61.913192098032596,-102760.34657785838,0.0
1808,8,4,10,107.5707957174306,142.6108639241306,101.31038769754424,9.8589615061627,122.39629380821701,195.25233646160655,0.0,282.07707995480473,13057.362871842144,12933.44,282.0770804640438,1569.999999999991,270.66663929517017,0.0,0.0,-43008.24313859596,-384699.08597261575,-4.413178610297092e6,-19.89185674389182,-111053.32433746709,0.0
1809,9,4,10,107.5707957174306,140.6442336040166,98.36044181904651,9.60446548796961,122.3962938082116,191.319075289801,684.8056799650784,106.2635945887714,12590.47067617895,12975.54,791.069276127607,1569.9999999999889,270.66663929533775,0.0,-102891.16254555607,-15965.966847801128,-359479.22567432304,-4.452379323237238e6,-156.4475502071018,-104878.10429771317,0.0
1810,10,4,10,107.5707957174306,128.91376753181453,82.3024524807859,7.698827538218467,120.858588933632,169.9083689440248,4553.983706018846,48.36261518150084,9805.573653187666,12634.92,4602.346330494984,886.4999989038196,1181.9999985382867,0.0,-622131.5319858808,-6606.942364318204,-228121.46241646167,-4.489093356078926e6,-5295.394698861186,83910.0052269013,0.0
1811,11,4,10,107.5707957174306,105.32907621515389,64.613932074672,5.165450624307918,103.17006852145941,146.32367506146898,9655.816671328166,13.284994427253029,4206.398298383139,12102.5,9669.101685308584,886.4999989031699,1181.9999985375484,0.0,-1.0669148943469927e6,-1467.9191733042103,-62887.9493730829,-4.5934167222936e6,-23372.867666002545,83910.0052265532,0.0
1812,12,4,10,107.5707957174306,82.46365969758928,47.46486850354078,4.526805431014102,86.02100600035949,123.4582562845513,12326.572969147132,2.5522895695704797,1331.7924093210704,11503.779999999999,10353.401999999998,694.4311446863281,925.9081929150982,0.0,-1.0722943160277787e6,-222.02485679981896,-4984.636941804463,-4.637825007983565e6,-29867.950353526743,65730.08723517816,0.0
1813,13,4,10,107.5707957174306,-4.526944556825209,-0.8017413164595947,4.526807541775098,86.02100587866894,123.45825137329568,13962.381687865736,4.028869921571987,5.4389672339247446e-11,10982.58,9884.322,281.08474594368886,374.7796612582459,0.0,1.9130564266306465,0.0005520158141969489,4.336993715010808e-9,-5.390236201430398e6,-29673.841275145474,26605.55468991583,0.0
1814,14,4,10,107.5707957174306,-4.526944635201335,-0.8017413164614077,4.526808422468944,86.02100587866906,123.458251373295,13646.018342845437,36.8722152553543,5.4389672339244085e-11,10699.06,9629.154,281.08474594368874,374.77966125824577,0.0,1.858761444738775,0.005022465189256309,4.3369937192733925e-9,-5.254876696164197e6,-29522.052882620475,26605.55468991607,0.0
1815,15,4,10,107.5707957174306,-4.526944627103779,-0.801741316461368,4.5268083314872305,86.02100587866906,123.458251373295,13703.870583912261,8.299974156147346,5.4389672339245404e-11,10728.34,9655.506000000001,281.08474594368874,374.77966125824577,0.0,1.8677774903408135,0.0011312500949500759,4.336993718833074e-9,-5.268865002176243e6,-29539.23596546606,26605.55468991607,0.0
1816,16,4,10,107.5707957174306,-4.5269445213830055,-0.801741316461065,4.526807143459924,86.02100587866916,123.45825137329585,14119.612414022988,44.65814362254058,5.4389672339245714e-11,11180.44,10062.396,281.0847459436887,374.7796612582457,0.0,1.9397230281610973,0.006135043019554587,4.3369937130829804e-9,-5.484580433362652e6,-29760.480591673448,26605.554689915858,0.0
1817,17,4,10,107.5707957174306,-4.52694452566575,-0.8017413164442454,4.526807192033974,86.02100587866899,123.45825137329517,14523.300308332162,456.590249330656,5.4389672339270116e-11,11996.06,10796.454,281.0847459436887,374.7796612582457,0.0,1.9945375767129008,0.0627051971741821,4.336993713317863e-9,-5.872453678742059e6,-29950.21964080703,26605.55468991598,0.0
1818,18,4,10,107.5707957174306,78.55292987440986,44.56858742191778,4.526841310259402,86.02100587786906,123.45825136436314,14312.523587000976,978.6885242051026,634.8983484329909,12942.279999999999,10946.32562347553,281.08474594437445,374.77966125916004,0.0,-1.1890811846832228e6,-81309.21865202156,-1060.4404934560953,-5.245107722247022e6,-29955.466043066022,26605.554692191756,0.0
1819,19,4,10,107.5707957174306,110.75153398461225,68.68077527162643,4.948875821762969,107.23691171865529,151.74613265755536,9176.457410670897,925.7939589540655,5493.728593818034,13822.98,10102.251389875393,886.4999989031813,1181.999998537561,0.0,-1.0617198829853716e6,-107114.7404472519,-89187.0995704261,-5.141730290660885e6,-25513.855463968437,83910.00522670886,0.0
1820,20,4,10,107.5707957174306,127.27148605348012,81.07074064951443,6.720443015933892,119.62687709958375,168.2660864986147,6026.341852194652,532.7740868656092,9415.68403146857,14201.8,6559.115952217252,886.4999989035027,1181.9999985379263,0.0,-807481.1700073068,-71387.42765731852,-212338.14004936,-5.041301905315686e6,-10755.494011735798,83910.00522688992,0.0
