iter,elec_primal,elec_dual,H2_primal,H2_dual,elec_GC_primal,elec_GC_dual,H2_GC_primal,H2_GC_dual,EP_primal,EP_dual,cap_primal,cap_dual,cap_primal_Gen_VRES_Solar,cap_dual_Gen_VRES_Solar,cap_primal_Gen_VRES_Wind,cap_dual_Gen_VRES_Wind,cap_primal_GreenH2_Coalition,cap_dual_GreenH2_Coalition
1,0.0053304364468252565,Inf,0.0,Inf,0.012573200079319242,Inf,0.00023519263883722567,Inf,0.016847320187308473,Inf,6.78641363125444e-7,Inf,2.5178451323881745e-8,Inf,1.6178091755136847e-8,Inf,6.779811315079897e-7,Inf
2,0.006026121005068688,0.00699691774462779,0.0,0.0,0.07318486236016444,0.02108473448339617,0.0025413052451716024,0.0018586791939063957,0.014434635388329033,0.006742471909043511,5.8410855472296746e-5,5.420484830928073e-8,4.768340295413509e-5,2.518208930268884e-9,2.984927050420083e-5,1.6179910744540393e-9,1.572075602781767e-5,5.412214250100078e-8
