Gen_Conv_Coal_EP,Gen_VRES_Solar_elec,Demand_GC_Elec_01_elec,Gen_Conv_Coal_H2_GC,Gen_VRES_Wind_H2_GC,Offtaker_Grey_elec,Gen_Conv_Coal_H2,jy,Cons_Elec_01_H2,Offtaker_Green_H2_GC,Gen_Conv_Coal_elec_GC,Demand_GC_Elec_01_elec_GC,Offtaker_Import_EP,Gen_Conv_CCGT_EP,Gen_Conv_CCGT_H2_GC,Gen_VRES_Wind_elec,Gen_VRES_Solar_elec_GC,Gen_Conv_Biomass_EP,Demand_GC_Elec_01_EP,Offtaker_Grey_H2_GC,Offtaker_Green_EP,Gen_Conv_Biomass_elec,Offtaker_Import_H2_GC,Gen_VRES_Wind_EP,Gen_VRES_Wind_elec_GC,Demand_GC_Elec_01_H2,Prod_H2_Green_H2,Cons_Elec_01_EP,Offtaker_Grey_elec_GC,Gen_VRES_Solar_H2_GC,Offtaker_Import_elec,Demand_GC_Elec_01_H2_GC,Time,Gen_VRES_Solar_H2,Gen_Conv_CCGT_elec_GC,jd,Gen_VRES_Wind_H2,Prod_H2_Green_H2_GC,Gen_Conv_Biomass_H2_GC,Gen_Conv_CCGT_H2,Offtaker_Green_H2,Offtaker_Grey_EP,Offtaker_Green_elec,Offtaker_Grey_H2,Gen_Conv_Biomass_H2,Offtaker_Green_elec_GC,Offtaker_Import_elec_GC,Cons_Elec_01_elec,Cons_Elec_01_H2_GC,Prod_H2_Green_elec_GC,Gen_Conv_Coal_elec,Gen_Conv_Biomass_elec_GC,jh,Offtaker_Import_H2,Gen_VRES_Solar_EP,Cons_Elec_01_elec_GC,Prod_H2_Green_EP,Prod_H2_Green_elec,Gen_Conv_CCGT_elec
0.0,2.694780359766428e-20,0.0,0.0,0.0,0.0,0.0,1,0.0,-1336.9499639635155,0.0,-10870.090099999907,-9.999843325618803e-9,0.0,0.0,14751.694022265749,2.694780359766428e-20,0.0,0.0,-422.58865087031734,1319.6539611178748,-9.999800580955906e-9,0.0,0.0,14751.694022265749,0.0,1759.538614823833,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,1,0.0,1759.538614833833,0.0,0.0,-1759.538614823833,453.3460388921249,0.0,0.0,0.0,0.0,0.0,-12112.3861,0.0,-3881.603922265841,-9.999790709230943e-9,0.0,1,0.0,0.0,0.0,0.0,-2639.30792223575,-9.999785772932198e-9
0.0,3.213939635239289e-20,0.0,0.0,0.0,0.0,0.0,1,0.0,-1336.9722132067843,0.0,-11084.342599999805,-9.999843325618803e-9,0.0,0.0,14990.432522265748,3.213939635239289e-20,0.0,0.0,-422.56640162704866,1319.6539611178748,-9.999800580955906e-9,0.0,0.0,14990.432522265748,0.0,1759.538614823833,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,1,0.0,1759.538614833833,0.0,0.0,-1759.538614823833,453.3460388921249,0.0,0.0,0.0,0.0,0.0,-12351.1246,0.0,-3906.0899222659427,-9.999790709230943e-9,0.0,2,0.0,0.0,0.0,0.0,-2639.30792223575,-9.999785772932198e-9
0.0,4.4377770727078627e-20,0.0,0.0,0.0,0.0,0.0,1,0.0,-1336.9601547345467,0.0,-11276.664318105912,-9.999843325618803e-9,0.0,0.0,15350.207522265748,4.4377770727078627e-20,0.0,0.0,-422.5784600992863,1319.6539611178748,-9.999800580955906e-9,0.0,0.0,15350.207522265748,0.0,1759.538614823833,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,1,0.0,1759.538614833833,0.0,0.0,-1759.538614823833,453.3460388921249,0.0,0.0,0.0,0.0,0.0,-12710.899599999999,0.0,-4073.5432041598374,-9.999790709230943e-9,0.0,3,0.0,0.0,0.0,0.0,-2639.30792223575,-9.999785772932198e-9
0.0,8.646975520999224e-20,0.0,0.0,0.0,0.0,0.0,1,0.0,-1336.9514572463747,0.0,-11276.664318106132,-9.999843325618803e-9,0.0,0.0,15841.978022265748,8.646975520999224e-20,0.0,0.0,-422.5871575874582,1319.6539611178748,-9.999800580955906e-9,0.0,0.0,15841.978022265748,0.0,1759.538614823833,0.0,0.0,0.0,0.0,0.0,4,0.0,0.0,1,0.0,1759.538614833833,0.0,0.0,-1759.538614823833,453.3460388921249,0.0,0.0,0.0,0.0,0.0,-13202.6701,0.0,-4565.3137041596165,-9.999790709230943e-9,0.0,4,0.0,0.0,0.0,0.0,-2639.30792223575,-9.999785772932198e-9
0.0,9.99978577522701e-9,0.0,0.0,0.0,0.0,0.0,1,0.0,-1309.3332236825331,0.0,-11276.664318106168,-9.999843325618803e-9,0.0,0.0,16399.85352225575,9.99978577522701e-9,0.0,0.0,-435.8718936696542,1308.9038380066406,-9.997115012919814e-9,0.0,0.0,16399.85352225575,0.0,1745.2051173421876,0.0,0.0,0.0,0.0,0.0,5,0.0,0.0,1,0.0,1745.2051173521872,0.0,0.0,-1745.2051173421876,464.09616200335944,0.0,0.0,0.0,0.0,0.0,-13792.311099999999,0.0,-5123.189204159584,-9.990917132433057e-9,0.0,5,0.0,0.0,0.0,0.0,-2617.8076760132813,10.265253767518656
0.0,9.99978577522701e-9,0.0,0.0,0.0,0.0,0.0,1,0.0,-720.465956897541,0.0,-11276.66431810618,-9.999843325618803e-9,0.0,0.0,16399.85352225575,9.99978577522701e-9,0.0,0.0,-666.4541082373406,1040.1900488436615,-9.997115012919812e-9,0.0,0.0,16399.85352225575,0.0,1386.9200651248818,0.0,0.0,0.0,0.0,0.0,6,0.0,0.0,1,0.0,1386.9200651348815,0.0,0.0,-1386.9200651248818,732.8099511663385,0.0,0.0,0.0,0.0,0.0,-14529.1186,0.0,-5123.18920415957,-9.990917132433049e-9,0.0,6,0.0,0.0,0.0,0.0,-2080.380097687323,209.64517544155967
0.0,9.99978577522701e-9,0.0,0.0,0.0,0.0,0.0,1,0.0,-463.6786700185941,0.0,-11276.664318106185,-9.999843325618803e-9,0.0,0.0,16399.85352225575,9.99978577522701e-9,0.0,0.0,-724.2600088061612,890.9540091110667,-9.997115012919812e-9,0.0,0.0,16399.85352225575,0.0,1187.9386788147556,0.0,0.0,0.0,0.0,0.0,7,0.0,0.0,1,0.0,1187.9386788247555,0.0,0.0,-1187.9386788147556,882.0459908989332,0.0,0.0,0.0,0.0,0.0,-15191.085099999998,0.0,-5123.189204159568,-9.990917132433049e-9,0.0,7,0.0,0.0,0.0,0.0,-1781.9080182221335,573.1395959763694
0.0,9.99978577522701e-9,0.0,0.0,0.0,0.0,0.0,1,0.0,-413.52096027812274,0.0,-11276.664318106188,-9.999843325618803e-9,0.0,0.0,16399.85352225575,9.99978577522701e-9,0.0,0.0,-719.3969280583906,849.6884162448853,-9.997115012919812e-9,0.0,0.0,16399.85352225575,0.0,1132.9178883265135,0.0,0.0,0.0,0.0,0.0,8,0.0,0.0,1,0.0,1132.9178883365134,0.0,0.0,-1132.9178883265135,923.3115837651146,0.0,0.0,0.0,0.0,0.0,-15645.4546,0.0,-5123.189204159565,-9.990917132433049e-9,0.0,8,0.0,0.0,0.0,0.0,-1699.3768324897705,944.9779102440081
0.0,9.99978577522701e-9,0.0,0.0,0.0,0.0,0.0,1,0.0,-408.13927777739684,0.0,-11276.664318106188,-9.999843325618803e-9,0.0,0.0,16399.85352225575,9.99978577522701e-9,0.0,0.0,-716.04634490681,843.1392170056553,-9.997115012919812e-9,0.0,0.0,16399.85352225575,0.0,1124.185622674207,0.0,0.0,0.0,0.0,0.0,9,0.0,0.0,1,0.0,1124.185622684207,0.0,0.0,-1124.185622674207,929.8607830043445,0.0,0.0,0.0,0.0,0.0,-15811.0291,0.0,-5123.189204159565,-9.990917132433049e-9,0.0,9,0.0,0.0,0.0,0.0,-1686.2784340113108,1097.4540117655492
0.0,9.99978577522701e-9,0.0,0.0,0.0,0.0,0.0,1,0.0,-418.109422706033,0.0,-11276.664318106188,-9.999843325618803e-9,0.0,0.0,16399.85352225575,9.99978577522701e-9,0.0,0.0,-713.6772874087903,848.8400325786179,-9.997115012919812e-9,0.0,0.0,16399.85352225575,0.0,1131.7867101048237,0.0,0.0,0.0,0.0,0.0,10,0.0,0.0,1,0.0,1131.7867101148236,0.0,0.0,-1131.7867101048237,924.1599674313819,0.0,0.0,0.0,0.0,0.0,-15628.021599999998,0.0,-5123.189204159565,-9.990917132433049e-9,0.0,10,0.0,0.0,0.0,0.0,-1697.6800651572357,925.8481429114729
