case,scenario_year,probability,social_welfare,social_loss,welfare_demand,welfare_ex_demand
social_planner,1,0.06666666666666667,4.290077850676287e10,-4.29007785067631e10,5.49044018912242e10,-1.2003623384460897e10
social_planner,2,0.06666666666666667,4.0301238512780106e10,-4.0301238512780205e10,5.49044018912242e10,-1.460316337844407e10
social_planner,3,0.06666666666666667,3.780353667312686e10,-3.780353667312721e10,5.490440189122456e10,-1.7100865218097466e10
social_planner,4,0.06666666666666667,4.270973405878492e10,-4.27097340587849e10,5.5813035408186615e10,-1.3103301349401695e10
social_planner,5,0.06666666666666667,3.950080852780697e10,-3.95008085278071e10,5.5813035408186615e10,-1.6312226880379715e10
social_planner,6,0.06666666666666667,3.640785067870717e10,-3.64078506787075e10,5.581303540818741e10,-1.940518472948011e10
social_planner,7,0.06666666666666667,4.249451435220489e10,-4.249451435220464e10,5.502981177497428e10,-1.2535297422769363e10
social_planner,8,0.06666666666666667,3.958538995566729e10,-3.958538995566725e10,5.502981177497428e10,-1.5444421819307095e10
social_planner,9,0.06666666666666667,3.678626936813621e10,-3.678626936813611e10,5.5029811774975e10,-1.8243542406839108e10
social_planner,10,0.06666666666666667,4.25351708139469e10,-4.25351708139468e10,5.48517127280917e10,-1.2316541914144999e10
social_planner,11,0.06666666666666667,3.978078027355944e10,-3.978078027355933e10,5.48517127280917e10,-1.5070932454532366e10
social_planner,12,0.06666666666666667,3.713414158857063e10,-3.713414158857058e10,5.4851712728092125e10,-1.7717571139521683e10
social_planner,13,0.06666666666666667,4.288509001920936e10,-4.288509001920892e10,5.4971647150701096e10,-1.2086557131491507e10
social_planner,14,0.06666666666666667,4.023186300069382e10,-4.0231863000693665e10,5.4971647150701096e10,-1.4739784150007093e10
social_planner,15,0.06666666666666667,3.768167930898805e10,-3.7681679308988014e10,5.4971647150701515e10,-1.728996784171342e10
