Time,jh,jd,jy,W,Elec_Price,H2_Price,Elec_GC_Price,H2_GC_Price,EP_Price,Gen_VRES_Solar_g,Gen_VRES_Wind_g,Gen_Conv_CCGT_g,Gen_Conv_Coal_g,Gen_Conv_Biomass_g,Cons_Elec_01_d,Demand_GC_Elec_01_d_gc,Prod_H2_Green_e_in,Prod_H2_Green_q_elec_gc,Prod_H2_Green_h2_out,Prod_H2_Green_q_h2gc,Offtaker_Green_h2_in,Offtaker_Green_q_h2gc,Offtaker_Green_ep,Offtaker_Grey_ep,Offtaker_Grey_q_h2gc,Offtaker_Import_ep,Gen_VRES_Solar_obj,Gen_VRES_Wind_obj,Gen_Conv_CCGT_obj,Gen_Conv_Coal_obj,Gen_Conv_Biomass_obj,Cons_Elec_01_obj,Demand_GC_Elec_01_obj,Prod_H2_Green_obj,Offtaker_Green_obj,Offtaker_Grey_obj,Offtaker_Import_obj
1,1,1,1,15.96931644253334,-4.361667840946892,-0.3176186929050364,4.361667840946903,79.25199452004094,130.0960369312228,2.694780359766428e-20,14751.694022265749,-9.999785772932198e-9,-9.999790709230943e-9,-9.999800580955906e-9,12112.3861,10870.090099999907,2639.30792223575,3881.603922265841,1759.538614823833,1759.538614833833,1759.538614823833,1336.9499639635155,1319.6539611178748,453.3460388921249,422.58865087031734,-9.999843325618803e-9,-2.8888949165808538e-34,-1.5279510989785194e-10,-8.769024441072244e-7,-8.975853685735627e-7,-9.420189450146654e-7,-5.9256358836351605e6,-31749.463887105172,-128190.98394891534,-50448.814065961866,13370.9898806278,-1.1990208448085549e-6
2,2,1,1,15.96931644253334,-4.3616678409468905,0.2288276258414744,4.361667840946903,79.25199452004094,130.0960369312228,3.213939635239289e-20,14990.432522265748,-9.999785772932198e-9,-9.999790709230943e-9,-9.999800580955906e-9,12351.1246,11084.342599999805,2639.30792223575,3906.0899222659427,1759.538614823833,1759.538614833833,1759.538614823833,1336.9722132067843,1319.6539611178748,453.3460388921249,422.56640162704866,-9.999843325618803e-9,-3.851859888774472e-34,-1.8917489796876907e-10,-8.769024441072244e-7,-8.975853685735626e-7,-9.420189450146654e-7,-6.038745954361442e6,-31781.542624998503,-129045.67754892427,-49485.55737029342,13369.2265837222,-1.1990208448085549e-6
3,3,1,1,15.96931644253334,-4.361667840946885,0.22955618037755351,4.361667840946902,79.25199452004094,130.0960369312228,4.4377770727078627e-20,15350.207522265748,-9.999785772932198e-9,-9.999790709230943e-9,-9.999800580955906e-9,12710.899599999999,11276.664318105912,2639.30792223575,4073.5432041598374,1759.538614823833,1759.538614833833,1759.538614823833,1336.9601547345467,1319.6539611178748,453.3460388921249,422.5784600992863,-9.999843325618803e-9,-7.462978534500539e-34,-2.6193447411060333e-10,-8.769024441072243e-7,-8.975853685735626e-7,-9.420189450146653e-7,-6.208931811213224e6,-31790.78953581237,-128316.58387426588,-49485.23110842987,13370.182241697905,-1.1990208448085549e-6
4,4,1,1,15.96931644253334,-4.361667840946869,0.22955618037758854,4.361667840946902,79.25199452004094,130.0960369312228,8.646975520999224e-20,15841.978022265748,-9.999785772932198e-9,-9.999790709230943e-9,-9.999800580955906e-9,13202.6701,11276.664318106132,2639.30792223575,4565.3137041596165,1759.538614823833,1759.538614833833,1759.538614823833,1336.9514572463747,1319.6539611178748,453.3460388921249,422.5871575874582,-9.999843325618803e-9,-2.840746667971173e-33,-5.238689482212067e-10,-8.769024441072242e-7,-8.975853685735624e-7,-9.420189450146652e-7,-6.441032589378008e6,-31790.789535812357,-126171.64429929049,-49485.92040171474,13370.871534982834,-1.1990208448085549e-6
5,5,1,1,15.96931644253334,83.33045517241197,55.28618999999863,4.361667840946901,79.25199452004094,130.0960369312228,9.99978577522701e-9,16399.85352225575,10.265253767518656,-9.990917132433057e-9,-9.997115012919814e-9,13792.311099999999,11276.664318106168,2617.8076760132813,5123.189204159584,1745.2051173421876,1745.2051173521872,1745.2051173421876,1309.3332236825331,1308.9038380066406,464.09616200335944,435.8718936696542,-9.999843325618803e-9,-8.769024443084432e-7,-1.438137972474718e6,1.864464138634503e-11,-2.0664138439974115e-8,-6.509771488107667e-8,-5.509051181308512e6,-31790.78953581237,10927.642039823433,45676.655181894224,13946.610895344478,-1.1990208448085549e-6
6,6,1,1,15.96931644253334,83.3304551724137,55.28618999999996,4.361667840946901,79.25199452004098,130.09603693122287,9.99978577522701e-9,16399.85352225575,209.64517544155967,-9.990917132433049e-9,-9.997115012919812e-9,14529.1186,11276.66431810618,2080.380097687323,5123.18920415957,1386.9200651248818,1386.9200651348815,1386.9200651248818,720.465956897541,1040.1900488436615,732.8099511663385,666.4541082373406,-9.999843325618803e-9,-8.769024443084606e-7,-1.4381379724747466e6,1.8189894035458565e-11,-2.066413843995675e-8,-6.50977148810593e-8,-5.789972124691935e6,-31790.789535812386,13271.72262504787,10933.567879494949,20294.893202807536,-1.1990208448085542e-6
7,7,1,1,15.96931644253334,83.33045517241376,55.28619000000001,4.361667840946901,79.25199452004098,130.09603693122293,9.99978577522701e-9,16399.85352225575,573.1395959763694,-9.990917132433049e-9,-9.997115012919812e-9,15191.085099999998,11276.664318106185,1781.9080182221335,5123.189204159568,1187.9386788147556,1187.9386788247555,1187.9386788147556,463.6786700185941,890.9540091110667,882.0459908989332,724.2600088061612,-9.999843325618803e-9,-8.769024443084611e-7,-1.4381379724747476e6,1.4551915228366852e-11,-2.0664138439956116e-8,-6.509771488105867e-8,-6.041201180909824e6,-31790.78953581237,14573.558695471744,-2794.0746433265886,18252.86398818878,-1.1990208448085538e-6
8,8,1,1,15.96931644253334,83.33045517241378,55.28619000000002,4.361667840946901,79.251994520041,130.09603693122293,9.99978577522701e-9,16399.85352225575,944.9779102440081,-9.990917132433049e-9,-9.997115012919812e-9,15645.4546,11276.664318106188,1699.3768324897705,5123.189204159565,1132.9178883265135,1132.9178883365134,1132.9178883265135,413.52096027812274,849.6884162448853,923.3115837651146,719.3969280583906,-9.999843325618803e-9,-8.769024443084612e-7,-1.4381379724747478e6,1.4551915228366852e-11,-2.066413843995601e-8,-6.509771488105856e-8,-6.21300913475184e6,-31790.789535812386,14933.532314155804,-4937.760078585983,16036.042037185733,-1.1990208448085538e-6
9,9,1,1,15.96931644253334,83.33045517241378,55.28619000000002,4.361667840946901,79.251994520041,130.09603693122293,9.99978577522701e-9,16399.85352225575,1097.4540117655492,-9.990917132433049e-9,-9.997115012919812e-9,15811.0291,11276.664318106188,1686.2784340113108,5123.189204159565,1124.185622674207,1124.185622684207,1124.185622674207,408.13927777739684,843.1392170056553,929.8607830043445,716.04634490681,-9.999843325618803e-9,-8.769024443084612e-7,-1.4381379724747478e6,1.4551915228366852e-11,-2.066413843995601e-8,-6.509771488105856e-8,-6.275488496851412e6,-31790.789535812386,14990.6631775672,-5073.608373399955,15479.840862375553,-1.1990208448085538e-6
10,10,1,1,15.96931644253334,83.33045517241378,55.28619000000002,4.361667840946901,79.251994520041,130.09603693122293,9.99978577522701e-9,16399.85352225575,925.8481429114729,-9.990917132433049e-9,-9.997115012919812e-9,15628.021599999998,11276.664318106188,1697.6800651572357,5123.189204159565,1131.7867101048237,1131.7867101148236,1131.7867101048237,418.109422706033,848.8400325786179,924.1599674313819,713.6772874087903,-9.999843325618803e-9,-8.769024443084612e-7,-1.4381379724747478e6,1.4551915228366852e-11,-2.066413843995601e-8,-6.509771488105856e-8,-6.206426822715102e6,-31790.789535812386,14940.933049663683,-4536.4630646986625,15545.096893071837,-1.1990208448085538e-6
