Time,Elec_Price,H2_Price,Elec_GC_Price,H2_GC_Price,EP_Price
1,-4.361667840946892,-0.3176186929050364,4.361667840946903,79.25199452004094,130.0960369312228
2,-4.3616678409468905,0.2288276258414744,4.361667840946903,79.25199452004094,130.0960369312228
3,-4.361667840946885,0.22955618037755351,4.361667840946902,79.25199452004094,130.0960369312228
4,-4.361667840946869,0.22955618037758854,4.361667840946902,79.25199452004094,130.0960369312228
5,83.33045517241197,55.28618999999863,4.361667840946901,79.25199452004094,130.0960369312228
6,83.3304551724137,55.28618999999996,4.361667840946901,79.25199452004098,130.09603693122287
7,83.33045517241376,55.28619000000001,4.361667840946901,79.25199452004098,130.09603693122293
8,83.33045517241378,55.28619000000002,4.361667840946901,79.251994520041,130.09603693122293
9,83.33045517241378,55.28619000000002,4.361667840946901,79.251994520041,130.09603693122293
10,83.33045517241378,55.28619000000002,4.361667840946901,79.251994520041,130.09603693122293
11,83.33045517241376,55.286190000000005,4.361667840946901,79.25199452004098,130.09603693122293
12,-4.361667840946865,-0.31640301551016103,4.361667840946901,79.25199452004094,130.0960369312228
13,83.33045517241378,55.28619000000001,4.361667840946903,79.251994520041,130.09603693122293
14,83.33045517241379,55.28619000000002,4.3616678409469065,79.251994520041,130.09603693122293
15,-4.361667840946888,0.22824855869064314,4.361667840946901,79.25199452004094,130.0960369312228
16,-4.361667840946884,0.22955618037755848,4.361667840946901,79.25199452004094,130.0960369312228
17,83.3304551724138,55.28619000000004,4.361667840946925,79.251994520041,130.09603693122295
18,83.3304551724138,55.28619000000004,4.3616678409469225,79.251994520041,130.09603693122295
19,83.33045517241382,55.28619000000005,6.967048335602258,79.25199452004101,130.09603693122295
20,83.33045517241399,55.286190000000204,7.504135646654042,79.25199452004105,130.09603693122307
21,83.33045517241403,55.28619000000024,7.716582794668639,79.25199452004105,130.0960369312231
22,85.39874761904764,58.388628669950556,8.796841146178972,79.25199452004108,134.23262182449005
23,85.39874761904765,58.38862866995054,9.481986026704604,79.25199452004108,134.23262182449002
24,85.39874761904754,58.38862866995038,9.67525830046428,79.25199452004108,134.2326218244898
25,83.3304551724138,55.28619000000005,8.477478598613514,79.25199452004101,130.09603693122298
26,83.3304551724138,55.28619000000003,8.892411292579853,79.25199452004101,130.09603693122298
27,83.3304551724138,55.28619000000003,9.14849500532972,79.25199452004101,130.09603693122298
28,83.3304551724138,55.28619000000003,9.242326767257248,79.25199452004101,130.09603693122295
29,83.3304551724138,55.28619000000003,9.295167095305924,79.25199452004101,130.09603693122298
30,83.3304551724138,55.28619000000005,9.467857552895174,79.25199452004101,130.096036931223
31,83.3304551724138,55.28619000000005,9.621237182961979,79.25199452004101,130.096036931223
32,83.3304551724138,55.28619000000005,9.236715572692127,79.25199452004101,130.096036931223
33,83.3304551724138,55.28619000000003,7.702013003772654,79.25199452004101,130.09603693122298
34,83.3304551724138,55.28619000000003,6.242544683197878,79.25199452004101,130.09603693122295
35,83.33045517241379,55.28619000000003,4.3616678409469,79.25199452004101,130.09603693122298
36,-4.361667840946895,-4.574990882899777,4.361667840946899,79.25199452004098,130.09603693122293
37,-4.3616678409468985,-4.5890558013357765,4.361667840946899,79.25199452004098,130.09603693122293
38,-4.3616678409468985,-4.603729266406244,4.361667840946899,79.25199452004098,130.0960369312229
39,-4.361667840946899,-4.600970462071905,4.361667840946899,79.25199452004098,130.0960369312229
40,-4.3616678409468985,-4.600962515032918,4.361667840946899,79.25199452004098,130.0960369312229
41,-4.3616678409468985,-4.58343593643511,4.361667840946899,79.25199452004098,130.09603693122293
42,-4.3616678409468985,-4.592185978969123,4.3616678409468985,79.25199452004098,130.0960369312229
43,-4.361667840946897,-4.591947046393165,4.3616678409468985,79.25199452004098,130.0960369312229
44,83.3304551724138,55.28619000000005,4.3616678409469,79.25199452004101,130.09603693122298
45,83.3304551724138,55.28619000000005,6.450811859588712,79.25199452004101,130.09603693122298
46,83.3304551724138,55.28619000000003,8.0643856907224,79.25199452004101,130.09603693122298
47,83.3304551724138,55.28619000000004,9.57121463786781,79.25199452004101,130.09603693122298
48,83.3304551724138,55.28619000000004,9.833730085049721,79.25199452004101,130.096036931223
49,83.33045517241374,55.28618999999998,4.361667840946902,79.25199452004098,130.0960369312229
50,83.33045517241378,55.286190000000026,4.361667840946904,79.251994520041,130.09603693122295
51,83.33045517241379,55.286190000000026,4.361667840946908,79.25199452004101,130.09603693122295
52,83.33045517241379,55.28619000000001,4.361667840946906,79.25199452004101,130.09603693122295
53,83.33045517241374,55.286189999999976,4.361667840946902,79.25199452004098,130.0960369312229
54,83.33045517241378,55.28619000000001,4.361667840946903,79.251994520041,130.09603693122295
55,83.33045517241379,55.286190000000026,5.270282244169164,79.25199452004101,130.09603693122295
56,83.33045517241345,55.28618999999976,4.361667840946901,79.25199452004095,130.09603693122287
57,-4.361667840946897,1.135862087292477,4.361667840946901,79.25199452004095,130.09603693122287
58,-4.3616678409469,1.377695080225149,4.361667840946901,79.25199452004095,130.09603693122287
59,-4.3616678409469,1.3789464122880708,4.361667840946901,79.25199452004095,130.09603693122287
60,-4.361667840946901,1.3790360829885182,4.361667840946901,79.25199452004095,130.09603693122287
61,-4.361667840946901,1.042876191823571,4.361667840946901,79.25199452004095,130.09603693122287
62,-4.361667840946902,1.0418454321145172,4.361667840946901,79.25199452004095,130.09603693122287
63,-4.361667840946902,1.37968479117572,4.361667840946901,79.25199452004095,130.09603693122287
64,-4.361667840946902,1.379684690006434,4.361667840946901,79.25199452004095,130.09603693122287
65,-4.361667840946901,1.379684791175724,4.361667840946901,79.25199452004095,130.09603693122287
66,-4.361667840946901,1.0454541479403139,4.361667840946901,79.25199452004095,130.09603693122287
67,-4.361667840946899,1.3810822025112985,4.3616678409469,79.25199452004095,130.09603693122287
68,83.33045517241379,55.28619000000003,5.052315112240314,79.25199452004101,130.09603693122295
69,83.33045517241379,55.28619000000003,7.0870627027438635,79.25199452004101,130.09603693122295
70,83.33045517241379,55.28619000000003,9.236085781542336,79.25199452004101,130.09603693122295
71,83.3304551724138,55.28619000000004,9.846513770870343,79.25199452004101,130.09603693122298
72,83.33045517241379,55.28619000000003,9.999868801200835,79.25199452004101,130.09603693122295
73,83.3304551724138,55.28619000000004,8.643420516478356,79.25199452004101,130.09603693122298
74,83.3304551724138,55.28619000000004,9.026061898859394,79.25199452004101,130.09603693122298
75,83.3304551724138,55.28619000000004,9.377674758376346,79.25199452004101,130.09603693122298
76,83.3304551724138,55.28619000000004,9.509488581061396,79.25199452004101,130.09603693122298
77,83.3304551724138,55.28619000000004,9.643508184045189,79.25199452004101,130.09603693122298
78,83.3304551724138,55.28619000000005,9.723875666230956,79.25199452004101,130.09603693122298
79,83.3304551724138,55.28619000000005,9.67525830046426,79.25199452004101,130.09603693122298
80,83.3304551724138,55.28619000000005,9.509488581061396,79.25199452004101,130.09603693122298
81,83.33045517241382,55.28619000000005,9.59721400158961,79.25199452004102,130.09603693122298
82,83.3304551724138,55.28619000000004,8.73666648937063,79.25199452004101,130.09603693122298
83,83.3304551724138,55.28619000000004,6.9936539021499,79.25199452004101,130.09603693122298
84,83.33045517241379,55.28619000000004,4.487573998721651,79.25199452004101,130.09603693122298
85,83.33045517241379,55.28619000000004,4.361667840946904,79.25199452004101,130.09603693122298
86,-4.361667840946887,9.365021753630849,4.3616678409468985,79.25199452004097,130.09603693122293
87,-4.361667840946889,9.36724377639071,4.3616678409468985,79.25199452004097,130.09603693122293
88,83.33045517241379,55.28619000000004,4.361667840946905,79.25199452004101,130.09603693122298
