iter,elec_primal,elec_dual,H2_primal,H2_dual,elec_GC_primal,elec_GC_dual,H2_GC_primal,H2_GC_dual,EP_primal,EP_dual,cap_primal,cap_dual,cap_primal_Green_Coalition,cap_dual_Green_Coalition
34,578.1143962991143,13112.551540197624,0.0,0.0,482.191653431625,93.29865356895831,703.3478013945354,397.61297768163325,761.2426557274125,837.7760003871655,0.0,Inf,0.0,Inf
35,517.4780642683376,13107.801758587366,0.0,0.0,398.20802295213963,73.35147452193029,604.7052054904078,370.70205143176133,686.3165938424513,734.7821328245294,0.0,Inf,0.0,Inf
36,337.49512841268967,13080.730838280477,0.0,0.0,304.1747925024309,70.58838587001108,515.9465906429465,341.95818350131856,615.4220610230716,647.4128640690093,0.0,Inf,0.0,Inf
37,258.6845488619128,13057.033569137895,0.0,0.0,260.4249856513262,88.95793800394436,437.8794619222511,315.1456193767971,551.3287551722332,619.6284767960576,0.0,Inf,0.0,Inf
38,214.69717841028142,13036.82580162081,0.0,0.0,236.0397633161248,82.3058416061205,370.24756592128017,291.4394300925844,491.133306987095,658.8123187923609,0.0,Inf,0.0,Inf
39,124.97854935702742,13019.426650431406,0.0,0.0,211.72404467749197,67.36369619975054,292.87807147647163,210.77241599948948,466.8883757196395,727.0218384480862,0.0,Inf,0.0,Inf
40,124.5148657893895,12997.41422668305,0.0,0.0,189.14242789146772,56.078911239900826,214.82071590327817,129.1421758023582,466.7230671419261,785.7972004306052,0.0,Inf,0.0,Inf
41,396.30904051023697,12968.900792570206,0.0,0.0,169.14567928256943,51.34966955788911,149.79190054955373,98.73585236807298,468.8860533297773,814.0279442544216,0.0,Inf,0.0,Inf
42,566.3856098028355,12938.795979762572,0.0,0.0,154.15142106475733,49.915288208898836,109.67910926488854,170.35872123959112,463.3138162082992,796.3078341511789,0.0,Inf,0.0,Inf
43,718.5039638151254,12908.031069593537,0.0,0.0,158.038453229706,57.584252129756514,125.32197213453979,247.27277013184843,441.78056482061,774.2005528945558,0.0,Inf,0.0,Inf
44,664.3042294644782,12875.011248026412,0.0,0.0,159.10184922669205,48.00578382499854,150.79724163712635,233.7252429900164,402.33162432600557,755.2018502415361,0.0,Inf,0.0,Inf
45,1067.1808689271993,12824.080561353121,0.0,0.0,155.8663978051918,46.11189842761723,168.61636451083996,245.2742502158413,369.72793101055527,770.925485114121,0.0,Inf,0.0,Inf
46,1551.6290772052023,12755.553565973072,0.0,0.0,146.41828757423792,45.871124721433375,173.60091091271482,279.83473732936443,349.0526069682412,771.8599472621333,0.0,Inf,0.0,Inf
47,1847.0808455300798,12677.170993353675,0.0,0.0,132.85766202083443,47.99142537879277,176.9250506404209,315.3536339230595,330.3869077463517,778.9667682140896,0.0,Inf,0.0,Inf
48,2501.677003143839,12552.856710923123,0.0,0.0,120.79893216733879,51.27622684693626,189.9784159973181,354.3423464975246,321.73554627787087,802.1762748334143,0.0,Inf,0.0,Inf
49,3687.7712047401656,12337.350422588828,0.0,0.0,106.95309743078707,50.46688601144342,198.78233113995168,384.65268124639726,317.9943822709492,793.9252564675528,0.0,Inf,0.0,Inf
50,4479.750377798877,12072.159408329737,0.0,0.0,92.26913819437273,51.68981449892244,207.6981946520947,418.2102788888028,305.1872000220592,790.3237183405301,0.0,Inf,0.0,Inf
51,5390.787897763604,11751.419397825106,0.0,0.0,76.07276753879152,48.797541348757505,218.63089974606333,445.524945171389,279.28422706279235,780.5931415069047,0.0,Inf,0.0,Inf
52,6506.411666175846,11297.667147768912,0.0,0.0,54.22077544002114,57.35643974977468,233.08930915022967,458.87840165849434,255.64702094489226,762.0010669279816,0.0,Inf,0.0,Inf
53,7473.171740247382,10773.174349436717,0.0,0.0,41.15309051591485,66.52369826444756,247.58170953162715,467.52392393186227,242.2880120242443,745.7918573607815,0.0,Inf,0.0,Inf
54,8391.343643143831,10216.218780534877,0.0,0.0,36.74247553039264,59.41538212676267,253.59007258690994,467.17815912589845,224.58483800924327,726.4701965450388,0.0,Inf,0.0,Inf
55,9293.58818804133,9568.846762510992,0.0,0.0,28.438726007109313,52.52551497924778,254.48760904652863,454.7120633337282,209.9353854528472,707.9760428434366,0.0,Inf,0.0,Inf
56,9873.050934238494,8843.963319501174,0.0,0.0,22.62744589709534,52.831412888816395,250.4211785404708,435.26943978931075,204.32135154315517,680.2218997150843,0.0,Inf,0.0,Inf
57,9252.710220911948,8112.899038627297,0.0,0.0,20.67608607277317,52.028320126795,245.3672230085339,409.17430918412487,205.93847053095206,657.0506415597388,0.0,Inf,0.0,Inf
58,8842.273782265614,7443.742001915665,0.0,0.0,19.81241464916779,50.251131865883025,241.97179933194798,377.6989620229205,204.94263692169267,634.4596895853398,0.0,Inf,0.0,Inf
59,8511.433444317758,6763.802804482954,0.0,0.0,20.293246879100902,51.51421615621235,240.65718619546433,346.73216890714775,206.1766953062413,613.3162359030007,0.0,Inf,0.0,Inf
60,7861.080801161815,6109.981415634855,0.0,0.0,18.94583586146116,50.488903079364675,241.1123392831431,314.8751222777834,208.44362474107942,592.6024933409597,0.0,Inf,0.0,Inf
61,6840.900047345988,5566.4396857734855,0.0,0.0,18.23238595271028,49.92159895101353,242.71215017428267,285.6001796166802,208.77659791463017,576.9040297329875,0.0,Inf,0.0,Inf
62,5994.43907289975,5112.252465273166,0.0,0.0,17.077073947782967,49.43126395549387,239.12167257635156,265.9645806824241,205.34899293878556,561.1110266518601,0.0,Inf,0.0,Inf
63,5456.01526473144,4650.819798211807,0.0,0.0,17.67247741399059,49.427200629279646,233.28687433942477,252.7181060855409,193.4740415142874,550.311534296219,0.0,Inf,0.0,Inf
64,5002.4228655088355,4197.341896654266,0.0,0.0,16.4219961482792,49.395879374758124,225.0659034868777,239.79962369086678,192.7790665577118,532.0106379002907,0.0,Inf,0.0,Inf
65,4622.538872053248,3771.1357703380677,0.0,0.0,17.776387492881287,50.33834461163693,214.67416328976958,230.57413865497077,192.94280331369455,481.62786707918207,0.0,Inf,0.0,Inf
66,4172.104120852125,3349.882162401834,0.0,0.0,15.882712852542612,49.79342787060153,197.4023068942635,221.23116135403197,194.68943756144037,456.53332736597343,0.0,Inf,0.0,Inf
67,3674.0276484628243,3035.681983751342,0.0,0.0,16.094324249717424,49.53989333844007,176.8418538159515,214.8780845078167,185.74403055209257,431.5577283077137,0.0,Inf,0.0,Inf
68,3237.5601047710898,2825.9589379623426,0.0,0.0,16.323784577062433,49.44764851082942,160.7841946244552,205.41569246448896,168.07601494733865,393.8314433570785,0.0,Inf,0.0,Inf
69,2991.995249294428,2593.63837737212,0.0,0.0,15.783474762569513,49.39144362220805,146.77432247515014,189.03256677721657,161.87003219153098,353.2171256989174,0.0,Inf,0.0,Inf
70,3012.5079254248417,2340.930967583672,0.0,0.0,13.26537170338385,49.46825782165141,137.22237757076135,168.2476071460892,154.8546228874636,324.597952633436,0.0,Inf,0.0,Inf
71,3011.56438327,2136.6926830260263,0.0,0.0,8.786081339059708,50.05637024093344,132.0853440810413,154.62281479691805,141.643022013837,314.74942268387025,0.0,Inf,0.0,Inf
72,3017.4948548218413,1996.8640511922888,0.0,0.0,7.793786916822608,50.57058576256581,125.35090245093534,151.56285728772644,121.91117072793428,294.99334802842577,0.0,Inf,0.0,Inf
73,3203.562003265518,1911.2160320891212,0.0,0.0,6.841656493259974,50.43769759648297,120.65376845980884,149.7956288663833,115.22475142093938,282.178481850122,0.0,Inf,0.0,Inf
74,2633.428182059891,1741.1523643023195,0.0,0.0,7.260545120699394,50.27290242242643,115.706727576394,147.27624070483063,116.48889346143467,259.0228282266271,0.0,Inf,0.0,Inf
75,2015.9500855542583,1571.016162886249,0.0,0.0,6.555639198090749,50.17660798331651,110.86564595016668,142.13983691263206,113.02572499998202,248.55121157224767,0.0,Inf,0.0,Inf
76,1756.1368059894694,1410.2118543907388,0.0,0.0,6.3669161214470185,50.11605883567421,107.56115141316384,134.33032007338122,104.6288740233453,242.85650420983822,0.0,Inf,0.0,Inf
77,1607.9844828267157,1280.6079127085325,0.0,0.0,6.006607941582077,50.11759630763972,107.13823367423748,125.28995275749992,102.10799194932932,236.55528707316765,0.0,Inf,0.0,Inf
78,1584.3638620376014,1237.944658553756,0.0,0.0,5.850877738185934,50.08789090359321,104.23983845122486,118.76203558907171,111.79962239994032,225.5297751013865,0.0,Inf,0.0,Inf
79,1679.9851429074588,1239.9565427304726,0.0,0.0,5.720704688687552,50.08424074951928,97.17498030126652,115.59705305174177,119.11554711579461,204.18346739794646,0.0,Inf,0.0,Inf
80,1223.1193898460176,1135.2595844786522,0.0,0.0,5.793540875832532,50.0750916237827,88.28616818275843,110.7029894315437,119.26562403662474,195.16841689978295,0.0,Inf,0.0,Inf
81,830.7730825528446,1017.3001300748315,0.0,0.0,5.870070787340543,50.050394532364734,86.74057946795361,107.5434448351754,124.06131182738712,176.11755513273894,0.0,Inf,0.0,Inf
82,687.0673756575304,916.2164196039005,0.0,0.0,6.079636955488947,50.01679413151443,89.72684370682921,105.13411490064058,124.85824457603884,159.37794965788504,0.0,Inf,0.0,Inf
83,683.9781783729154,826.7243708338607,0.0,0.0,6.2269122627644435,49.98998868925139,91.62836230482895,102.1546165276641,120.49453794074589,155.7076610797958,0.0,Inf,0.0,Inf
84,663.4729016855181,772.9840565685832,0.0,0.0,6.239920481855392,49.97303787524906,89.70683382818827,100.39057846550938,116.14001056049716,156.5665954640998,0.0,Inf,0.0,Inf
85,728.3669519527906,742.7290810392633,0.0,0.0,6.303558060548752,49.97135062380679,84.47077396043946,101.08549350651663,111.1908023336883,156.58444165559962,0.0,Inf,0.0,Inf
86,829.5800732852894,709.5696596476771,0.0,0.0,5.980702287370419,49.95513983130326,77.6132773907929,101.68038094405216,109.47395156696926,153.48683021851878,0.0,Inf,0.0,Inf
87,702.3085860305755,655.0853283828436,0.0,0.0,6.399946317653147,49.93277971497579,72.12480381901948,101.7178908513158,108.51110277477181,147.6269364979145,0.0,Inf,0.0,Inf
88,599.2543850389371,583.9163338610169,0.0,0.0,6.310954927625742,49.92399441980475,67.97891641955191,101.93362613545433,103.0475158297846,146.31729389600358,0.0,Inf,0.0,Inf
89,468.25298343138195,565.3358930713425,0.0,0.0,6.000013030395562,49.912536975800705,66.81020466519306,102.79688264590962,95.20704763690247,148.40110247303835,0.0,Inf,0.0,Inf
90,448.723978019291,554.3725041089593,0.0,0.0,6.033816481613226,49.891874133920496,65.84169434975728,102.24602997473204,87.98772669012504,149.5369908307695,0.0,Inf,0.0,Inf
91,489.2025651823248,545.3754551570413,0.0,0.0,6.821798624225954,49.8469305412492,66.923296190891,100.34674788258027,79.95410122659534,150.00872983623202,0.0,Inf,0.0,Inf
92,463.73979953735187,537.8211457744243,0.0,0.0,7.091517275935135,49.81591443861039,68.42608710783088,98.48276347077815,71.29894618364746,151.13602876835617,0.0,Inf,0.0,Inf
93,454.5855802859883,549.0848358681375,0.0,0.0,6.783870109742035,49.79699891686748,67.22512460173866,96.76945166132305,61.06733890697522,152.09662590768184,0.0,Inf,0.0,Inf
94,331.68041553503167,524.0605745470482,0.0,0.0,6.080569823351791,49.78800482853226,65.5480656542403,95.31862330435244,53.5154185303201,152.42147700426523,0.0,Inf,0.0,Inf
95,201.53778260923383,512.5886708608492,0.0,0.0,5.559998810845663,49.78121573614902,66.06903470298215,94.39149853748548,46.64693914700067,153.72254781677208,0.0,Inf,0.0,Inf
96,109.15867808317581,507.75745414474255,0.0,0.0,5.431832528505844,49.773175344112126,66.05418884404955,93.84206361831868,35.9060540151266,158.28770213385803,0.0,Inf,0.0,Inf
97,121.6992983956496,505.8257838525451,0.0,0.0,4.485254816149595,49.76528236838874,65.42814329357155,93.21321100872386,29.804965710711834,162.50554225911858,0.0,Inf,0.0,Inf
98,106.04349850793376,503.46370566486166,0.0,0.0,3.701992148564322,49.759192527026606,66.38608640028572,92.21276602897021,29.87704046063116,164.77635311139477,0.0,Inf,0.0,Inf
99,60.36944913210488,504.20240698705504,0.0,0.0,3.5142830423727305,49.75076669420307,67.6253869175308,91.08454939897092,29.31969733912947,168.2222194537673,0.0,Inf,0.0,Inf
100,113.09450533387766,500.78120501325384,0.0,0.0,10.938725910717706,49.498085637842976,71.44832402986081,90.01575036709495,30.619515654497746,170.76489554376664,0.0,Inf,0.0,Inf
101,255.50585957962696,499.08317509169865,0.0,0.0,32.11770479939766,49.32013216083945,88.51124894785767,90.61683107198297,40.11373442825724,172.30061194355665,0.0,Inf,0.0,Inf
102,161.36766337531003,503.11156943785994,0.0,0.0,24.652085948196735,49.41896997443781,90.85315854027695,90.4495930606282,45.51960134354789,175.31490873293316,0.0,Inf,0.0,Inf
103,75.37314602206034,509.8069677646126,0.0,0.0,12.19471923209874,49.596851383463125,86.92600556473211,91.00752067494736,48.71933290294676,178.98404453909302,0.0,Inf,0.0,Inf
104,155.9948277206862,504.93439683228434,0.0,0.0,7.217828532067867,49.65505684295761,82.59868993481304,91.6820727793231,53.3607826715989,182.4499135257299,0.0,Inf,0.0,Inf
105,104.27426359966384,498.6427041591972,0.0,0.0,7.168195624248838,49.61186954306582,78.32445226686995,92.40932823482186,58.17992183995117,185.2728372905748,0.0,Inf,0.0,Inf
106,59.42026597290448,496.5865720169482,0.0,0.0,7.389916022119845,49.5325933534456,73.76649275283275,93.33584258475068,62.55437876898165,187.08797505242438,0.0,Inf,0.0,Inf
107,105.97045899607889,496.4876149476894,0.0,0.0,9.783182376369135,49.453265882383626,71.20370400624721,93.95470856000858,66.49559521648452,189.31351173193124,0.0,Inf,0.0,Inf
108,88.53789585600968,497.56552561686806,0.0,0.0,11.98798614768069,49.387477831159906,70.41300660088386,94.04698897522144,69.90197062761493,192.19010386596025,0.0,Inf,0.0,Inf
109,85.4617228834521,497.47782967287577,0.0,0.0,11.827803054366765,49.34291651871559,70.03810231931644,93.76742948653576,72.43025166253199,196.11008648233866,0.0,Inf,0.0,Inf
110,102.22478027689397,495.34730630237704,0.0,0.0,14.509759272571662,49.2494497123098,68.65225929453769,93.20180092140427,74.90205387535133,200.80163508021337,0.0,Inf,0.0,Inf
111,85.85956004179168,493.191466854936,0.0,0.0,17.30918560706294,49.18660894378735,66.53128656984262,92.55444095173578,76.79126662669707,205.4255172729786,0.0,Inf,0.0,Inf
112,93.45853356190335,491.7850424312896,0.0,0.0,14.00722257768498,49.15374242368929,63.797168862470926,91.80638067179781,78.34555184935546,210.20189340124773,0.0,Inf,0.0,Inf
113,168.0104702940263,489.4094232582228,0.0,0.0,23.183986830384676,48.88495185645346,63.27230178536648,90.34037393728181,80.52284239393728,213.11477023998347,0.0,Inf,0.0,Inf
114,423.2295946180039,491.23422590854557,0.0,0.0,61.39800239111674,48.7430455109211,76.18700737221975,89.0774257169454,88.8852915895344,216.0359812043961,0.0,Inf,0.0,Inf
115,277.45362541593437,496.2064934976513,0.0,0.0,48.898382411959915,48.81967429466555,70.99093289815096,88.86492686149509,94.26246206123086,217.44157470805686,0.0,Inf,0.0,Inf
116,123.23615951573021,503.1106591981384,0.0,0.0,26.68541196900442,48.99756556292286,62.32551170219837,88.74659260263267,95.09682772855763,220.7115006730373,0.0,Inf,0.0,Inf
117,270.0456502196295,498.0786458126124,0.0,0.0,15.11352668482126,49.07814945436982,60.056444790792405,88.2016163450645,94.31867312285344,225.05861571239524,0.0,Inf,0.0,Inf
118,207.04482915394516,490.8657997365604,0.0,0.0,13.740998353437721,49.04898534299672,63.5024503362072,87.28336941728239,94.65578508925874,229.35226902762065,0.0,Inf,0.0,Inf
119,419.12627073991723,482.6212526615879,0.0,0.0,57.87905091643932,48.493637352923535,79.2333365770668,86.09095284789602,95.71972594742965,233.1250685906598,0.0,Inf,0.0,Inf
120,354.5530351421613,481.15169355971966,0.0,0.0,61.01384357147474,48.34932792595291,79.03606064280692,86.21987672927196,102.77319554102816,233.80662902920008,0.0,Inf,0.0,Inf
121,153.52523873634993,484.86797611934406,0.0,0.0,44.21450458240982,48.32499855636232,65.17177989594185,86.91339799481865,107.23045845657667,235.664583835774,0.0,Inf,0.0,Inf
122,350.1456804897117,483.49475994359113,0.0,0.0,37.436603195684995,48.39862949496236,77.2399857331362,84.31809423495586,110.49147335463061,238.79296994853178,0.0,Inf,0.0,Inf
123,330.3362074740247,481.1221210671693,0.0,0.0,38.210894764657674,48.49951472976434,116.69008167261491,83.29111366238244,116.29241355123213,240.8625323621784,0.0,Inf,0.0,Inf
124,164.94905109833275,481.2335162396427,0.0,0.0,30.53714299260199,48.55456036644499,152.6594942917963,83.71364757153847,122.47758741255835,240.61818555608943,0.0,Inf,0.0,Inf
125,318.59055934900147,477.7532763017478,0.0,0.0,22.915033823785812,48.418737233303005,196.362187814484,81.48426127487177,129.21483690120118,237.02791747517054,0.0,Inf,0.0,Inf
126,800.5797914164876,475.1202882562197,0.0,0.0,79.8607243173455,48.20592567396997,250.17658186532347,82.15336654634943,141.8379157824723,232.91041330225713,0.0,Inf,0.0,Inf
127,652.7799732112427,475.85906787035776,0.0,0.0,80.56969008997855,48.119308571363106,297.59109269119574,83.94387851588962,155.89036397191407,225.3533785229324,0.0,Inf,0.0,Inf
128,259.19886450893364,484.31237132301135,0.0,0.0,60.77136298463205,48.175811690784805,339.69388741168314,86.14439180911764,166.46205421292984,218.6038836082369,0.0,Inf,0.0,Inf
129,432.60341809926916,482.74255404044663,0.0,0.0,40.214991489566735,48.267903888670006,380.345054560384,88.58186136969168,174.11400580583827,215.11512412783404,0.0,Inf,0.0,Inf
130,506.0696635872034,472.4212605203598,0.0,0.0,25.63073750374792,48.21567378217795,417.9976855216576,91.26014282235496,179.69086518159418,211.36538450545365,0.0,Inf,0.0,Inf
131,845.1155057574126,467.1129567095873,0.0,0.0,77.04515568064035,47.92072167780308,448.35427510395976,91.80438476941691,183.4145203758025,208.85224436099466,0.0,Inf,0.0,Inf
132,745.0848988376332,467.07991781534776,0.0,0.0,80.72669289515893,47.8330039182927,480.3382196494734,91.25458739437138,188.36760791603905,199.9701073474227,0.0,Inf,0.0,Inf
133,369.9919344528006,474.83608601999623,0.0,0.0,65.26514430675437,47.848556475324635,508.7089679208366,92.05691626280611,190.38944189868133,192.57303224406658,0.0,Inf,0.0,Inf
134,312.61455190200275,477.9823506211009,0.0,0.0,48.03690028328168,47.862806921802616,534.1748941942441,91.35702083489431,191.00030979410042,187.69886351672363,0.0,Inf,0.0,Inf
135,470.14201368651595,473.0096249817377,0.0,0.0,36.27989404623249,47.879130728627665,554.6622797231568,92.53038954547704,192.64193389658655,184.51392180240333,0.0,Inf,0.0,Inf
136,432.0875965638426,466.45192244685774,0.0,0.0,31.13081863339433,47.82704882449441,569.7809673091839,93.74028717317807,195.9323529613905,180.85806538864435,0.0,Inf,0.0,Inf
137,785.1939912804476,463.67996743557404,0.0,0.0,73.14197712697818,47.53709882116616,577.1318270003359,95.63970822826215,200.8474023001274,179.87483041424116,0.0,Inf,0.0,Inf
138,775.7985256304189,462.64728119656115,0.0,0.0,81.1584348956418,47.44722334787656,579.1991184634207,96.54094948271745,211.24607480817235,175.13348360567588,0.0,Inf,0.0,Inf
139,484.96698308724496,468.91537378863296,0.0,0.0,70.52472008616144,47.44777298681137,576.371020757054,97.3582355610693,222.2275955878326,171.672975467006,0.0,Inf,0.0,Inf
140,294.804970977251,473.38240193128,0.0,0.0,55.13573819847995,47.49428640061724,569.4190205545286,98.25387274192383,232.02923719403876,170.339559913414,0.0,Inf,0.0,Inf
141,416.3343588883772,470.69448086713743,0.0,0.0,42.91228018902882,47.48596275198441,559.1995597994455,99.15137273808895,240.30429461804198,171.38979474037322,0.0,Inf,0.0,Inf
142,456.614959229162,464.72798468154076,0.0,0.0,35.36134204171264,47.4977131189194,546.4360680764496,99.8483006907762,246.91197057106058,171.95477997296356,0.0,Inf,0.0,Inf
143,419.029227239492,458.3807887478168,0.0,0.0,31.446572283024427,47.33127019677815,531.6634662014902,98.16236655461884,251.4784343917788,170.7541410806017,0.0,Inf,0.0,Inf
144,677.5092037001172,455.06919571891467,0.0,0.0,69.20010827568395,47.111049240535735,514.0073916218186,96.27477098053197,253.53372037699842,168.7349815514402,0.0,Inf,0.0,Inf
145,675.7499428767429,453.73834853180495,0.0,0.0,75.18476671302584,47.05089946902635,493.75666832850567,92.64730924897634,255.31764886065406,166.40357739072113,0.0,Inf,0.0,Inf
146,478.4434347913461,456.76986393428,0.0,0.0,64.45117569484539,47.06155229459432,471.49222970342737,90.03003768460846,255.5996839220954,163.82541165586233,0.0,Inf,0.0,Inf
147,315.4645473106386,459.4486872650949,0.0,0.0,50.230779824917434,47.09959538718027,446.99158743933555,87.3099107985903,254.6373184342037,162.469951990666,0.0,Inf,0.0,Inf
148,354.8929162757341,458.25914340323993,0.0,0.0,37.908376921934824,47.142064657549106,420.2003757110135,85.84425851804507,252.57848207539982,162.5235784806248,0.0,Inf,0.0,Inf
149,429.8773807217725,452.72011375407686,0.0,0.0,29.262770516358845,47.165156809452,391.3240450312654,85.24605805245177,250.13438528920003,163.06962663859923,0.0,Inf,0.0,Inf
150,572.7222832080128,440.376909808747,0.0,0.0,23.665592891824158,47.17965654117523,361.00252591030375,84.96126757267443,248.06964331495675,163.04608497478313,0.0,Inf,0.0,Inf
151,621.2244719981747,434.78618642658023,0.0,0.0,21.677065585208382,47.148444950121025,330.4338035812573,84.75100115013466,246.86102223888486,161.29826951631628,0.0,Inf,0.0,Inf
