iter,AgentID,Slot,jy,x_cap,z_cap,lambda_cap,rho_cap,primal_local,dual_local
1,Green_Coalition,VRES_solar,1,25881.000000000004,25880.99999999,0.0,0.1,5.021159681503161,Inf
1,Green_Coalition,VRES_wind,2,15438.035286170636,15442.651573708928,0.0,0.1,5.021159681503161,Inf
1,Green_Coalition,H2,3,1704.7132133804366,1706.2934784554955,0.0,0.1,5.021159681503161,Inf
1,Green_Coalition,EP,4,1278.534910035754,1279.7201088391232,0.0,0.1,5.021159681503161,Inf
2,Green_Coalition,VRES_solar,1,25881.00000000001,25881.0,1.000444171950221e-9,0.1,3.523662399807445,1.000080374069512e-9
2,Green_Coalition,VRES_wind,2,15434.783338946316,15438.035286170347,-0.4616287538292454,0.1,3.523662399807445,1.000080374069512e-9
2,Green_Coalition,H2,3,1703.627735137774,1704.7132133803866,-0.1580265075058833,0.1,3.523662399807445,1.000080374069512e-9
2,Green_Coalition,EP,4,1277.720801354124,1278.534910035289,-0.11851988033693034,0.1,3.523662399807445,1.000080374069512e-9
3,Green_Coalition,VRES_solar,1,25881.0,25881.0,1.0015355655923486e-9,0.10500000000000001,3.7352347890795374,0.0
3,Green_Coalition,VRES_wind,2,15431.31747222573,15434.783338945786,-0.7868234762323483,0.10500000000000001,3.7352347890795374,0.0
3,Green_Coalition,H2,3,1702.5135367902349,1703.627735137682,-0.26657433176715134,0.10500000000000001,3.7352347890795374,0.0
3,Green_Coalition,EP,4,1276.8851525927757,1277.720801353261,-0.19993074845342562,0.10500000000000001,3.7352347890795374,0.0
4,Green_Coalition,VRES_solar,1,25881.000000000007,25881.0,1.0015355655923486e-9,0.11025000000000001,4.4587122281780065,0.0
4,Green_Coalition,VRES_wind,2,15427.157239925817,15431.31747222568,-1.150739481838282,0.11025000000000001,4.4587122281780065,0.0
4,Green_Coalition,H2,3,1701.230395159164,1702.513536790225,-0.38356515824910736,0.11025000000000001,4.4587122281780065,0.0
4,Green_Coalition,EP,4,1275.9227963698968,1276.8851525926689,-0.28767386830438796,0.11025000000000001,4.4587122281780065,0.0
5,Green_Coalition,VRES_solar,1,25881.0,25881.0,1.0023377399193124e-9,0.11576250000000002,4.500023977352452,0.0
5,Green_Coalition,VRES_wind,2,15422.942136603211,15427.157239925473,-1.6094050928983121,0.11576250000000002,4.500023977352452,0.0
5,Green_Coalition,H2,3,1699.9697617235493,1701.2303951591284,-0.5250315230736045,0.11576250000000002,4.500023977352452,0.0
5,Green_Coalition,EP,4,1274.9773212927244,1275.922796369342,-0.3937736418650105,0.11576250000000002,4.500023977352452,0.0
6,Green_Coalition,VRES_solar,1,25881.0,25881.0,1.0023377399193124e-9,0.12155062500000002,4.029707992510408,0.0
6,Green_Coalition,VRES_wind,2,15419.139938391078,15422.94213660317,-2.0973559912416335,0.12155062500000002,4.029707992510408,0.0
6,Green_Coalition,H2,3,1698.9018785056546,1699.9697617235397,-0.6709656011598377,0.12155062500000002,4.029707992510408,0.0
6,Green_Coalition,EP,4,1274.1764088793234,1274.9773212926546,-0.5032242004219601,0.12155062500000002,4.029707992510408,0.0
7,Green_Coalition,VRES_solar,1,25881.0,25881.0,1.0023377399193124e-9,0.12762815625000004,3.564587464863402,0.0
7,Green_Coalition,VRES_wind,2,15415.746209361874,15419.139938391023,-2.5595155602952686,0.12762815625000004,3.564587464863402,0.0
7,Green_Coalition,H2,3,1698.0295897198935,1698.9018785056453,-0.8007674737207807,0.12762815625000004,3.564587464863402,0.0
7,Green_Coalition,EP,4,1273.5221922900023,1274.176408879234,-0.6005756048326212,0.12762815625000004,3.564587464863402,0.0
8,Green_Coalition,VRES_solar,1,25881.000000000007,25881.0,1.0023377399193124e-9,0.13400956406250006,3.436855949832922,0.0
8,Green_Coalition,VRES_wind,2,15412.452746638948,15415.746209361818,-2.9926509390976257,0.13400956406250006,3.436855949832922,0.0
8,Green_Coalition,H2,3,1697.243680976634,1698.0295897198835,-0.9120960831638386,0.13400956406250006,3.436855949832922,0.0
8,Green_Coalition,EP,4,1272.9327607330258,1273.5221922899127,-0.6840720619044314,0.13400956406250006,3.436855949832922,0.0
9,Green_Coalition,VRES_solar,1,25881.000000000015,25881.0,1.0033127878273263e-9,0.14071004226562506,3.4705858620336927,0.0
9,Green_Coalition,VRES_wind,2,15409.110588613377,15412.452746638588,-3.4340064428454835,0.14071004226562506,3.4705858620336927,0.0
