case,group,is_demand,scenario_year,probability,welfare
green_social_planner,conventional,false,1,0.06666666666666667,-5.171977966621618e9
green_social_planner,conventional,false,2,0.06666666666666667,-7.504643261118694e9
green_social_planner,conventional,false,3,0.06666666666666667,-9.732958607687868e9
green_social_planner,conventional,false,4,0.06666666666666667,-6.169475934797797e9
green_social_planner,conventional,false,5,0.06666666666666667,-9.09177155414059e9
green_social_planner,conventional,false,6,0.06666666666666667,-1.1899740307536459e10
green_social_planner,conventional,false,7,0.06666666666666667,-5.650878221913595e9
green_social_planner,conventional,false,8,0.06666666666666667,-8.287275751944606e9
green_social_planner,conventional,false,9,0.06666666666666667,-1.0813844039459429e10
green_social_planner,conventional,false,10,0.06666666666666667,-5.423518979896411e9
green_social_planner,conventional,false,11,0.06666666666666667,-7.9222187780472145e9
green_social_planner,conventional,false,12,0.06666666666666667,-1.0315545892913345e10
green_social_planner,conventional,false,13,0.06666666666666667,-5.226017416945928e9
green_social_planner,conventional,false,14,0.06666666666666667,-7.634744885573474e9
green_social_planner,conventional,false,15,0.06666666666666667,-9.941824164831467e9
green_social_planner,elec_demand,true,1,0.06666666666666667,5.447550775965643e10
green_social_planner,elec_demand,true,2,0.06666666666666667,5.447550775965643e10
green_social_planner,elec_demand,true,3,0.06666666666666667,5.447550775965643e10
green_social_planner,elec_demand,true,4,0.06666666666666667,5.545122581026685e10
green_social_planner,elec_demand,true,5,0.06666666666666667,5.545122581026685e10
green_social_planner,elec_demand,true,6,0.06666666666666667,5.545122581026685e10
green_social_planner,elec_demand,true,7,0.06666666666666667,5.463890195822082e10
green_social_planner,elec_demand,true,8,0.06666666666666667,5.463890195822082e10
green_social_planner,elec_demand,true,9,0.06666666666666667,5.463890195822082e10
green_social_planner,elec_demand,true,10,0.06666666666666667,5.444374998097859e10
green_social_planner,elec_demand,true,11,0.06666666666666667,5.444375070881824e10
green_social_planner,elec_demand,true,12,0.06666666666666667,5.4443749759118484e10
green_social_planner,elec_demand,true,13,0.06666666666666667,5.4549528378847374e10
green_social_planner,elec_demand,true,14,0.06666666666666667,5.4549528378847374e10
green_social_planner,elec_demand,true,15,0.06666666666666667,5.4549528378847374e10
green_social_planner,gc_demand,true,1,0.06666666666666667,4.0030250075402564e8
green_social_planner,gc_demand,true,2,0.06666666666666667,3.999808391273062e8
green_social_planner,gc_demand,true,3,0.06666666666666667,3.99976685185245e8
green_social_planner,gc_demand,true,4,0.06666666666666667,3.363148765519836e8
green_social_planner,gc_demand,true,5,0.06666666666666667,3.363003303957801e8
green_social_planner,gc_demand,true,6,0.06666666666666667,3.3612128565660286e8
green_social_planner,gc_demand,true,7,0.06666666666666667,3.6389764392031795e8
green_social_planner,gc_demand,true,8,0.06666666666666667,3.638969820558205e8
green_social_planner,gc_demand,true,9,0.06666666666666667,3.6368928403661484e8
green_social_planner,gc_demand,true,10,0.06666666666666667,3.8092809484507275e8
green_social_planner,gc_demand,true,11,0.06666666666666667,3.8092853233337927e8
green_social_planner,gc_demand,true,12,0.06666666666666667,3.8075121605735034e8
green_social_planner,gc_demand,true,13,0.06666666666666667,3.9498435139511853e8
green_social_planner,gc_demand,true,14,0.06666666666666667,3.9498459807570183e8
green_social_planner,gc_demand,true,15,0.06666666666666667,3.948176726221343e8
green_social_planner,green_coalition,false,1,0.06666666666666667,-5.777569813451197e9
green_social_planner,green_coalition,false,2,0.06666666666666667,-5.7775773664217415e9
green_social_planner,green_coalition,false,3,0.06666666666666667,-5.777578380659851e9
green_social_planner,green_coalition,false,4,0.06666666666666667,-5.777549767173225e9
green_social_planner,green_coalition,false,5,0.06666666666666667,-5.777569679179278e9
green_social_planner,green_coalition,false,6,0.06666666666666667,-5.77757766365082e9
green_social_planner,green_coalition,false,7,0.06666666666666667,-5.777569380784138e9
green_social_planner,green_coalition,false,8,0.06666666666666667,-5.777570123058401e9
green_social_planner,green_coalition,false,9,0.06666666666666667,-5.77757971856303e9
green_social_planner,green_coalition,false,10,0.06666666666666667,-5.777571420020437e9
green_social_planner,green_coalition,false,11,0.06666666666666667,-5.777570502304043e9
green_social_planner,green_coalition,false,12,0.06666666666666667,-5.777579995709803e9
green_social_planner,green_coalition,false,13,0.06666666666666667,-5.777570880846729e9
green_social_planner,green_coalition,false,14,0.06666666666666667,-5.7775703360005045e9
green_social_planner,green_coalition,false,15,0.06666666666666667,-5.777578206379976e9
green_social_planner,offtaker_grey,false,1,0.06666666666666667,-7.721539032052765e8
green_social_planner,offtaker_grey,false,2,0.06666666666666667,-1.3052053934442549e9
green_social_planner,offtaker_grey,false,3,0.06666666666666667,-1.8382393116746297e9
green_social_planner,offtaker_grey,false,4,0.06666666666666667,-7.72088563767352e8
green_social_planner,offtaker_grey,false,5,0.06666666666666667,-1.305161951274844e9
green_social_planner,offtaker_grey,false,6,0.06666666666666667,-1.8382341782865393e9
green_social_planner,offtaker_grey,false,7,0.06666666666666667,-7.721517868120518e8
green_social_planner,offtaker_grey,false,8,0.06666666666666667,-1.305164340078692e9
green_social_planner,offtaker_grey,false,9,0.06666666666666667,-1.8382503403048828e9
green_social_planner,offtaker_grey,false,10,0.06666666666666667,-7.721587019441679e8
green_social_planner,offtaker_grey,false,11,0.06666666666666667,-1.3051664175977015e9
green_social_planner,offtaker_grey,false,12,0.06666666666666667,-1.8382521913989851e9
green_social_planner,offtaker_grey,false,13,0.06666666666666667,-7.721572642257257e8
green_social_planner,offtaker_grey,false,14,0.06666666666666667,-1.305165636957785e9
green_social_planner,offtaker_grey,false,15,0.06666666666666667,-1.8382385808191168e9
green_social_planner,offtaker_import,false,1,0.06666666666666667,0.0
green_social_planner,offtaker_import,false,2,0.06666666666666667,0.0
green_social_planner,offtaker_import,false,3,0.06666666666666667,0.0
green_social_planner,offtaker_import,false,4,0.06666666666666667,0.0
green_social_planner,offtaker_import,false,5,0.06666666666666667,0.0
green_social_planner,offtaker_import,false,6,0.06666666666666667,0.0
green_social_planner,offtaker_import,false,7,0.06666666666666667,0.0
green_social_planner,offtaker_import,false,8,0.06666666666666667,0.0
green_social_planner,offtaker_import,false,9,0.06666666666666667,0.0
green_social_planner,offtaker_import,false,10,0.06666666666666667,0.0
green_social_planner,offtaker_import,false,11,0.06666666666666667,0.0
green_social_planner,offtaker_import,false,12,0.06666666666666667,0.0
green_social_planner,offtaker_import,false,13,0.06666666666666667,0.0
green_social_planner,offtaker_import,false,14,0.06666666666666667,0.0
green_social_planner,offtaker_import,false,15,0.06666666666666667,0.0
