iter,elec_rho,elec_price_mean,elec_imb_mean,H2_rho,H2_price_mean,H2_imb_mean,elec_GC_rho,elec_GC_price_mean,elec_GC_imb_mean,H2_GC_rho,H2_GC_price_mean,H2_GC_imb_mean,EP_rho,EP_price_mean,EP_imb_mean,cap_rho_Green_Coalition
1,1.0,493.8545548103461,-416.8545548103461,0.5,128.0,0.0,0.3,9.789493213055815,-22.631644043519387,1.0,23.54874468495411,1.4512553150459035,3.0,5413.222379670493,-1771.0741265568313,0.1
2,1.0,-569.3355740824404,1063.1901288927868,0.5,128.0,0.0,0.3,11.627644785317196,-6.12717190753793,1.0,900.1984908196589,-876.6497461347052,3.0,4451.330251124038,320.63070951548536,0.1
3,1.05,929.0308651823905,-1678.8419487561127,0.5,128.0,0.0,0.315,25.274466603876007,-50.968522198165495,1.05,1480.5544539952543,-552.7199649291379,2.9702970297029703,3445.464178512077,338.6415777793598,0.1
4,1.1025,-960.1935012846734,2371.7400578641664,0.5,128.0,0.0,0.33075000000000004,30.940504423108813,-19.56696488902465,1.1025,1985.2782738131257,-457.79938305475923,3.0,2544.362804892108,353.3730876941054,0.1
5,1.1576250000000001,1000.8401741166659,-2758.4198995286743,0.5,128.0,0.0,0.3472875000000001,97.65425008472016,-258.13749830960944,1.1576250000000001,2479.44564268865,-426.8803532020517,3.0300000000000002,1693.0091125958859,388.8924788087852,0.1
6,1.2155062500000002,-676.7261418113482,2181.8681322846305,0.5,128.0,0.0,0.3646518750000001,140.63564822547568,-153.77643438652808,1.2155062500000002,2909.463379903134,-353.77665661076037,3.0603000000000002,1261.8376968520279,229.4188943460984,0.1
7,1.2762815625000004,971.1722438629225,-2401.4359364897564,0.5,128.0,0.0,0.38288446875000015,180.75204875094306,-160.81367695975234,1.2762815625000004,3118.3624605174873,-163.67789581254905,3.0300000000000002,1284.5860850753584,-14.382431025658612,0.1
8,1.3400956406250004,-450.7347560779878,1915.9547394406866,0.5,128.0,0.0,0.4020286921875002,201.5773155949537,-77.19071692282628,1.3400956406250004,3117.5329816755866,0.6189698830095526,3.0,1564.7123259730363,-173.66792330711408,0.1
9,1.4071004226562505,792.0578070794041,-1548.410741189496,0.5,128.0,0.0,0.4221301267968752,223.12427512691923,-73.84718956481845,1.2762815625000004,2986.045741972235,121.20434454621862,2.9702970297029703,1826.7023485311504,-159.27027101821778,0.1
10,1.477455443789063,-387.925877116394,1359.3678929393973,0.5,128.0,0.0,0.443236633136719,227.984919393844,-15.403353764008891,1.3400956406250004,2826.702419556668,164.57362012142607,2.9408881482207625,1900.7588714082215,-44.14661742536827,0.1
11,1.5513282159785162,837.0783565138449,-1304.8844976032233,0.5,128.0,0.0,0.443236633136719,234.59506502036857,-24.644133557699455,1.4071004226562505,2659.497536106599,164.4697425253245,2.9117704437829333,1759.8795076943165,82.35038737195406,0.1
12,1.628894626777442,-304.00503440853663,1361.895049536411,0.5,128.0,0.0,0.465398464793555,229.45746595112195,17.710719797485744,1.477455443789063,2483.2217361255503,165.13550173047724,2.8829410334484487,1525.3217746427529,134.44732618985603,0.1
13,1.7103393581163142,562.9583884354082,-956.7544886758977,0.5,128.0,0.0,0.465398464793555,234.94527483084198,-22.2564582636109,1.5513282159785162,2313.076173626367,178.59124224199553,2.8829410334484487,1302.6620832462247,123.9101241544575,0.1
14,1.79585632602213,-79.76119157819866,655.8352269240563,0.5,128.0,0.0,0.48866838803323276,230.20555497439653,17.77392021372487,1.628894626777442,2137.9065366634536,206.01087007953703,2.8829410334484487,1195.798505447291,69.96421632124671,0.1
