case,scenario_year,probability,social_welfare,social_loss,welfare_demand,welfare_ex_demand
green_social_planner,1,0.06666666666666667,4.321307947346744e10,-4.321307947346744e10,5.484865376489575e10,-1.1635574291428318e10
green_social_planner,2,0.06666666666666667,4.0168952910914085e10,-4.0168952910914085e10,5.481279916165844e10,-1.464384625074437e10
green_social_planner,3,0.06666666666666667,3.726578547193432e10,-3.726578547193432e10,5.480302521237909e10,-1.7537239740444767e10
green_social_planner,4,0.06666666666666667,4.324336632367367e10,-4.324336632367367e10,5.576595851258159e10,-1.2522592188907913e10
green_social_planner,5,0.06666666666666667,3.9644889661750725e10,-3.9644889661750725e10,5.576596059427289e10,-1.6121070932522165e10
green_social_planner,6,0.06666666666666667,3.6139481590290016e10,-3.6139481590290016e10,5.574662850065565e10,-1.960714691036563e10
green_social_planner,7,0.06666666666666667,4.29340245535182e10,-4.29340245535182e10,5.497931470481336e10,-1.2045290151295156e10
green_social_planner,8,0.06666666666666667,3.962470481837217e10,-3.962470481837217e10,5.49793125903096e10,-1.5354607771937433e10
green_social_planner,9,0.06666666666666667,3.639598790102725e10,-3.639598790102725e10,5.494551660176937e10,-1.854952870074212e10
green_social_planner,10,0.06666666666666667,4.297487572977205e10,-4.297487572977205e10,5.4800053294863144e10,-1.1825177565091099e10
green_social_planner,11,0.06666666666666667,3.980245666942734e10,-3.980245666942734e10,5.480004685196157e10,-1.4997590182534237e10
green_social_planner,12,0.06666666666666667,3.669993494682644e10,-3.669993494682644e10,5.47602399830101e10,-1.8060305036183662e10
green_social_planner,13,0.06666666666666667,4.329190606817763e10,-4.329190606817763e10,5.492140063397072e10,-1.1629494565793093e10
green_social_planner,14,0.06666666666666667,4.0201951487932304e10,-4.0201951487932304e10,5.4921397972199875e10,-1.4719446484267569e10
green_social_planner,15,0.06666666666666667,3.716465069152143e10,-3.716465069152143e10,5.4869654599709946e10,-1.7705003908188515e10
