period,time_step,SOLAR,LOAD_E,WIND
29,1,0.0,0.621148,1.0
29,2,0.0,0.633391,1.0
29,3,0.0,0.651841,1.0
29,4,0.0,0.67706,1.0
29,5,0.0,0.707298,1.0
29,6,0.0,0.745083,1.0
29,7,0.0,0.77903,1.0
29,8,0.0,0.802331,1.0
29,9,0.0,0.810822,1.0
29,10,0.0,0.801437,1.0
29,11,0.007354,0.780844,1.0
29,12,0.069124,0.752421,1.0
29,13,0.176488,0.724339,0.646565
29,14,0.195607,0.709397,0.512243
29,15,0.232376,0.713825,0.784081
29,16,0.291205,0.742069,0.704557
29,17,0.154427,0.800934,0.48517
29,18,0.139719,0.860684,0.512243
29,19,0.036768,0.910866,0.311851
29,20,0.001471,0.933483,0.302055
29,21,0.0,0.916233,0.278468
29,22,0.0,0.869853,0.146728
29,23,0.0,0.80458,0.063173
29,24,0.0,0.741099,0.039603
211,1,0.0,0.51388,0.185675
211,2,0.0,0.525587,0.135073
211,3,0.0,0.541468,0.103843
211,4,0.0,0.562463,0.0924
211,5,0.0,0.587583,0.085956
211,6,0.0,0.615798,0.064896
211,7,0.0,0.641086,0.046191
211,8,0.03971,0.656618,0.030417
211,9,0.170605,0.657842,0.011009
211,10,0.279439,0.644927,0.017241
211,11,0.460339,0.6258,0.046191
211,12,0.552995,0.601009,0.061481
211,13,0.800078,0.581066,0.101483
211,14,0.813314,0.5711,0.066649
211,15,0.963329,0.577225,0.049019
211,16,0.769192,0.60275,0.050475
211,17,0.814785,0.644792,0.063173
211,18,0.795665,0.692893,0.094618
211,19,0.630944,0.731345,0.149743
211,20,0.419158,0.745546,0.103843
211,21,0.230905,0.732847,0.068435
211,22,0.114717,0.699839,0.055015
211,23,0.008824,0.652047,0.038366
211,24,0.0,0.603698,0.020277
235,1,0.0,0.440598,0.63855
235,2,0.0,0.448882,0.591846
235,3,0.0,0.461547,0.562011
235,4,0.0,0.478978,0.599467
235,5,0.0,0.500369,0.713115
235,6,0.0,0.523381,0.704557
235,7,0.0,0.544348,0.5768
235,8,0.004412,0.559158,0.811861
235,9,0.110305,0.564581,0.84991
235,10,0.319149,0.559513,0.84991
235,11,0.547112,0.545615,0.519165
235,12,0.760368,0.527142,0.562011
235,13,0.932443,0.510976,0.554712
235,14,1.0,0.507426,0.899121
235,15,1.0,0.516517,1.0
235,16,1.0,0.541899,1.0
235,17,0.975095,0.580148,1.0
235,18,0.750073,0.621967,0.92954
235,19,0.429453,0.652888,0.713115
235,20,0.202961,0.661376,0.283084
235,21,0.102951,0.642267,0.19277
235,22,0.005883,0.603574,0.083877
235,23,0.0,0.556345,0.018718
235,24,0.0,0.511118,1.6e-5
271,1,0.0,0.544507,0.165438
271,2,0.0,0.556863,0.118774
271,3,0.0,0.575296,0.075894
271,4,0.0,0.598717,0.059819
271,5,0.0,0.627226,0.043475
271,6,0.0,0.657306,0.033674
271,7,0.0,0.685564,0.039603
271,8,0.0,0.704875,0.059819
271,9,0.004412,0.711712,0.042158
271,10,0.08089,0.694107,0.026412
271,11,0.227963,0.666571,0.006877
271,12,0.4221,0.632813,0.006127
271,13,0.427983,0.607012,0.011009
271,14,0.557407,0.592462,0.009487
271,15,0.561819,0.597621,0.01155
271,16,0.4221,0.624048,0.033674
271,17,0.395627,0.667575,0.050475
271,18,0.292675,0.717376,0.064896
271,19,0.185312,0.757944,0.075894
271,20,0.094127,0.779608,0.083877
271,21,0.005883,0.773841,0.090218
271,22,0.0,0.735955,0.094618
271,23,0.0,0.684271,0.132259
271,24,0.0,0.631659,0.162215
293,1,0.0,0.570726,0.002155
293,2,0.0,0.581996,0.002535
293,3,0.0,0.598971,0.009013
293,4,0.0,0.619866,0.015174
293,5,0.0,0.644543,0.019487
293,6,0.0,0.674185,0.019487
293,7,0.0,0.699885,0.024548
293,8,0.0,0.715567,0.030417
293,9,0.0,0.720472,0.050475
293,10,0.008824,0.709971,0.083877
293,11,0.044122,0.689057,0.081831
293,12,0.1206,0.66256,0.051959
293,13,0.219139,0.636311,0.015844
293,14,0.283851,0.622987,0.02192
293,15,0.400039,0.627233,0.053472
293,16,0.329444,0.654334,0.047591
293,17,0.332385,0.700654,0.044819
293,18,0.227963,0.755846,0.038366
293,19,0.102951,0.803965,0.033674
293,20,0.010295,0.827441,0.027378
293,21,0.0,0.816225,0.005774
293,22,0.0,0.776034,8.0e-5
293,23,0.0,0.721994,0.0
293,24,0.0,0.671286,0.0
309,1,0.0,0.559581,0.101483
309,2,0.0,0.572289,0.226938
309,3,0.0,0.588436,0.155896
309,4,0.0,0.610076,0.14082
309,5,0.0,0.637931,0.152799
309,6,0.0,0.66727,0.162215
309,7,0.0,0.695326,0.162215
309,8,0.0,0.714924,0.168703
309,9,0.0,0.722546,0.162215
309,10,0.001471,0.718786,0.149743
309,11,0.073537,0.697609,0.168703
309,12,0.192666,0.666929,0.178756
309,13,0.276497,0.637367,0.165438
309,14,0.351505,0.621551,0.103843
309,15,0.276497,0.624514,0.162215
309,16,0.175017,0.652776,0.066649
309,17,0.057359,0.701063,0.239166
309,18,0.045593,0.753362,0.403797
309,19,0.029415,0.794389,0.478554
309,20,0.0,0.809016,0.547477
309,21,0.0,0.789721,0.505383
309,22,0.0,0.744521,0.540305
309,23,0.0,0.687616,0.459068
309,24,0.0,0.632963,0.427779
352,1,0.0,0.563542,0.591846
352,2,0.0,0.575261,0.671013
352,3,0.0,0.5938,0.614903
352,4,0.0,0.61922,0.533196
352,5,0.0,0.648126,0.48517
352,6,0.0,0.679242,0.519165
352,7,0.0,0.709174,0.48517
352,8,0.0,0.731265,0.446375
352,9,0.0,0.740475,0.369531
352,10,0.0,0.730331,0.3478
352,11,0.0,0.712872,0.306927
352,12,0.017649,0.688076,0.269388
352,13,0.052946,0.663996,0.1892
352,14,0.086773,0.6501,0.239166
352,15,0.177958,0.655805,0.215135
352,16,0.148544,0.685467,0.165438
352,17,0.10148,0.734693,0.207498
352,18,0.032356,0.791783,0.203748
352,19,0.002941,0.838131,0.19277
352,20,0.0,0.856861,0.1892
352,21,0.0,0.841278,0.230967
352,22,0.0,0.793126,0.278468
352,23,0.0,0.732455,0.302055
352,24,0.0,0.673551,0.403797
355,1,0.0,0.574634,0.869373
355,2,0.0,0.586001,0.859605
355,3,0.0,0.605423,0.802529
355,4,0.0,0.630086,0.748037
355,5,0.0,0.660731,0.869373
355,6,0.0,0.693083,0.899121
355,7,0.0,0.723573,0.971155
355,8,0.0,0.744659,1.0
355,9,0.0,0.752588,1.0
355,10,0.0,0.745833,1.0
355,11,0.0,0.730038,1.0
355,12,0.051476,0.70532,1.0
355,13,0.164722,0.678767,1.0
355,14,0.245612,0.663987,1.0
355,15,0.288263,0.669205,1.0
355,16,0.173546,0.698136,1.0
355,17,0.102951,0.745413,1.0
355,18,0.050005,0.800259,1.0
355,19,0.002941,0.84467,1.0
355,20,0.0,0.860252,1.0
355,21,0.0,0.838989,1.0
355,22,0.0,0.784924,1.0
355,23,0.0,0.720022,1.0
355,24,0.0,0.66149,1.0
