VRES_AgentID,capacity_contracted_MW,energy_transferred_MWh,ppa_price_EUR_per_MWh
Gen_VRES_Solar,0.0,0.0,113.02674804133342
Gen_VRES_Wind,0.0,0.0,113.02674804133342
