Time,Contract_Price_Gen_VRES_Wind,EP_Price,H2_Price,Elec_GC_Price,Elec_Price,HPA_Price_Prod_H2_Green,Contract_Price_Gen_VRES_Solar,H2_GC_Price
1,0.0,123.22770143788625,-5.3132127956000135,4.318381659447075,-4.318530714186053,0.0,0.0,82.93017891909781
2,0.0,123.22770143788557,-5.313212795596959,4.3183817637468955,-4.3185307187639665,0.0,0.0,82.93017891909777
3,0.0,123.22770143788557,-5.31321279558711,4.318416757228497,-4.318532250775002,0.0,0.0,82.93017891909777
4,21.423318457343466,123.22770143763762,8.77899447867672,4.318417658677581,21.423205935377464,8.778992923043928,21.423318457343466,82.93017891893612
5,78.29035477452939,123.22770142403493,46.30021499801335,4.318417658888903,78.29027110192189,46.30021344405602,78.29035477452939,82.93017890881292
6,81.36177671699447,123.22771611438453,48.59010545202072,4.318417658886447,81.36169245442584,48.59010690530384,81.36177671699447,82.93017933272826
7,81.36177671917791,123.22771611455843,48.5901054536654,4.318417658883582,81.36169245656312,48.59010690695531,81.36177671917791,82.93017933282974
8,81.36177671930845,123.22771611464967,48.59010545376769,4.318417658881535,81.36169245669258,48.59010690705766,81.36177671930845,82.9301793328969
9,81.36177672046365,123.22771611577832,48.59010545463607,4.318417658880853,81.36169245784738,48.59010690792558,81.36177672046365,82.93017933370298
10,81.36177671925219,123.22771611460254,48.5901054537236,4.318417669257085,81.36169249122071,48.59010690701431,81.36177671925219,82.93017933286151
11,0.0,123.22770143788557,-5.313212795572258,4.3184180999032264,-4.318527774861673,0.0,0.0,82.93017891909763
12,0.0,123.22770143788557,-5.313212795598058,4.318418099908304,-4.3185277749036395,0.0,0.0,82.93017891909768
13,89.53009736253875,131.39603676343896,54.71634593747216,4.31841737208041,89.53001215793614,54.716347389482046,89.53009736253875,89.0564190000047
14,0.0,123.22770143788557,-5.313212795540331,4.318418099919963,-4.3185277748034725,0.0,0.0,82.93017891909777
15,0.0,123.22770143788625,-5.313212795571312,4.318418099918517,-4.318527774857786,0.0,0.0,82.93017891909781
16,101.82474960993432,143.69068901178727,63.937335123098336,4.31841727116549,101.82466424359876,63.93733657502872,101.82474960993432,98.27740818755923
17,83.48236583322654,125.34830523143732,50.18054729056608,4.318417699928001,83.4822817210873,50.18054874249789,83.48236583322654,84.52062042311472
18,87.81483014829668,129.68076954891723,53.42989552676725,4.3184177766905965,87.81474629230372,53.42989697880049,87.81483014829668,87.76996858866288
19,113.99974128618872,155.86568068924086,73.06857888028695,4.318417258575508,113.99965587797105,73.06858033221953,113.99974128618872,107.40865194591765
20,127.27541601331559,169.14134670955568,83.02533488424615,4.948358810073474,127.27532898843431,83.02533637756551,127.27541601331559,117.36540124178295
21,132.53245473545067,179.65548482002345,90.91089365950407,6.348468124435051,132.53236635556942,90.91089446036551,132.53245473545067,117.36540124182319
22,146.96002481985627,208.5106249946813,112.55224878622872,8.481101811547065,146.9599344942032,112.55224958697391,146.96002481985627,117.36540124192214
23,139.3835013197728,193.357577992881,101.18746353607845,8.208301396601145,139.38341124301786,101.18746433684868,139.3835013197728,117.36540124190942
24,134.83363539294695,184.25784613722183,94.3626646458181,8.271535989604722,134.8335452584883,94.36266544660991,134.83363539294695,117.36540124191204
25,0.0,123.22770143825,-10.157826004464782,4.31838477677645,-4.318530850322053,0.0,0.0,82.93017891887426
26,0.0,123.22770143825,-10.157826004464184,4.318384113800597,-4.318530821212266,0.0,0.0,82.93017891887435
27,0.0,123.22770143824931,-10.157826004463152,4.31838313111446,-4.318530778063731,0.0,0.0,82.93017891887419
28,0.0,123.22770143825,-10.157826004460633,4.318381731365172,-4.318530716597385,0.0,0.0,82.93017891887426
29,81.36177671893795,123.22771611542174,48.59010545354612,4.318381646898128,81.36169098214991,48.59010690675458,81.36177671893795,82.9301793330863
30,93.0162437658697,134.8821831677027,57.33095574004781,4.31838146248298,93.01615731185244,57.33095719197465,93.0162437658697,91.6710288021511
31,110.99539309419069,152.86133249864884,70.81531773638514,5.580081919645152,110.99530558902055,70.8153191882154,110.99539309419069,105.15539080208295
32,105.44388785919921,147.30982726265876,66.65168881012421,4.755808577944313,105.44380111432088,66.65169026197178,105.44388785919921,100.99176187483424
33,104.92734666308954,146.79328606647474,66.26428291303924,4.64455334648544,104.92726004280323,66.26428436488953,104.92734666308954,100.6043559776641
34,0.0,123.22770143825,-10.157826004443487,4.318418100074063,-4.318527774175312,0.0,0.0,82.93017891887426
35,0.0,123.22770143824948,-10.157826004405784,4.318383665357621,-4.31852471889555,0.0,0.0,82.93017891887433
