iter,EP_imb_mean,EP_price_mean,EP_rho,H2_GC_imb_mean,H2_GC_price_mean,H2_GC_rho,H2_imb_mean,H2_price_mean,H2_rho,cap_rho_Gen_VRES_Solar,cap_rho_Gen_VRES_Wind,cap_rho_Offtaker_Green,cap_rho_Prod_H2_Green,elec_GC_imb_mean,elec_GC_price_mean,elec_GC_rho,elec_imb_mean,elec_price_mean,elec_rho,hpa_Prod_H2_Green_imb_mean,hpa_Prod_H2_Green_price_mean,hpa_Prod_H2_Green_rho,hpa_cap_Prod_H2_Green_imb_mean,hpa_cap_Prod_H2_Green_rho,ppa_Gen_VRES_Solar_imb_mean,ppa_Gen_VRES_Solar_price_mean,ppa_Gen_VRES_Solar_rho,ppa_Gen_VRES_Wind_imb_mean,ppa_Gen_VRES_Wind_price_mean,ppa_Gen_VRES_Wind_rho,ppa_cap_Gen_VRES_Solar_imb_mean,ppa_cap_Gen_VRES_Solar_rho,ppa_cap_Gen_VRES_Wind_imb_mean,ppa_cap_Gen_VRES_Wind_rho
1,-1.5512359179265584e-5,174.59522987704335,3.0,3.6617076337977196e-6,113.4381855466422,1.0,3.745046636854315e-7,70.5683446018177,0.5,0.1,0.1,0.1,0.1,-2.690733189089628e-6,6.56587524007913,0.3,9.767720556220401e-5,105.59587736523241,1.0,0.0,72.57867872668716,0.5,0.0,0.5,0.0,106.483798299928,0.5,0.0,106.483798299928,0.5,0.0,0.5,0.0,0.5
2,-2.6715508267392984e-5,174.5952499136746,3.0,1.3927357451216771e-6,113.43818519845827,1.0,2.195684953707971e-5,70.56834185721151,0.5,0.1,0.1,0.1,0.1,-0.0001275121016813178,6.565884803486755,0.3,-2.0227151402352205e-5,105.59588242202024,1.0,0.0,72.57867872668716,0.5,0.0,0.5,0.0,106.483798299928,0.5,0.0,106.483798299928,0.5,0.0,0.5,0.0,0.5
