SOLAR,WIND,LOAD_E
0.0,0.201663,0.588949
0.0,0.238755,0.600613
0.0,0.280138,0.619103
0.0,0.304603,0.644357
0.0,0.339383,0.675256
0.0,0.2922,0.707759
0.0,0.276193,0.737373
0.0,0.25702,0.759908
0.0,0.238755,0.770046
0.0,0.224783,0.762916
0.0,0.186157,0.747325
0.039,0.136935,0.720788
0.124,0.157572,0.692859
0.19,0.163036,0.677654
0.208,0.095313,0.68758
0.193,0.064594,0.725502
0.147,0.039133,0.78917
0.078,0.02442,0.865627
0.009,0.020727,0.934484
0.0,0.023649,0.9636
0.0,0.015625,0.944544
0.0,0.002505,0.88824
0.0,6.0e-6,0.807202
0.0,0.0,0.725186
0.0,0.0,0.605139
0.0,0.0,0.622254
0.0,0.0,0.644689
0.0,0.0,0.667526
0.0,0.006351,0.696636
0.0,0.006351,0.725648
0.0,0.007352,0.754441
0.0,0.009659,0.776655
0.0,0.026012,0.784519
0.0,0.017426,0.773217
0.0,0.041307,0.75343
0.023,0.063115,0.724403
0.078,0.042423,0.693411
0.146,0.034036,0.675291
0.162,0.052086,0.680731
0.128,0.073957,0.715131
0.07,0.084184,0.777914
0.044,0.113779,0.853379
0.005,0.141914,0.914563
0.0,0.125,0.939211
0.0,0.136935,0.914877
0.0,0.122699,0.862354
0.0,0.101227,0.781984
0.0,0.036018,0.709155
0.0,0.0,0.593001
0.0,0.0,0.607312
0.0,0.010523,0.629306
0.0,0.103251,0.659088
0.0,0.157572,0.696432
0.0,0.211367,0.73523
0.0,0.157572,0.769135
0.0,0.097258,0.794189
0.0,0.053388,0.804678
0.0,0.030292,0.797228
0.0,0.022894,0.776039
0.041,0.012906,0.743188
0.125,0.001057,0.708652
0.192,0.001261,0.69177
0.222,0.0,0.70122
0.211,0.0,0.740706
0.16,0.0,0.805675
0.082,0.0,0.882681
0.01,0.0,0.951677
0.0,0.0,0.983208
0.0,0.0,0.967599
0.0,0.0,0.896948
0.0,0.0,0.824306
0.0,0.0,0.751988
0.0,0.0,0.627409
0.0,0.0,0.637907
0.0,0.0,0.655523
0.0,9.9e-5,0.680848
0.0,0.000406,0.712019
0.0,0.004134,0.744028
0.0,0.011438,0.775946
0.0,0.018701,0.794729
0.0,0.033072,0.80196
0.0,0.053388,0.789682
0.0,0.067622,0.77105
0.036,0.06917,0.739889
0.109,0.077268,0.708397
0.181,0.075601,0.688606
0.212,0.113779,0.693549
0.192,0.152231,0.728678
0.112,0.180185,0.792621
0.058,0.129687,0.865696
0.005,0.111619,0.922759
0.0,0.082418,0.948606
0.0,0.047089,0.928951
0.0,0.030292,0.867251
0.0,0.02442,0.793119
0.0,0.018701,0.718478
0.0,0.012906,0.601334
0.0,0.015053,0.6126
0.0,0.013423,0.629464
0.0,0.015053,0.653066
0.0,0.016811,0.680055
0.0,0.022894,0.712788
0.0,0.029401,0.744972
0.0,0.039133,0.765301
0.0,0.054712,0.77305
0.0,0.070742,0.762655
0.0,0.103251,0.743927
0.027,0.122699,0.715983
0.072,0.109486,0.688928
