SOLAR,WIND,LOAD_E
0.0,0.044716,0.597273
0.0,0.049546,0.60709
0.0,0.067622,0.623732
0.0,0.099229,0.646329
0.0,0.115967,0.6751
0.0,0.152231,0.708383
0.0,0.157572,0.736382
0.0,0.144448,0.757275
0.0,0.144448,0.763238
0.0,0.157572,0.757016
0.0,0.152231,0.736821
0.009,0.144448,0.709022
0.015,0.075601,0.685073
0.021,0.057424,0.674257
0.057,0.044716,0.683981
0.097,0.048307,0.72326
0.092,0.075601,0.788591
0.06,0.118183,0.867231
0.007,0.115967,0.935756
0.0,0.095313,0.964223
0.0,0.072338,0.943327
0.0,0.067622,0.888318
0.0,0.075601,0.809851
0.0,0.06917,0.732074
0.0,0.085975,0.612227
0.0,0.07896,0.62368
0.0,0.093394,0.64496
0.0,0.087791,0.672709
0.0,0.080677,0.703466
0.0,0.06917,0.738115
0.0,0.066097,0.770642
0.0,0.061659,0.793352
0.0,0.049546,0.797973
0.0,0.04021,0.788894
0.0,0.036018,0.771177
0.039,0.026834,0.742986
0.116,0.025208,0.709491
0.181,0.015625,0.687709
0.199,0.023649,0.69459
0.183,0.032127,0.733659
0.148,0.049546,0.798992
0.065,0.058813,0.878562
0.008,0.066097,0.950921
0.0,0.063115,0.977629
0.0,0.060225,0.958456
0.0,0.056057,0.897664
0.0,0.047089,0.818355
0.0,0.035017,0.744509
0.0,0.043559,0.622557
0.0,0.04021,0.635558
0.0,0.030292,0.654427
0.0,0.023649,0.681115
0.0,0.020036,0.712265
0.0,0.013952,0.748127
0.0,0.004892,0.777786
0.0,0.001261,0.802391
0.0,9.9e-5,0.808807
0.0,2.9e-5,0.806394
0.0,5.1e-5,0.789055
0.036,0.000459,0.760247
0.118,0.000517,0.723887
0.18,9.9e-5,0.699619
0.207,4.0e-6,0.704398
0.174,1.0e-6,0.74485
0.133,0.000272,0.811141
0.063,0.000876,0.891794
0.009,0.003252,0.960899
0.0,0.006351,0.989944
0.0,0.008453,0.970469
0.0,0.009245,0.910813
0.0,0.009659,0.830318
0.0,0.011438,0.755337
0.0,0.018701,0.629571
0.0,0.014496,0.644727
0.0,0.026012,0.66456
0.0,0.052086,0.69309
0.0,0.044716,0.725553
0.0,0.049546,0.762056
0.0,0.095313,0.796409
0.0,0.141914,0.816469
0.0,0.149606,0.824736
0.0,0.168626,0.812021
0.0,0.211367,0.791241
0.026,0.238755,0.760764
0.083,0.201663,0.732862
0.142,0.221377,0.717591
0.182,0.211367,0.725807
0.181,0.242337,0.763389
0.14,0.228224,0.827707
0.073,0.2922,0.905961
0.009,0.353079,0.972897
0.0,0.386457,0.998
0.0,0.396365,0.973185
0.0,0.406442,0.905666
0.0,0.357724,0.823014
0.0,0.308814,0.742401
0.0,0.211367,0.618092
0.0,0.228224,0.629661
0.0,0.264579,0.649046
0.0,0.308814,0.675522
0.0,0.353079,0.70867
0.0,0.339383,0.743571
0.0,0.334898,0.775507
0.0,0.371906,0.799203
0.0,0.381565,0.809005
0.0,0.411544,0.798974
0.0,0.406442,0.778528
0.02,0.386457,0.750878
0.089,0.242337,0.724057
0.161,0.195361,0.709664
0.18,0.218006,0.719277
0.194,0.2922,0.757302
0.153,0.304603,0.822879
0.074,0.260781,0.901677
0.011,0.401383,0.969374
0.0,0.638525,0.994398
0.0,0.717066,0.967616
0.0,0.78592,0.899496
0.0,0.834189,0.806903
0.0,1.0,0.720695
0.0,0.770255,0.595347
0.0,0.7625,0.603773
0.0,0.578704,0.61962
0.0,0.421875,0.642047
0.0,0.304603,0.669858
0.0,0.238755,0.70131
0.0,0.180185,0.731477
0.0,0.120427,0.753079
0.0,0.113779,0.760704
0.0,0.093394,0.757898
0.0,0.054712,0.738504
0.006,0.053388,0.712233
0.011,0.026834,0.688949
0.023,0.010974,0.677314
0.021,0.008074,0.689414
0.026,0.000794,0.728184
0.017,0.000963,0.790385
0.008,0.000313,0.860485
0.002,0.0,0.917258
0.0,0.0,0.931607
0.0,0.0,0.910502
0.0,0.032127,0.866324
0.0,0.304603,0.788974
0.0,0.122699,0.715555
0.0,0.035017,0.596967
0.0,0.029401,0.611482
0.0,0.020727,0.633102
0.0,0.003252,0.660387
0.0,6.0e-6,0.692073
0.0,0.0,0.728548
0.0,0.0,0.759856
0.0,8.1e-5,0.781416
0.0,0.006351,0.790184
0.0,0.017426,0.781172
0.0,0.049546,0.762008
0.009,0.097258,0.730938
0.012,0.195361,0.705517
0.021,0.163036,0.693657
0.024,0.109486,0.703737
0.03,0.082418,0.738403
0.025,0.101227,0.789891
0.032,0.177247,0.844424
0.007,0.204864,0.88776
0.0,0.242337,0.902497
0.0,0.25702,0.882118
0.0,0.242337,0.814774
0.0,0.348473,0.740327
0.0,0.330452,0.671534
0.0,0.516755,0.560249
0.0,0.624891,0.569997
0.0,0.522741,0.589693
0.0,0.348473,0.615257
0.0,0.343908,0.645585
0.0,0.673473,0.675077
0.0,0.972479,0.700851
0.0,0.867442,0.716499
0.0,1.0,0.728034
0.0,1.0,0.717052
0.0,1.0,0.69705
0.01,1.0,0.671411
0.048,1.0,0.647097
0.043,1.0,0.634504
0.049,1.0,0.645789
0.065,1.0,0.684517
0.084,1.0,0.743879
0.045,1.0,0.814709
0.007,1.0,0.873685
0.0,0.547145,0.89867
0.0,0.245954,0.880448
0.0,0.125,0.824767
0.0,0.060225,0.753799
0.0,0.032127,0.686104
0.0,0.020036,0.574999
0.0,0.013423,0.589756
0.0,0.014496,0.611427
0.0,0.037037,0.637132
0.0,0.085975,0.671505
0.0,0.127329,0.706993
0.0,0.141914,0.740698
0.0,0.189192,0.766802
0.0,0.260781,0.778848
0.0,0.326047,0.772486
0.0,0.317352,0.751891
0.036,0.280138,0.721964
0.106,0.109486,0.691413
0.177,0.157572,0.675167
0.219,0.195361,0.683339
0.191,0.180185,0.721759
0.152,0.160289,0.785195
0.085,0.144448,0.863574
0.016,0.149606,0.930888
0.0,0.147012,0.962451
0.0,0.141914,0.943676
0.0,0.147012,0.885785
0.0,0.147012,0.808432
0.0,0.154886,0.733165
0.0,0.147012,0.611535
0.0,0.129687,0.62432
0.0,0.101227,0.644243
0.0,0.077268,0.671973
0.0,0.052086,0.706469
0.0,0.039133,0.744432
0.0,0.032127,0.778879
0.0,0.043559,0.803524
0.0,0.075601,0.81423
0.0,0.091501,0.805843
0.0,0.107381,0.786048
0.047,0.095313,0.753345
0.131,0.084184,0.718706
0.197,0.064594,0.698272
0.214,0.058813,0.701441
0.179,0.101227,0.738434
0.115,0.13449,0.80151
0.045,0.141914,0.874541
0.008,0.19226,0.932225
0.0,0.242337,0.952189
0.0,0.280138,0.92542
0.0,0.25702,0.866798
0.0,0.280138,0.792913
0.0,0.353079,0.721503
0.0,0.459394,0.605749
0.0,0.464928,0.622464
0.0,0.553363,0.644415
0.0,0.578704,0.674317
0.0,0.611453,0.708924
0.0,0.702332,0.742255
0.0,0.826011,0.770012
0.0,0.867442,0.788466
0.0,0.834189,0.793022
0.0,0.826011,0.779736
0.0,0.850707,0.756473
0.005,0.770255,0.724789
0.011,0.572297,0.697238
0.018,0.476131,0.68396
0.022,0.330452,0.693852
0.027,0.224783,0.730409
0.022,0.165815,0.78923
0.015,0.183155,0.855341
0.003,0.19226,0.909714
0.0,0.231699,0.92917
0.0,0.313064,0.906067
0.0,0.432378,0.846783
0.0,0.53485,0.770322
0.0,0.611453,0.698679
0.0,0.540974,0.583394
0.0,0.330452,0.597645
0.0,0.177247,0.618859
0.0,0.082418,0.644139
0.0,0.054712,0.676577
0.0,0.031201,0.713895
0.0,0.035017,0.746241
0.0,0.056057,0.769961
0.0,0.07896,0.779471
0.0,0.127329,0.768008
0.0,0.208098,0.7467
0.012,0.386457,0.718547
0.034,0.326047,0.691967
0.024,0.470508,0.681813
0.022,0.540974,0.691663
0.021,0.432378,0.728916
0.019,0.339383,0.785823
0.008,0.339383,0.848716
0.002,0.353079,0.896451
0.0,0.304603,0.910317
0.0,0.25702,0.882524
0.0,0.165815,0.823816
0.0,0.120427,0.749429
0.0,0.125,0.678979
0.0,0.105303,0.565625
0.0,0.084184,0.578176
0.0,0.101227,0.595341
0.0,0.127329,0.619687
0.0,0.101227,0.648713
0.0,0.087791,0.679146
0.0,0.085975,0.706737
0.0,0.064594,0.725941
0.0,0.080677,0.73072
0.0,0.13449,0.723954
