SOLAR,WIND,LOAD_E
0.0,0.284121,0.587985
0.0,0.300431,0.601592
0.0,0.330452,0.625517
0.0,0.25702,0.647537
0.0,0.238755,0.679333
0.0,0.214669,0.713569
0.0,0.224783,0.744227
0.0,0.23521,0.768638
0.0,0.224783,0.781412
0.0,0.19226,0.77665
0.0,0.171468,0.758381
0.011,0.13449,0.735324
0.031,0.105303,0.712833
0.071,0.105303,0.697974
0.132,0.129687,0.707469
0.095,0.105303,0.745702
0.031,0.183155,0.808533
0.011,0.249606,0.8793
0.001,0.317352,0.933246
0.0,0.334898,0.95121
0.0,0.144448,0.924555
0.0,0.186157,0.863126
0.0,0.111619,0.784338
0.0,0.063115,0.707464
0.0,0.017426,0.588454
0.0,0.000406,0.601417
0.0,0.000272,0.623992
0.0,0.002178,0.648754
0.0,0.020727,0.676205
0.0,0.047089,0.703369
0.0,0.023649,0.734402
0.0,0.122699,0.75524
0.0,0.141914,0.774542
0.0,0.180185,0.769021
0.0,0.183155,0.746127
0.031,0.122699,0.712631
0.118,0.115967,0.679585
0.185,0.084184,0.660726
0.214,0.063115,0.671775
0.196,0.057424,0.707957
0.132,0.038075,0.774499
0.064,0.050805,0.861124
0.008,0.097258,0.924945
0.0,0.099229,0.949913
0.0,0.082418,0.927297
0.0,0.053388,0.868497
0.0,0.045892,0.794335
0.0,0.057424,0.722677
0.0,0.075601,0.599171
0.0,0.089633,0.611037
0.0,0.080677,0.626478
0.0,0.118183,0.648532
0.0,0.141914,0.673767
0.0,0.141914,0.703888
0.0,0.208098,0.726122
0.0,0.189192,0.743426
0.0,0.174341,0.75012
0.0,0.25702,0.740699
0.0,0.238755,0.722548
0.026,0.228224,0.699955
0.094,0.245954,0.673319
0.167,0.308814,0.657505
0.166,0.381565,0.666224
0.068,0.268413,0.703684
0.037,0.39139,0.764659
0.017,0.481799,0.833423
0.003,0.618148,0.884393
0.0,0.659344,0.902279
0.0,0.680612,0.878842
0.0,0.702332,0.818527
0.0,0.732004,0.743765
0.0,0.793832,0.670745
0.0,0.859047,0.557777
0.0,0.92774,0.568823
