SOLAR,WIND,LOAD_E
0.0,1.0,0.532118
0.0,1.0,0.543301
0.0,1.0,0.560095
0.0,1.0,0.583702
0.0,0.875891,0.613211
0.0,0.604807,0.644242
0.0,0.401383,0.673566
0.0,0.276193,0.69349
0.0,0.163036,0.702151
0.0,0.099229,0.69565
0.0,0.056057,0.67864
0.008,0.201663,0.658289
0.028,0.109486,0.641182
0.045,0.085975,0.632481
0.112,0.132074,0.643016
0.18,0.171468,0.680729
0.124,0.180185,0.742292
0.064,0.183155,0.811845
0.007,0.171468,0.870373
0.0,0.211367,0.893036
0.0,0.186157,0.873793
0.0,0.201663,0.816621
0.0,0.221377,0.743722
0.0,0.284121,0.672262
0.0,0.25702,0.561026
0.0,0.171468,0.569555
0.0,0.109486,0.585134
0.0,0.101227,0.609045
0.0,0.085975,0.639019
0.0,0.066097,0.672052
0.0,0.07896,0.701752
0.0,0.087791,0.721663
0.0,0.077268,0.729791
0.0,0.054712,0.721408
0.0,0.048307,0.702947
0.03,0.041307,0.677936
0.099,0.016811,0.650582
0.168,0.025208,0.631524
0.196,0.039133,0.638317
0.144,0.054712,0.674974
0.091,0.061659,0.734338
0.044,0.077268,0.803189
0.006,0.105303,0.860171
0.0,0.174341,0.878555
0.0,0.228224,0.855722
0.0,0.2922,0.801579
0.0,0.386457,0.72752
0.0,0.453903,0.656839
0.0,0.453903,0.545605
0.0,0.427105,0.553826
0.0,0.443053,0.567607
0.0,0.39139,0.588057
0.0,0.353079,0.612705
0.0,0.353079,0.638403
0.0,0.339383,0.662743
0.0,0.353079,0.679922
0.0,0.357724,0.685985
0.0,0.334898,0.681261
0.0,0.308814,0.663827
0.011,0.308814,0.640165
0.021,0.253295,0.619189
0.029,0.189192,0.610055
0.049,0.177247,0.619417
0.035,0.19226,0.654988
0.027,0.23521,0.710936
0.018,0.268413,0.774921
0.004,0.228224,0.827101
0.0,0.204864,0.847779
0.0,0.171468,0.829666
0.0,0.141914,0.778152
0.0,0.127329,0.71125
0.0,0.129687,0.642875
0.0,0.120427,0.535834
0.0,0.105303,0.542567
0.0,0.105303,0.557343
0.0,0.099229,0.578768
0.0,0.149606,0.605877
0.0,0.218006,0.635799
0.0,0.195361,0.663194
0.0,0.163036,0.682825
0.0,0.163036,0.69056
0.0,0.152231,0.685795
0.0,0.125,0.669039
0.016,0.105303,0.645962
0.038,0.113779,0.624802
0.055,0.149606,0.617055
0.073,0.109486,0.628039
0.066,0.105303,0.664106
0.04,0.113779,0.721688
0.018,0.07896,0.786628
0.004,0.082418,0.839568
0.0,0.089633,0.860528
0.0,0.091501,0.840121
0.0,0.095313,0.786077
0.0,0.115967,0.71762
0.0,0.115967,0.650161
0.0,0.066097,0.541241
0.0,0.06917,0.551313
0.0,0.063115,0.566348
0.0,0.049546,0.588822
0.0,0.030292,0.615677
0.0,0.02442,0.646831
0.0,0.018056,0.676271
0.0,0.020036,0.697087
0.0,0.032127,0.706612
0.0,0.026834,0.704144
0.0,0.016811,0.686124
0.017,0.007352,0.658626
0.04,0.007352,0.634097
0.061,0.0039,0.621831
0.064,0.00463,0.63216
0.059,0.006674,0.667674
0.041,0.008843,0.726418
0.021,0.006674,0.79271
0.003,0.0039,0.847037
0.0,0.002178,0.868168
0.0,0.003675,0.849551
0.0,0.004892,0.795815
0.0,0.019361,0.723956
0.0,0.038075,0.654372
0.0,0.010085,0.544083
0.0,0.023649,0.555506
0.0,0.032127,0.572664
0.0,0.053388,0.596774
0.0,0.082418,0.624002
0.0,0.049546,0.654797
0.0,0.064594,0.686155
0.0,0.077268,0.708882
0.0,0.101227,0.71606
0.0,0.122699,0.702909
0.0,0.073957,0.683333
0.021,0.057424,0.655929
0.066,0.006674,0.63074
0.142,0.008843,0.615587
0.163,0.020727,0.622811
0.123,0.015625,0.657788
0.086,0.010974,0.715688
0.042,0.005737,0.783828
0.008,0.005163,0.844534
0.0,0.002679,0.871703
0.0,0.002862,0.856961
0.0,0.002505,0.804592
0.0,0.0039,0.731099
0.0,0.020036,0.660074
0.0,0.026834,0.549437
0.0,0.031201,0.558375
0.0,0.016211,0.574286
0.0,0.009245,0.597075
0.0,0.0039,0.625041
0.0,0.001489,0.654366
0.0,0.001057,0.681746
0.0,0.003675,0.70109
0.0,0.006351,0.707365
0.0,0.012906,0.700001
0.0,0.018056,0.681293
0.012,0.026012,0.656259
0.028,0.005737,0.63403
0.049,0.008843,0.624692
0.052,0.026834,0.636568
0.054,0.015625,0.673913
0.039,0.008843,0.732335
0.027,0.012906,0.799154
0.004,0.016811,0.853902
0.0,0.016211,0.87519
0.0,0.022156,0.85541
0.0,0.033072,0.802219
0.0,0.043559,0.730625
0.0,0.057424,0.66193
0.0,0.067622,0.552222
0.0,0.058813,0.563806
0.0,0.056057,0.581211
0.0,0.067622,0.604968
0.0,0.087791,0.634031
0.0,0.06917,0.664549
0.0,0.060225,0.691562
0.0,0.072338,0.710369
0.0,0.073957,0.715915
0.0,0.082418,0.708471
0.0,0.084184,0.688751
0.012,0.089633,0.662691
0.046,0.035017,0.637285
0.057,0.054712,0.625703
0.086,0.07896,0.633114
0.083,0.101227,0.667892
0.063,0.186157,0.724085
0.044,0.107381,0.79204
0.008,0.091501,0.846328
0.0,0.095313,0.867446
0.0,0.109486,0.844886
0.0,0.111619,0.789606
0.0,0.111619,0.718308
0.0,0.152231,0.651547
0.0,0.141914,0.543538
0.0,0.13941,0.555598
0.0,0.186157,0.573427
0.0,0.168626,0.596876
0.0,0.160289,0.624833
0.0,0.177247,0.65567
0.0,0.186157,0.683105
0.0,0.144448,0.703302
0.0,0.160289,0.711247
0.0,0.195361,0.704662
0.0,0.211367,0.687425
0.006,0.214669,0.664482
0.008,0.141914,0.643479
0.01,0.115967,0.634013
0.014,0.053388,0.64457
0.016,0.010974,0.680005
0.01,0.006674,0.737232
0.025,0.007352,0.802619
0.008,0.016811,0.862566
0.0,0.017426,0.885068
0.0,0.008074,0.866036
0.0,0.004377,0.813079
0.0,0.004892,0.743033
0.0,0.003252,0.673923
0.0,0.000517,0.564056
0.0,0.002026,0.575227
0.0,0.005737,0.593639
0.0,0.014496,0.618584
0.0,0.022156,0.647559
0.0,0.006674,0.678728
0.0,0.011438,0.707127
0.0,0.033072,0.725559
0.0,0.041307,0.732906
0.0,0.041307,0.726937
0.0,0.049546,0.711517
0.034,0.06917,0.683134
0.109,0.022894,0.654103
0.16,0.025208,0.640089
0.155,0.018701,0.650762
0.164,0.035017,0.686552
0.108,0.041307,0.746054
0.058,0.047089,0.815026
0.008,0.058813,0.870806
0.0,0.064594,0.893494
0.0,0.047089,0.87227
0.0,0.018701,0.816125
0.0,0.000579,0.744962
0.0,0.002026,0.683301
0.0,0.036018,0.578831
0.0,0.101227,0.598076
0.0,0.063115,0.621173
0.0,0.042423,0.650682
0.0,0.025208,0.68552
0.0,0.011438,0.722324
0.0,0.005163,0.758103
0.0,0.001882,0.784509
0.0,0.000235,0.794101
0.0,6.0e-6,0.781849
0.001,0.0,0.753088
0.039,0.0,0.724807
0.121,0.0,0.6952
0.18,0.0,0.678426
0.226,0.0,0.686835
0.223,0.0,0.723115
0.181,0.0,0.784882
0.086,0.0,0.856364
0.018,0.0,0.919798
0.0,0.0,0.951732
0.0,0.0,0.938982
0.0,0.000202,0.882182
0.0,0.005737,0.804211
0.0,0.006674,0.728523
0.0,0.001744,0.605662
0.0,0.000272,0.617657
0.0,0.00012,0.637997
0.0,0.00012,0.664703
0.0,0.000171,0.698018
0.0,0.001057,0.732378
0.0,0.003053,0.767785
0.0,0.009659,0.787937
0.0,0.020036,0.790144
0.0,0.032127,0.779561
0.001,0.045892,0.758816
0.045,0.045892,0.726494
0.12,0.026834,0.696089
0.201,0.018056,0.680035
0.242,0.018056,0.687726
0.232,0.022156,0.724847
0.174,0.035017,0.786762
0.098,0.06917,0.861215
0.019,0.109486,0.927951
0.0,0.141914,0.954982
0.0,0.171468,0.9362
0.0,0.19226,0.88051
0.0,0.19226,0.805222
0.0,0.183155,0.732492
0.0,0.214669,0.612113
0.0,0.195361,0.624884
0.0,0.195361,0.645439
0.0,0.186157,0.671746
0.0,0.189192,0.703937
0.0,0.149606,0.739344
0.0,0.149606,0.771074
0.0,0.163036,0.793768
0.0,0.168626,0.805104
0.0,0.154886,0.796016
0.001,0.154886,0.774053
0.051,0.120427,0.741974
0.136,0.036018,0.70959
0.218,0.06917,0.691149
0.252,0.066097,0.697554
0.228,0.082418,0.73603
0.155,0.089633,0.799759
0.07,0.085975,0.874431
0.016,0.089633,0.936052
0.0,0.073957,0.963267
0.0,0.063115,0.945272
0.0,0.045892,0.889916
0.0,0.026012,0.811248
0.0,0.012404,0.737182
0.0,0.010085,0.615984
0.0,0.008453,0.630129
0.0,0.006674,0.65084
0.0,0.002679,0.678751
0.0,0.002178,0.712724
0.0,0.000794,0.750078
0.0,5.1e-5,0.784638
0.0,0.0,0.809351
0.0,0.0,0.815072
0.0,0.0,0.80916
0.001,0.0,0.786064
0.044,0.0,0.751264
0.117,0.0,0.720074
0.185,0.0,0.703693
0.217,1.0e-5,0.711833
0.191,0.000313,0.748755
0.152,0.002026,0.810136
0.079,0.006351,0.881989
0.013,0.016811,0.944099
0.0,0.045892,0.965389
0.0,0.072338,0.942378
0.0,0.127329,0.885357
0.0,0.160289,0.807101
0.0,0.171468,0.72961
0.0,0.186157,0.607732
0.0,0.330452,0.621065
0.0,0.381565,0.640172
0.0,0.367138,0.665575
0.0,0.367138,0.697477
0.0,0.334898,0.731049
0.0,0.317352,0.762432
0.0,0.231699,0.784065
0.0,0.125,0.792004
0.0,0.085975,0.785488
0.001,0.064594,0.766183
0.021,0.049546,0.739756
0.057,0.053388,0.715629
0.12,0.048307,0.70298
0.145,0.045892,0.714099
0.102,0.045892,0.755107
0.092,0.07896,0.819607
0.06,0.060225,0.893235
0.02,0.060225,0.95707
0.0,0.072338,0.980687
0.0,0.075601,0.958289
0.0,0.072338,0.896516
0.0,0.063115,0.81894
0.0,0.064594,0.744143
0.0,0.077268,0.621073
0.0,0.052086,0.634022
0.0,0.050805,0.652844
0.0,0.041307,0.680834
0.0,0.026012,0.714178
0.0,0.010523,0.75084
0.0,0.005163,0.785432
0.0,0.004134,0.810167
0.0,0.005445,0.820845
0.0,0.010085,0.815696
0.001,0.015625,0.796414
0.059,0.015053,0.7651
0.155,0.007352,0.731984
0.234,0.001882,0.713973
0.273,0.000171,0.720812
0.264,5.1e-5,0.75825
0.211,0.000579,0.822159
0.124,0.003252,0.900688
0.03,0.009659,0.969983
0.0,0.016811,1.0
0.0,0.022156,0.979107
0.0,0.019361,0.911333
0.0,0.012906,0.827356
0.0,0.006674,0.749467
0.0,3.9e-5,0.624198
0.0,0.000202,0.635911
0.0,1.5e-5,0.655458
0.0,0.0,0.680774
0.0,0.0,0.714842
0.0,0.0,0.753821
0.0,1.0e-5,0.787744
0.0,5.1e-5,0.810912
0.0,1.5e-5,0.818298
0.0,0.000171,0.810722
0.001,0.000517,0.789975
0.049,0.000144,0.757346
0.132,0.0,0.726709
0.18,0.0,0.711707
0.185,0.0,0.722244
0.172,0.0,0.760556
0.136,0.0,0.823804
0.077,0.0,0.896868
0.02,0.0,0.955961
0.0,0.0,0.981589
0.0,0.0,0.958175
0.0,6.0e-6,0.90012
0.0,0.000963,0.817999
0.0,0.003053,0.740237
0.0,0.000313,0.61711
0.0,0.000717,0.628683
0.0,0.001882,0.64935
0.0,0.013423,0.677201
0.0,0.037037,0.711102
0.0,0.060225,0.745329
0.0,0.054712,0.772547
0.0,0.031201,0.795283
0.0,0.026012,0.804985
0.0,0.048307,0.787729
0.001,0.084184,0.765979
0.044,0.109486,0.737253
0.127,0.077268,0.712461
0.205,0.052086,0.70059
0.267,0.107381,0.707924
0.263,0.132074,0.747786
0.201,0.091501,0.809944
0.108,0.099229,0.886453
0.03,0.163036,0.949847
0.0,0.231699,0.972284
0.0,0.280138,0.951086
0.0,0.272284,0.885147
0.0,0.264579,0.806066
0.0,0.25702,0.729437
0.0,0.208098,0.609352
0.0,0.268413,0.624013
0.0,0.296296,0.644542
0.0,0.268413,0.672896
0.0,0.228224,0.70514
0.0,0.268413,0.740605
0.0,0.343908,0.77318
0.0,0.376715,0.795934
0.0,0.416688,0.803993
0.0,0.459394,0.802267
0.002,0.464928,0.784124
0.059,0.386457,0.753235
0.147,0.326047,0.724963
0.228,0.284121,0.709252
0.261,0.32168,0.718996
0.266,0.353079,0.757913
0.219,0.300431,0.824369
0.131,0.376715,0.902157
0.036,0.304603,0.969552
0.0,0.334898,0.996503
0.0,0.343908,0.975695
0.0,0.362411,0.91371
0.0,0.39139,0.832049
0.0,0.376715,0.754478
0.0,0.296296,0.628895
0.0,0.296296,0.643295
0.0,0.416688,0.663061
0.0,0.437694,0.69076
0.0,0.406442,0.724568
0.0,0.459394,0.760206
0.0,0.464928,0.793601
0.0,0.464928,0.815302
0.0,0.487512,0.821909
0.0,0.522741,0.815116
0.002,0.559627,0.793462
0.037,0.510816,0.76302
0.082,0.487512,0.733696
0.103,0.666384,0.719336
0.101,0.540974,0.729272
0.067,0.516755,0.772733
0.048,0.481799,0.837023
0.032,0.53485,0.909391
0.008,0.453903,0.966309
0.0,0.817886,0.985048
0.0,0.981596,0.957579
0.0,0.680612,0.900488
0.0,0.470508,0.815804
0.0,0.406442,0.735197
0.0,0.25702,0.609626
0.0,0.168626,0.620403
0.0,0.085975,0.637487
0.0,0.039133,0.662091
0.0,0.025208,0.693829
0.0,0.023649,0.727986
0.0,0.023649,0.75924
0.0,0.035017,0.782414
0.0,0.049546,0.790336
0.0,0.064594,0.784651
0.002,0.067622,0.762981
0.041,0.07896,0.735896
0.103,0.006674,0.708174
0.118,0.0039,0.694162
0.143,0.001744,0.705115
0.148,0.002178,0.744817
0.14,0.004892,0.810155
0.082,0.02442,0.886679
0.028,0.053388,0.949088
0.0,0.082418,0.977608
0.0,0.073957,0.957268
0.0,0.063115,0.890927
0.0,0.048307,0.812166
0.0,0.038075,0.738772
0.0,0.019361,0.617015
0.0,0.014496,0.629882
0.0,0.015053,0.650583
0.0,0.015625,0.679174
0.0,0.015625,0.71026
0.0,0.013423,0.74673
0.0,0.011438,0.777182
0.0,0.009659,0.800048
0.0,0.008074,0.808149
0.0,0.010974,0.801483
0.002,0.006674,0.780178
0.044,0.000717,0.750197
0.108,0.0,0.722025
0.174,2.0e-6,0.707826
0.261,0.0,0.716799
0.263,0.0,0.754802
0.219,0.0,0.818419
0.134,0.001372,0.893807
0.039,0.006351,0.959658
0.0,0.009659,0.988414
0.0,0.011438,0.971768
0.0,0.015053,0.907259
0.0,0.017426,0.82618
0.0,0.020036,0.74764
0.0,0.034036,0.622455
0.0,0.052086,0.636077
0.0,0.034036,0.658295
0.0,0.017426,0.688577
0.0,0.010974,0.720829
0.0,0.012404,0.760089
0.0,0.018701,0.792685
0.0,0.020727,0.814362
0.0,0.034036,0.826723
0.0,0.038075,0.814176
0.004,0.041307,0.790957
0.06,0.030292,0.759838
0.153,0.00463,0.729877
0.218,0.00012,0.714841
0.246,0.0,0.723949
0.23,0.000202,0.762364
0.185,0.000717,0.826627
0.115,0.000517,0.902742
0.042,0.009659,0.967182
0.0,0.052086,0.994072
0.0,0.066097,0.970346
0.0,0.058813,0.90593
0.0,0.06917,0.827498
0.0,0.061659,0.751882
0.0,0.060225,0.629123
0.0,0.066097,0.642877
0.0,0.084184,0.661296
0.0,0.095313,0.684073
0.0,0.118183,0.716115
0.0,0.127329,0.749824
0.0,0.089633,0.779614
0.0,0.060225,0.799291
0.0,0.045892,0.804093
0.0,0.039133,0.791758
0.003,0.027672,0.769908
0.054,0.015625,0.741818
0.121,6.0e-6,0.713172
0.213,1.0e-5,0.697633
0.234,5.1e-5,0.707163
0.215,5.1e-5,0.746194
0.172,0.00012,0.809933
0.107,0.000963,0.885499
0.04,0.003252,0.952791
0.0,0.010085,0.990525
0.0,0.010085,0.977781
0.0,0.005163,0.921209
0.0,0.001057,0.836344
0.0,0.000171,0.747694
0.0,9.9e-5,0.628135
0.0,6.5e-5,0.640575
0.0,0.000313,0.657594
0.0,0.001057,0.682304
0.0,2.0e-6,0.715713
0.0,0.0,0.750162
0.0,1.0e-5,0.781551
0.0,0.000717,0.805354
0.0,0.000235,0.815153
0.0,0.0,0.81168
0.005,0.0,0.792496
0.061,0.0,0.761329
0.137,0.0,0.723905
0.193,0.0,0.719938
0.203,0.0,0.714972
0.224,1.0e-6,0.751297
0.163,0.000313,0.816328
0.096,0.000171,0.88873
0.027,0.007352,0.951263
0.0,0.056057,0.975758
0.0,0.093394,0.953477
0.0,0.168626,0.890166
0.0,0.165815,0.809788
0.0,0.129687,0.734329
0.0,0.07896,0.611265
0.0,0.177247,0.624017
0.0,0.304603,0.643208
0.0,0.304603,0.670116
0.0,0.260781,0.702228
0.0,0.204864,0.737548
0.0,0.231699,0.772364
0.0,0.280138,0.796719
0.0,0.288142,0.804786
0.0,0.284121,0.793264
0.005,0.2922,0.771378
0.054,0.326047,0.739409
0.089,0.189192,0.710846
0.089,0.214669,0.696808
0.06,0.218006,0.708564
0.072,0.32168,0.746889
0.068,0.201663,0.806408
0.071,0.186157,0.870477
0.032,0.180185,0.922896
0.001,0.186157,0.942693
0.0,0.19226,0.919254
0.0,0.211367,0.867427
0.0,0.304603,0.789102
0.0,0.343908,0.711803
0.0,0.396365,0.588679
0.0,0.504922,0.600337
0.0,0.540974,0.618825
0.0,0.652355,0.639924
0.0,0.793832,0.667001
0.0,1.0,0.696071
0.0,1.0,0.721244
0.0,1.0,0.737643
0.0,1.0,0.741827
0.0,1.0,0.734145
0.001,1.0,0.714566
0.01,1.0,0.688387
0.019,1.0,0.663664
0.02,1.0,0.652464
0.025,1.0,0.661887
0.04,1.0,0.695957
0.099,0.842421,0.747708
0.101,0.585158,0.811231
0.053,0.487512,0.871711
0.001,0.411544,0.902518
0.0,0.357724,0.889963
0.0,0.453903,0.837276
0.0,0.547145,0.760833
0.0,0.572297,0.688505
0.0,0.666384,0.573053
0.0,0.631683,0.585693
0.0,0.481799,0.603745
0.0,0.396365,0.629086
0.0,0.427105,0.660722
0.0,0.453903,0.695557
0.0,0.371906,0.727821
0.0,0.367138,0.749284
0.0,0.416688,0.756871
0.0,0.353079,0.745799
0.004,0.2922,0.72196
0.062,0.238755,0.690939
0.17,0.245954,0.661693
0.205,0.211367,0.646137
0.224,0.253295,0.650974
0.208,0.371906,0.686783
0.231,0.218006,0.744593
0.141,0.353079,0.815284
0.038,0.510816,0.87503
0.001,0.92774,0.896787
0.0,1.0,0.873502
0.0,1.0,0.816349
0.0,1.0,0.741796
0.0,1.0,0.669758
0.0,1.0,0.554887
0.0,1.0,0.560071
0.0,1.0,0.572049
0.0,1.0,0.589916
0.0,1.0,0.611765
0.0,1.0,0.638938
0.0,1.0,0.665673
0.0,1.0,0.686184
0.0,1.0,0.694772
0.0,0.936575,0.685902
0.001,0.666384,0.669141
0.025,0.459394,0.646825
0.061,0.183155,0.62564
0.076,0.147012,0.615689
0.077,0.157572,0.625906
0.074,0.317352,0.661063
0.031,0.376715,0.71753
0.017,0.547145,0.779309
0.006,0.875891,0.827812
0.0,1.0,0.84243
0.0,1.0,0.816549
0.0,1.0,0.7622
0.0,1.0,0.690859
0.0,1.0,0.622905
0.0,1.0,0.51776
0.0,1.0,0.52737
0.0,1.0,0.543026
0.0,1.0,0.565265
0.0,1.0,0.591019
0.0,1.0,0.61871
0.0,1.0,0.643021
0.0,1.0,0.660455
0.0,1.0,0.667961
0.0,1.0,0.664212
0.0,1.0,0.65196
0.003,0.793832,0.637108
0.014,0.624891,0.620668
0.029,0.673473,0.614433
0.128,0.680612,0.622397
0.287,0.78592,0.651065
0.209,1.0,0.708385
0.14,1.0,0.775856
0.066,1.0,0.834026
0.003,1.0,0.858901
0.0,1.0,0.838531
0.0,1.0,0.78551
0.0,1.0,0.71542
0.0,1.0,0.648926
0.0,1.0,0.539385
0.0,1.0,0.553286
0.0,1.0,0.57369
0.0,1.0,0.597834
0.0,1.0,0.628
0.0,1.0,0.660497
0.0,1.0,0.68971
0.0,1.0,0.709279
0.0,1.0,0.715643
0.0,1.0,0.707395
0.005,1.0,0.686922
0.027,1.0,0.660939
0.028,1.0,0.64522
0.04,1.0,0.635006
0.072,1.0,0.642622
0.092,1.0,0.670102
0.151,1.0,0.723932
0.123,1.0,0.789995
0.061,1.0,0.844133
0.004,1.0,0.867209
0.0,1.0,0.847617
0.0,1.0,0.79492
0.0,1.0,0.724817
0.0,1.0,0.654397
0.0,1.0,0.545168
0.0,1.0,0.557894
0.0,0.826011,0.575781
0.0,0.604807,0.601384
0.0,0.565939,0.630273
0.0,0.459394,0.660611
0.0,0.411544,0.689826
0.0,0.300431,0.70859
0.0,0.39139,0.7174
0.0,0.242337,0.710758
0.005,0.218006,0.694148
0.032,0.186157,0.669443
0.051,0.050805,0.646807
0.046,0.020036,0.638757
0.039,0.010523,0.651642
0.035,0.004377,0.691417
0.023,0.0,0.751328
0.014,0.0,0.818892
0.011,0.010523,0.874899
0.001,0.033072,0.898665
0.0,0.048307,0.87829
0.0,0.039133,0.827262
0.0,0.026012,0.752564
0.0,0.02442,0.681779
0.0,0.04021,0.57107
0.0,0.030292,0.583664
0.0,0.033072,0.603639
0.0,0.04021,0.626905
0.0,0.036018,0.656269
0.0,0.037037,0.687857
0.0,0.036018,0.716638
0.0,0.115967,0.734546
0.0,0.565939,0.738716
0.0,0.901567,0.736733
0.008,0.624891,0.717879
0.086,0.49327,0.688549
0.197,0.186157,0.66015
0.268,0.326047,0.6461
0.296,0.343908,0.655417
0.284,0.448456,0.691488
0.226,0.443053,0.753106
0.144,0.362411,0.823605
0.068,0.334898,0.882873
0.005,0.339383,0.910848
0.0,0.330452,0.89115
0.0,0.339383,0.832842
0.0,0.353079,0.756804
0.0,0.308814,0.684103
0.0,0.168626,0.569819
0.0,0.152231,0.583671
0.0,0.127329,0.602982
0.0,0.160289,0.627597
0.0,0.122699,0.657712
0.0,0.056057,0.69314
0.0,0.109486,0.724499
0.0,0.044716,0.745864
0.0,0.031201,0.751784
0.0,0.082418,0.743206
0.008,0.168626,0.719461
0.079,0.362411,0.6878
0.21,0.522741,0.659431
0.275,0.754798,0.646849
0.224,0.954414,0.656925
0.121,1.0,0.696999
0.051,1.0,0.759084
0.022,1.0,0.823634
0.009,1.0,0.869107
0.001,1.0,0.883669
0.0,0.963418,0.857768
0.0,0.754798,0.800727
0.0,0.638525,0.72759
0.0,0.624891,0.658422
0.0,0.432378,0.547162
0.0,0.453903,0.557357
0.0,0.427105,0.573243
0.0,0.443053,0.595991
0.0,0.330452,0.62247
0.0,0.427105,0.651678
0.0,0.416688,0.679731
0.0,0.611453,0.697403
0.0,0.842421,0.702835
0.0,1.0,0.693905
0.002,1.0,0.673787
0.052,1.0,0.645229
0.128,0.963418,0.621156
0.169,1.0,0.612726
0.218,0.842421,0.625853
0.296,0.732004,0.662576
0.23,0.659344,0.723416
0.166,0.754798,0.792197
0.075,0.747149,0.851385
0.007,0.78592,0.878631
0.0,0.809815,0.86169
0.0,0.809815,0.803477
0.0,0.826011,0.730092
0.0,0.884395,0.660686
0.0,1.0,0.550898
0.0,1.0,0.56437
0.0,0.954414,0.583762
0.0,0.981596,0.608984
0.0,1.0,0.638226
0.0,1.0,0.668946
0.0,1.0,0.699287
0.0,1.0,0.722352
0.0,1.0,0.736179
0.0,1.0,0.735009
0.011,0.817886,0.7162
0.106,0.842421,0.687702
0.206,0.453903,0.661556
0.228,0.910236,0.652578
0.272,0.778061,0.664245
0.25,0.565939,0.702391
0.214,0.348473,0.762388
0.174,0.198495,0.831851
0.069,0.204864,0.895563
0.008,0.163036,0.921787
0.0,0.136935,0.905727
0.0,0.136935,0.846466
0.0,0.204864,0.771699
0.0,0.264579,0.698338
0.0,0.272284,0.580933
0.0,0.288142,0.592438
0.0,0.253295,0.610685
0.0,0.13941,0.635603
0.0,0.049546,0.666807
0.0,0.008453,0.699654
0.0,0.037037,0.728929
0.0,0.249606,0.752027
0.0,0.272284,0.765332
0.0,0.308814,0.752608
0.014,0.308814,0.735703
0.097,0.245954,0.704264
0.203,0.160289,0.67173
0.298,0.091501,0.651755
0.355,0.047089,0.655293
0.306,0.013423,0.686684
0.25,0.032127,0.74534
0.169,0.07896,0.813289
0.083,0.063115,0.874804
0.008,0.067622,0.904567
0.0,0.109486,0.889905
0.0,0.177247,0.834422
0.0,0.19226,0.760742
0.0,0.204864,0.688422
0.0,0.313064,0.573904
0.0,0.249606,0.586547
0.0,0.189192,0.604618
0.0,0.245954,0.629294
0.0,0.326047,0.65877
0.0,0.396365,0.690479
0.0,0.39139,0.718588
0.0,0.308814,0.738977
0.0,0.272284,0.745648
0.0,0.249606,0.742766
0.017,0.198495,0.722975
0.094,0.147012,0.691226
0.199,0.035017,0.660583
0.254,0.038075,0.64728
0.272,0.035017,0.655165
0.242,0.049546,0.69201
0.231,0.070742,0.751966
0.184,0.103251,0.821421
0.082,0.132074,0.887373
0.008,0.058813,0.916403
0.0,0.031201,0.903391
0.0,0.026012,0.849763
0.0,0.018056,0.777187
0.0,0.020727,0.700297
0.0,0.072338,0.584372
0.0,0.052086,0.595307
0.0,0.049546,0.61298
0.0,0.045892,0.637988
0.0,0.038075,0.670015
0.0,0.039133,0.705262
0.0,0.044716,0.737113
0.0,0.053388,0.761239
0.0,0.06917,0.77219
0.0,0.058813,0.766647
0.024,0.034036,0.74468
0.131,0.007352,0.708413
0.238,0.0,0.672848
0.322,0.0,0.656497
0.333,0.00012,0.666034
0.307,0.010523,0.703504
0.252,0.023649,0.763597
0.198,0.038075,0.834999
0.096,0.045892,0.896918
0.01,0.037037,0.926152
0.0,0.027672,0.912884
0.0,0.02442,0.861363
0.0,0.018701,0.788564
0.0,0.012906,0.717354
0.0,0.006674,0.598523
0.0,0.006038,0.612287
0.0,0.004377,0.633088
0.0,0.003459,0.660938
0.0,0.002505,0.692609
0.0,0.000517,0.723703
0.0,1.5e-5,0.753204
0.0,0.0,0.773774
0.0,0.0,0.780799
0.0,0.0,0.766351
0.023,0.0,0.747521
0.123,0.0,0.711171
0.22,0.0,0.67773
0.294,0.0,0.661323
0.349,6.0e-6,0.667283
0.305,9.9e-5,0.702496
0.242,0.000272,0.762502
0.121,0.000358,0.837474
0.068,0.002026,0.90052
0.007,0.012906,0.928822
0.0,0.02442,0.910601
0.0,0.030292,0.854664
0.0,0.045892,0.777491
0.0,0.064594,0.702829
0.0,0.07896,0.583912
0.0,0.087791,0.596111
0.0,0.095313,0.613809
0.0,0.109486,0.636804
0.0,0.132074,0.668057
0.0,0.13941,0.701707
0.0,0.122699,0.732625
0.0,0.111619,0.755013
0.0,0.127329,0.764275
0.0,0.163036,0.759602
0.024,0.198495,0.740944
0.128,0.211367,0.713126
0.254,0.089633,0.686207
0.342,0.141914,0.671855
0.384,0.19226,0.678759
0.338,0.224783,0.716186
0.298,0.296296,0.777362
0.209,0.411544,0.849058
0.109,0.553363,0.910889
0.015,0.659344,0.939413
0.0,0.778061,0.920921
0.0,0.834189,0.862485
0.0,0.867442,0.787088
0.0,0.867442,0.713761
0.0,0.747149,0.595461
0.0,0.859047,0.609159
0.0,0.801797,0.629205
0.0,0.754798,0.656213
0.0,0.826011,0.688372
0.0,0.809815,0.722252
0.0,0.717066,0.75325
0.0,0.687801,0.773823
0.0,0.73955,0.780851
0.0,0.78592,0.771222
0.017,0.793832,0.74759
0.068,0.680612,0.718042
