SOLAR,WIND,LOAD_E
0.0,1.0,0.556788
0.0,1.0,0.571166
0.0,1.0,0.590883
0.0,1.0,0.615048
0.0,1.0,0.64686
0.0,1.0,0.677996
0.0,1.0,0.708004
0.0,1.0,0.730623
0.0,0.936575,0.741429
0.0,0.809815,0.737096
0.0,0.963418,0.723168
0.022,0.850707,0.691872
0.095,0.981596,0.666158
0.166,0.547145,0.652567
0.153,0.801797,0.662653
0.159,0.624891,0.700707
0.087,0.122699,0.763222
0.036,0.039133,0.835743
0.004,0.010974,0.895022
0.0,0.000517,0.915204
0.0,0.0,0.8945
0.0,0.000202,0.838848
0.0,0.030292,0.763103
0.0,0.101227,0.692926
0.0,0.041307,0.579592
0.0,0.054712,0.589058
0.0,0.050805,0.609999
0.0,0.054712,0.634923
0.0,0.056057,0.665414
0.0,0.075601,0.697443
0.0,0.118183,0.726625
0.0,0.218006,0.743866
0.0,0.242337,0.748841
0.0,0.268413,0.743597
0.0,0.245954,0.727037
0.032,0.304603,0.697986
0.087,0.168626,0.670537
0.178,0.453903,0.657642
0.122,0.163036,0.667823
0.137,0.165815,0.706174
0.09,0.163036,0.769158
0.043,0.296296,0.844142
0.004,0.2922,0.901911
0.0,0.604807,0.918039
0.0,0.972479,0.897265
0.0,1.0,0.840476
0.0,1.0,0.758477
0.0,0.817886,0.679267
0.0,0.817886,0.560935
0.0,1.0,0.566674
0.0,1.0,0.582116
0.0,1.0,0.605215
0.0,1.0,0.628298
0.0,1.0,0.64908
0.0,1.0,0.690202
0.0,1.0,0.712319
0.0,1.0,0.724651
0.0,1.0,0.731467
0.0,1.0,0.711924
0.037,1.0,0.685778
0.079,1.0,0.660251
0.054,1.0,0.655089
0.028,1.0,0.666768
0.056,1.0,0.701784
0.095,1.0,0.757287
0.049,1.0,0.827354
0.003,1.0,0.877858
0.0,1.0,0.89976
0.0,1.0,0.882523
0.0,1.0,0.82478
0.0,1.0,0.749433
0.0,1.0,0.676608
0.0,1.0,0.565926
0.0,1.0,0.578477
0.0,0.963418,0.596342
0.0,0.884395,0.617131
0.0,1.0,0.649047
0.0,0.892953,0.680288
0.0,0.680612,0.711219
0.0,0.443053,0.734779
0.0,0.304603,0.743073
0.0,0.201663,0.735348
0.0,0.23521,0.715706
0.017,0.149606,0.688631
0.022,0.095313,0.666095
0.036,0.033072,0.654774
0.032,0.028528,0.665672
0.025,0.048307,0.705538
0.007,0.19226,0.764915
0.014,0.177247,0.821141
0.002,1.0,0.852689
0.0,1.0,0.879294
0.0,1.0,0.861542
0.0,1.0,0.807093
0.0,1.0,0.740332
0.0,1.0,0.67865
0.0,1.0,0.568255
0.0,1.0,0.580852
0.0,1.0,0.594637
