SOLAR,WIND,LOAD_E
0.0,0.433919,0.598852
0.0,0.465503,0.612049
0.0,0.584291,0.632285
0.0,0.591846,0.658808
0.0,0.607152,0.691164
0.0,0.622719,0.725218
0.0,0.39215,0.758017
0.0,0.687649,0.779525
0.0,0.98175,0.789118
0.0,0.774964,0.780128
0.0,0.562011,0.761805
0.049379,0.519165,0.733152
0.121994,0.614903,0.703073
0.187348,0.654647,0.68672
0.209133,0.569374,0.695147
0.255607,0.512243,0.730989
0.180086,0.821264,0.792544
0.065354,1.0,0.865727
0.007262,1.0,0.923859
0.0,1.0,0.945741
0.0,1.0,0.922226
0.0,1.0,0.856148
0.0,1.0,0.776232
0.0,1.0,0.701652
0.0,1.0,0.582925
0.0,1.0,0.595807
0.0,1.0,0.612807
0.0,1.0,0.632826
0.0,1.0,0.655717
0.0,1.0,0.680205
0.0,1.0,0.701295
0.0,1.0,0.712772
0.0,1.0,0.711482
0.0,1.0,0.70068
0.0,1.0,0.685214
0.030499,1.0,0.67268
0.129256,1.0,0.656025
0.25125,1.0,0.646365
0.312247,1.0,0.657108
0.294819,1.0,0.697292
0.225108,1.0,0.761284
0.110376,1.0,0.83459
0.013071,1.0,0.894815
0.0,1.0,0.917092
0.0,1.0,0.895314
0.0,1.0,0.835777
0.0,1.0,0.762921
0.0,1.0,0.692758
0.0,1.0,0.578759
0.0,0.654647,0.59022
0.0,0.421697,0.607743
0.0,0.39215,0.63401
0.0,0.306927,0.666709
0.0,0.297235,0.699587
0.0,0.353151,0.729678
0.0,0.364016,0.750382
0.0,0.654647,0.75798
0.0,0.679297,0.747588
0.0,0.704557,0.726814
0.013071,0.375102,0.702537
0.027594,0.099159,0.683405
0.060997,0.118774,0.674889
0.053735,0.116193,0.692353
0.046474,0.037154,0.73783
0.043569,0.007685,0.804401
0.031951,1.6e-5,0.877675
0.004357,0.0,0.936584
0.0,0.000722,0.958754
0.0,0.01155,0.929792
0.0,0.064896,0.860337
0.0,0.152799,0.77394
0.0,0.1892,0.699577
0.0,0.397945,0.585066
0.0,0.433919,0.596653
0.0,0.386411,0.615057
0.0,0.316827,0.640898
0.0,0.278468,0.670918
0.0,0.273903,0.703998
0.0,0.273903,0.732635
0.0,0.235043,0.754266
0.0,0.239166,0.765311
0.0,0.185675,0.764134
0.0,0.185675,0.747046
0.058092,0.14082,0.717308
0.168468,0.058188,0.68387
0.24544,0.066649,0.663211
0.281748,0.090218,0.669635
0.241083,0.058188,0.707273
0.196062,0.0721,0.768574
0.107471,0.055015,0.848331
0.014523,0.073981,0.918709
0.0,0.118774,0.94889
0.0,0.121394,0.930424
0.0,0.0924,0.876256
0.0,0.106239,0.801492
0.0,0.146728,0.728455
0.0,0.182193,0.608444
0.0,0.207498,0.621834
0.0,0.264924,0.640986
0.0,0.321856,0.665704
0.0,0.326938,0.694631
0.0,0.283084,0.72649
0.0,0.182193,0.753606
0.0,0.137927,0.7733
0.0,0.135073,0.78113
0.0,0.129485,0.773898
0.0,0.143754,0.757386
0.039212,0.168703,0.731261
0.106019,0.070251,0.706609
0.209133,0.044819,0.690947
0.200419,0.027378,0.700988
0.1888,0.022774,0.737155
0.123446,0.017969,0.796571
