SOLAR,WIND,LOAD_E
0.0,0.446375,0.547617
0.0,0.471998,0.559384
0.0,0.519165,0.579704
0.0,0.403797,0.599505
0.0,0.375102,0.627372
0.0,0.337261,0.657368
0.0,0.353151,0.684296
0.0,0.369531,0.705357
0.0,0.353151,0.715898
0.0,0.302055,0.711305
0.0,0.269388,0.694828
0.015975,0.211293,0.673605
0.045022,0.165438,0.652462
0.103114,0.165438,0.637438
0.191705,0.203748,0.641507
0.137969,0.165438,0.668141
0.045022,0.28775,0.714125
0.015975,0.39215,0.766734
0.001452,0.498584,0.80718
0.0,0.526149,0.820709
0.0,0.226938,0.800619
0.0,0.292467,0.754135
0.0,0.175362,0.694516
0.0,0.099159,0.636383
0.0,0.027378,0.629564
0.0,0.000639,0.642529
0.0,0.000428,0.664714
0.0,0.003422,0.689818
0.0,0.032564,0.718112
0.0,0.073981,0.746538
0.0,0.037154,0.777811
0.0,0.19277,0.798972
0.0,0.222957,0.816646
0.0,0.283084,0.810721
0.0,0.28775,0.787842
0.045022,0.19277,0.754549
0.171373,0.182193,0.721273
0.268677,0.132259,0.700717
0.310794,0.099159,0.70696
0.284653,0.090218,0.736229
0.191705,0.059819,0.792556
0.092948,0.079819,0.866193
0.011618,0.152799,0.920713
0.0,0.155896,0.941878
0.0,0.129485,0.922033
0.0,0.083877,0.870775
0.0,0.0721,0.80613
0.0,0.090218,0.743806
0.0,0.118774,0.638527
0.0,0.14082,0.650533
0.0,0.126749,0.666569
0.0,0.185675,0.689337
0.0,0.222957,0.715724
0.0,0.222957,0.746669
0.0,0.326938,0.770427
0.0,0.297235,0.788579
0.0,0.273903,0.795519
0.0,0.403797,0.78627
0.0,0.375102,0.767425
0.03776,0.358556,0.743427
0.136517,0.386411,0.715633
0.242536,0.48517,0.697692
0.241083,0.599467,0.701992
0.098757,0.421697,0.732371
0.053735,0.614903,0.784164
0.024689,0.756942,0.843426
0.004357,0.971155,0.887813
0.0,1.0,0.903408
0.0,1.0,0.882799
0.0,1.0,0.829997
0.0,1.0,0.76435
0.0,1.0,0.700289
0.0,1.0,0.602659
0.0,1.0,0.61399
0.0,0.919325,0.631893
0.0,1.0,0.653953
0.0,1.0,0.681273
0.0,1.0,0.710633
0.0,1.0,0.738417
0.0,1.0,0.762721
0.0,1.0,0.775082
0.0,1.0,0.771639
0.0,1.0,0.755213
0.039212,1.0,0.730967
0.091496,1.0,0.704855
0.21349,1.0,0.692136
0.261416,0.646565,0.698286
0.225108,1.0,0.727836
0.168468,1.0,0.779313
0.090043,1.0,0.84127
0.011618,1.0,0.892795
0.0,1.0,0.911775
0.0,0.704557,0.892591
0.0,0.5768,0.843776
0.0,0.622719,0.781943
0.0,0.302055,0.718378
0.0,0.196384,0.627655
0.0,0.14082,0.64284
0.0,0.332073,0.655179
0.0,0.269388,0.685338
0.0,0.200043,0.715946
0.0,0.222957,0.750187
0.0,0.235043,0.778187
0.0,0.207498,0.803574
0.0,0.07784,0.817751
0.0,0.018718,0.818143
0.0,0.011009,0.802618
0.059545,0.002535,0.768821
0.178634,0.002535,0.731876
0.275939,0.042158,0.711765
0.32096,0.00234,0.716852
0.273034,0.005108,0.750546
0.230917,0.003184,0.80574
0.119089,0.009013,0.876548
0.015975,0.043475,0.942131
0.0,0.037154,0.968647
0.0,0.053472,0.952237
0.0,0.059819,0.900768
0.0,0.059819,0.83168
0.0,0.033674,0.765997
0.0,0.020277,0.661506
0.0,0.017241,0.6762
0.0,0.006127,0.695278
0.0,0.00198,0.721537
0.0,0.007685,0.745588
0.0,0.009013,0.777247
0.0,0.003422,0.809751
0.0,0.006877,0.832484
0.0,0.005434,0.844105
0.0,0.012109,0.838638
0.0,0.010485,0.820548
0.050831,0.003673,0.78813
0.140874,0.000189,0.757612
0.242536,0.00234,0.740838
0.325317,0.003935,0.742416
0.30789,0.004796,0.772587
0.225108,0.007273,0.826474
0.106019,0.035969,0.892715
0.015975,0.068435,0.952744
0.0,0.0924,0.972066
0.0,0.129485,0.949951
0.0,0.126749,0.894821
0.0,0.132259,0.822005
0.0,0.200043,0.755825
0.0,0.219023,0.564019
0.0,0.239166,0.573643
0.0,0.415673,0.588819
0.0,0.332073,0.61158
0.0,0.774964,0.639987
0.0,0.756942,0.668848
0.0,0.84991,0.695642
0.0,0.756942,0.713957
0.0,0.599467,0.719647
0.0,0.491846,0.711964
0.0,0.375102,0.693086
0.007262,0.380729,0.667314
0.023237,0.264924,0.64247
0.074068,0.226938,0.627066
0.100209,0.278468,0.642101
0.05664,0.143754,0.666446
0.047926,0.059819,0.709836
0.020332,0.050475,0.760129
0.004357,0.024548,0.800207
0.0,0.039603,0.813598
0.0,0.0924,0.787363
0.0,0.111141,0.73306
0.0,0.108672,0.676914
0.0,0.159035,0.62915
0.0,0.113648,0.540475
0.0,0.094618,0.548674
0.0,0.0924,0.57021
0.0,0.099159,0.594363
0.0,0.09687,0.619814
0.0,0.126749,0.652324
0.0,0.094618,0.680837
0.0,0.068435,0.702417
0.0,0.050475,0.704291
0.0,0.040867,0.697358
0.0,0.015174,0.690773
0.034855,0.007685,0.652977
0.111828,0.009013,0.626363
0.15104,0.001376,0.60959
0.185896,0.0,0.610587
0.230917,0.0,0.635852
0.168468,0.0,0.686391
0.07552,0.0,0.744247
0.013071,0.0,0.784847
0.0,0.0,0.819409
0.0,0.0,0.803545
0.0,0.0,0.766132
0.0,0.0,0.700708
0.0,0.000127,0.644304
0.0,2.4e-5,0.636243
0.0,0.007685,0.648771
0.0,0.004796,0.657794
0.0,0.001816,0.682035
0.0,0.004209,0.716268
0.0,0.008112,0.74592
0.0,0.019487,0.771012
0.0,0.035969,0.788475
0.0,0.02938,0.794704
0.0,0.059819,0.788274
0.0,0.14082,0.770064
0.008714,0.172011,0.741342
0.072615,0.243338,0.71233
0.095852,0.403797,0.700112
0.047926,0.342504,0.706347
0.036308,0.415673,0.735587
0.059545,0.452692,0.784759
0.030499,0.465503,0.844067
0.001452,0.512243,0.890101
0.0,0.756942,0.906562
0.0,0.821264,0.886688
0.0,0.811861,0.836695
0.0,0.756942,0.771224
0.0,1.0,0.708529
0.0,1.0,0.609158
0.0,1.0,0.619483
0.0,1.0,0.635221
0.0,0.909186,0.659211
0.0,0.168703,0.689281
0.0,0.302055,0.721638
0.0,0.137927,0.758757
0.0,0.059819,0.787131
0.0,0.047591,0.806119
0.0,0.021088,0.793961
0.0,0.00234,0.780411
0.05664,0.008112,0.745375
0.143779,0.014524,0.713667
0.175729,0.007685,0.696385
0.153945,0.009013,0.701306
0.271582,0.007685,0.727662
0.161206,0.009977,0.776993
0.068259,0.006127,0.83725
0.013071,0.031478,0.892591
0.0,0.047591,0.914859
0.0,0.068435,0.896412
0.0,0.099159,0.842829
0.0,0.152799,0.781073
0.0,0.196384,0.716293
0.0,0.247557,0.617503
0.0,0.247557,0.627421
0.0,0.278468,0.641643
0.0,0.273903,0.664671
0.0,0.415673,0.696872
0.0,0.696069,0.730236
0.0,0.899121,0.761542
0.0,1.0,0.778747
0.0,1.0,0.780623
0.0,1.0,0.769396
0.0,1.0,0.747541
0.005809,1.0,0.717593
0.030499,1.0,0.684856
0.175729,1.0,0.669328
0.280296,1.0,0.680329
0.273034,1.0,0.709749
0.162659,1.0,0.76708
0.082782,1.0,0.825069
0.01888,1.0,0.875699
0.0,1.0,0.893526
0.0,1.0,0.874742
0.0,1.0,0.826951
0.0,1.0,0.76364
0.0,1.0,0.703489
0.0,1.0,0.607565
0.0,1.0,0.620117
0.0,1.0,0.638193
0.0,1.0,0.662296
0.0,1.0,0.693761
0.0,1.0,0.724351
0.0,1.0,0.754737
0.0,1.0,0.774568
0.0,1.0,0.780661
0.0,1.0,0.776467
0.001452,1.0,0.757866
0.050831,0.83074,0.730218
0.111828,0.704557,0.704128
0.198966,0.519165,0.6889
0.242536,1.0,0.698837
0.100209,0.375102,0.731071
0.101662,0.326938,0.782062
0.059545,0.235043,0.841933
0.008714,0.292467,0.891885
0.0,0.269388,0.910849
0.0,0.235043,0.895709
0.0,0.203748,0.8452
0.0,0.175362,0.779063
0.0,0.239166,0.724726
0.0,0.059819,0.629187
0.0,0.005108,0.64271
0.0,0.950196,0.664905
0.0,1.0,0.688812
0.0,1.0,0.720833
0.0,1.0,0.743457
0.0,1.0,0.769133
0.0,1.0,0.792168
0.0,1.0,0.800561
0.0,0.721741,0.797595
0.001452,0.784081,0.778469
0.05664,0.403797,0.754762
0.175729,0.478554,0.720186
0.2832,0.491846,0.704052
0.310794,0.465503,0.714788
0.284653,0.364016,0.744401
0.197514,0.19277,0.799169
0.084234,0.235043,0.86414
0.021785,0.353151,0.917746
0.0,0.512243,0.944617
0.0,1.0,0.891716
0.0,1.0,0.83916
0.0,1.0,0.774894
0.0,1.0,0.713187
0.0,1.0,0.537767
0.0,1.0,0.549351
0.0,1.0,0.56586
0.0,1.0,0.588278
0.0,1.0,0.614004
0.0,1.0,0.645104
0.0,1.0,0.672137
0.0,0.704557,0.694093
0.0,0.687649,0.700825
0.0,0.478554,0.695146
0.001452,0.353151,0.679072
0.050831,0.099159,0.653198
0.175729,0.519165,0.624901
0.193157,0.302055,0.61528
0.177182,0.421697,0.623542
0.23237,0.415673,0.6488
0.148136,0.273903,0.693434
0.140874,0.386411,0.74583
0.027594,0.730437,0.794944
0.0,0.730437,0.811812
0.0,0.540305,0.798216
0.0,0.342504,0.753849
0.0,0.403797,0.693035
0.0,0.278468,0.641168
0.0,0.297235,0.551745
0.0,0.203748,0.566047
0.0,0.175362,0.584036
0.0,0.207498,0.601903
0.0,0.162215,0.63152
0.0,0.162215,0.661708
0.0,0.099159,0.688811
0.0,0.0721,0.709386
0.0,0.079819,0.719354
0.0,0.07784,0.711061
0.001452,0.063173,0.692205
0.055188,0.022774,0.660697
0.142326,0.003184,0.631043
0.180086,0.003422,0.615833
0.225108,0.000156,0.620221
0.239631,0.000156,0.647647
0.174277,0.000227,0.695916
0.126351,0.000562,0.753819
0.029046,0.000317,0.813209
0.0,6.0e-6,0.839737
0.0,0.0,0.822728
0.0,0.0,0.774318
0.0,0.0,0.71677
0.0,0.00234,0.657943
0.0,0.01155,0.64914
0.0,0.012685,0.660781
0.0,0.005774,0.673042
0.0,0.012109,0.69846
0.0,0.012109,0.734686
0.0,0.01155,0.765842
0.0,0.013893,0.801996
0.0,0.005108,0.821004
0.0,0.006495,0.836774
0.0,0.00198,0.834187
0.001452,0.008112,0.811408
0.078425,0.001247,0.776646
0.204776,0.0,0.743289
0.309342,0.0,0.722346
0.363077,0.0,0.726271
0.297723,0.0,0.757057
0.249797,0.0,0.811995
0.130708,0.0,0.879453
0.031951,0.000909,0.940366
0.0,0.002956,0.96274
0.0,0.000492,0.946463
0.0,0.0,0.896084
0.0,0.0,0.827364
0.0,0.0,0.762034
0.0,0.0,0.658541
0.0,0.0,0.672617
0.0,0.0,0.692174
0.0,0.0,0.718315
0.0,0.0,0.751653
0.0,0.0,0.794775
0.0,8.0e-5,0.823876
0.0,0.0,0.847697
0.0,0.0,0.854499
0.0,0.0,0.841906
0.002905,0.0,0.824422
0.081329,0.0,0.789883
0.210585,0.0,0.758023
0.312247,0.0,0.738088
0.34565,0.0,0.748553
0.229465,0.0,0.779659
0.217846,0.0,0.833327
0.133612,0.0,0.897023
0.033403,0.0,0.95649
0.0,0.0,0.979176
0.0,0.0,0.963343
0.0,0.000269,0.90517
0.0,3.0e-6,0.83434
0.0,0.0,0.7678
0.0,0.0,0.661841
0.0,0.0,0.675414
0.0,0.0,0.688669
0.0,6.0e-6,0.716484
0.0,2.4e-5,0.750998
0.0,0.0,0.784878
0.0,4.6e-5,0.817004
0.0,3.4e-5,0.839935
0.0,0.0,0.848082
0.0,0.0,0.839766
0.001452,0.0,0.818221
0.046474,0.0,0.789192
0.114732,0.0,0.75992
0.275939,0.0,0.738062
0.338388,0.0,0.747252
0.236726,0.0,0.774975
0.219299,0.0,0.82547
0.111828,0.0,0.886286
0.023237,0.0,0.94112
0.0,0.0,0.958571
0.0,1.6e-5,0.938362
0.0,3.0e-6,0.885412
0.0,3.0e-6,0.821023
0.0,1.0e-5,0.756851
0.0,0.0,0.649071
0.0,0.0,0.663532
0.0,0.000722,0.688635
0.0,0.000428,0.718857
0.0,2.4e-5,0.747816
0.0,0.000492,0.784182
0.0,0.003935,0.818333
0.0,0.001816,0.842002
0.0,0.000639,0.853717
0.0,0.002155,0.844648
0.002905,0.001247,0.824353
0.07552,0.0,0.784515
0.209133,0.0,0.747699
0.299176,0.0,0.72353
0.36453,0.0,0.726831
