SOLAR,WIND,LOAD_E
0.0,0.160289,0.551535
0.0,0.189192,0.562458
0.0,0.195361,0.579156
0.0,0.288142,0.601435
0.0,0.386457,0.630342
0.0,0.313064,0.66454
0.0,0.396365,0.693954
0.0,0.386457,0.710337
0.0,0.396365,0.715025
0.0,0.343908,0.70675
0.0,0.376715,0.686246
0.008,0.416688,0.660241
0.014,0.353079,0.635603
0.034,0.186157,0.624004
0.092,0.224783,0.641927
0.1,0.371906,0.679591
0.115,0.453903,0.741119
0.026,0.49327,0.80969
0.004,0.49327,0.866172
0.0,0.793832,0.886734
0.0,0.801797,0.869712
0.0,0.702332,0.813746
0.0,0.604807,0.742832
0.0,0.540974,0.670668
0.0,0.659344,0.559065
0.0,0.709673,0.571452
0.0,0.406442,0.593155
0.0,0.611453,0.615285
0.0,0.401383,0.644105
0.0,0.396365,0.67588
0.0,0.427105,0.701747
0.0,0.432378,0.725795
0.0,0.572297,0.733144
0.0,0.516755,0.728012
0.0,0.432378,0.707768
0.028,0.401383,0.68024
0.082,0.296296,0.655721
0.127,0.183155,0.64459
0.108,0.113779,0.662151
0.068,0.063115,0.699375
0.099,0.084184,0.757374
0.057,0.038075,0.831179
0.007,0.056057,0.893091
0.0,0.082418,0.913229
0.0,0.048307,0.889517
0.0,0.037037,0.838837
0.0,0.012906,0.760528
0.0,0.021433,0.692098
0.0,0.021433,0.574315
0.0,0.064594,0.586346
0.0,0.042423,0.603754
0.0,0.018056,0.627008
0.0,0.009659,0.657851
0.0,0.007352,0.68797
0.0,0.008843,0.716756
0.0,0.007352,0.737093
0.0,0.025208,0.746229
0.0,0.026834,0.73932
0.0,0.020036,0.722015
0.023,0.010523,0.693993
0.092,0.017426,0.663754
0.136,0.004892,0.649534
0.142,0.004377,0.661882
0.095,0.001613,0.699892
0.063,0.000794,0.760546
0.029,0.007352,0.833689
0.003,0.018056,0.887693
0.0,0.018701,0.90771
0.0,0.022156,0.891181
0.0,0.009659,0.83193
0.0,0.007352,0.761945
0.0,0.010974,0.689511
0.0,0.006674,0.578578
0.0,0.004134,0.592011
0.0,0.000358,0.606198
0.0,0.000963,0.634481
0.0,0.004134,0.663462
0.0,0.007352,0.693077
0.0,0.009245,0.718049
0.0,0.028528,0.734281
0.0,0.022156,0.740042
0.0,0.034036,0.734019
0.0,0.064594,0.716851
0.026,0.06917,0.691345
0.071,0.056057,0.664961
0.091,0.125,0.655192
0.068,0.097258,0.672202
0.044,0.118183,0.70679
0.028,0.103251,0.765421
0.017,0.067622,0.83141
0.003,0.087791,0.885266
0.0,0.129687,0.903163
0.0,0.109486,0.877685
0.0,0.129687,0.819317
0.0,0.107381,0.745336
0.0,0.113779,0.672931
0.0,0.087791,0.560207
0.0,0.077268,0.570642
0.0,0.132074,0.589618
0.0,0.186157,0.610195
0.0,0.25702,0.636562
0.0,0.453903,0.665654
0.0,0.559627,0.6927
0.0,0.604807,0.711526
0.0,0.604807,0.719568
0.0,0.540974,0.714565
0.0,0.448456,0.69547
0.023,0.406442,0.670701
0.074,0.411544,0.647234
0.084,0.565939,0.636959
0.102,0.411544,0.653626
0.081,0.25702,0.689555
0.037,0.348473,0.7502
0.022,0.23521,0.814838
0.004,0.228224,0.870654
0.0,0.228224,0.892354
0.0,0.19226,0.872182
0.0,0.201663,0.815116
0.0,0.23521,0.740657
0.0,0.25702,0.671798
0.0,0.201663,0.559875
0.0,0.132074,0.569645
0.0,0.125,0.592664
0.0,0.136935,0.616182
0.0,0.077268,0.645044
0.0,0.063115,0.675318
0.0,0.049546,0.704381
0.0,0.04021,0.723538
0.0,0.043559,0.73254
0.0,0.026012,0.729078
0.0,0.018056,0.709612
0.027,0.011914,0.685916
0.075,0.007352,0.658186
0.1,0.004377,0.644031
0.048,0.006351,0.655514
0.09,0.002026,0.693962
0.052,0.002178,0.755857
0.027,0.002505,0.825745
0.005,0.004377,0.884291
0.0,0.007352,0.909403
0.0,0.010085,0.892842
0.0,0.003675,0.837251
0.0,8.1e-5,0.765938
0.0,0.0,0.69778
0.0,8.1e-5,0.588607
0.0,0.004377,0.600263
0.0,0.000313,0.613331
0.0,0.002505,0.638376
0.0,0.00463,0.671972
0.0,0.007352,0.704316
0.0,0.02442,0.726523
0.0,0.058813,0.747968
