SOLAR,WIND,LOAD_E
0.0,0.401383,0.560709
0.0,0.464928,0.572466
0.0,0.371906,0.588118
0.0,0.343908,0.610757
0.0,0.308814,0.637902
0.0,0.296296,0.668606
0.0,0.367138,0.701374
0.0,0.432378,0.723738
0.0,0.49327,0.734384
0.0,0.510816,0.731694
0.0,0.53485,0.714571
0.038,0.516755,0.687604
0.105,0.357724,0.659132
0.168,0.53485,0.644278
0.191,0.680612,0.650505
0.145,0.817886,0.685474
0.067,0.859047,0.743162
0.03,1.0,0.810015
0.004,1.0,0.862486
0.0,1.0,0.879886
0.0,1.0,0.854015
0.0,1.0,0.791605
0.0,1.0,0.716731
0.0,1.0,0.647827
0.0,1.0,0.541306
0.0,1.0,0.551373
0.0,1.0,0.567069
0.0,1.0,0.589572
0.0,1.0,0.616456
0.0,1.0,0.646128
0.0,1.0,0.673163
0.0,0.78592,0.691441
0.0,0.624891,0.698442
0.0,0.565939,0.694443
0.0,0.522741,0.679878
0.016,0.516755,0.654106
0.019,0.631683,0.632681
0.028,0.709673,0.625574
0.065,0.547145,0.638219
0.143,0.53485,0.674073
0.127,0.348473,0.733381
0.074,0.245954,0.804073
0.008,0.284121,0.863173
0.0,0.334898,0.885712
0.0,0.353079,0.865688
0.0,0.353079,0.809046
0.0,0.330452,0.738541
0.0,0.353079,0.670639
0.0,0.401383,0.559649
0.0,0.470508,0.572692
0.0,0.604807,0.589695
0.0,0.652355,0.612395
0.0,0.875891,0.638882
0.0,1.0,0.667331
0.0,1.0,0.692055
0.0,1.0,0.707579
0.0,1.0,0.710589
0.0,1.0,0.694956
0.0,1.0,0.675568
0.004,1.0,0.651492
0.04,1.0,0.6279
0.121,1.0,0.6142
0.086,1.0,0.625123
0.06,0.945467,0.665804
0.101,0.834189,0.721811
0.062,0.842421,0.793364
0.006,1.0,0.852779
0.0,1.0,0.876111
0.0,1.0,0.859328
0.0,1.0,0.804037
0.0,1.0,0.733136
0.0,1.0,0.662671
0.0,1.0,0.552975
0.0,1.0,0.562619
0.0,1.0,0.580668
0.0,1.0,0.603011
0.0,0.842421,0.631255
0.0,0.638525,0.662408
0.0,0.578704,0.693326
0.0,0.559627,0.713821
0.0,0.638525,0.722711
0.0,0.553363,0.715196
0.0,0.448456,0.698499
0.026,0.459394,0.672856
0.059,0.376715,0.649338
0.104,0.559627,0.635344
0.149,0.963418,0.641388
0.127,0.972479,0.674232
0.094,0.842421,0.728362
0.038,0.793832,0.792961
0.006,0.834189,0.846334
0.0,0.687801,0.866445
0.0,0.53485,0.847904
0.0,0.437694,0.797102
0.0,0.459394,0.727679
