Gen_Conv_Coal_EP,Gen_VRES_Solar_elec,Demand_GC_Elec_01_elec,Gen_Conv_Coal_H2_GC,Gen_VRES_Wind_H2_GC,Offtaker_Grey_elec,Gen_Conv_Coal_H2,jy,Cons_Elec_01_H2,Offtaker_Green_H2_GC,Gen_Conv_Coal_elec_GC,Demand_GC_Elec_01_elec_GC,Offtaker_Import_EP,Gen_Conv_CCGT_EP,Gen_Conv_CCGT_H2_GC,Gen_VRES_Wind_elec,Gen_VRES_Solar_elec_GC,Gen_Conv_Biomass_EP,Demand_GC_Elec_01_EP,Offtaker_Grey_H2_GC,Offtaker_Green_EP,Gen_Conv_Biomass_elec,Offtaker_Import_H2_GC,Gen_VRES_Wind_EP,Gen_VRES_Wind_elec_GC,Demand_GC_Elec_01_H2,Prod_H2_Green_H2,Cons_Elec_01_EP,Offtaker_Grey_elec_GC,Gen_VRES_Solar_H2_GC,Offtaker_Import_elec,Demand_GC_Elec_01_H2_GC,Time,Gen_VRES_Solar_H2,Gen_Conv_CCGT_elec_GC,jd,Gen_VRES_Wind_H2,Prod_H2_Green_H2_GC,Gen_Conv_Biomass_H2_GC,Gen_Conv_CCGT_H2,Offtaker_Green_H2,Offtaker_Grey_EP,Offtaker_Green_elec,Offtaker_Grey_H2,Gen_Conv_Biomass_H2,Offtaker_Green_elec_GC,Offtaker_Import_elec_GC,Cons_Elec_01_elec,Cons_Elec_01_H2_GC,Prod_H2_Green_elec_GC,Gen_Conv_Coal_elec,Gen_Conv_Biomass_elec_GC,jh,Offtaker_Import_H2,Gen_VRES_Solar_EP,Cons_Elec_01_elec_GC,Prod_H2_Green_EP,Prod_H2_Green_elec,Gen_Conv_CCGT_elec
0.0,-6.760471416796541e-14,0.0,0.0,0.0,0.0,0.0,1,0.0,-1327.2449609297776,0.0,-10870.090099999812,-9.999843181057451e-9,0.0,0.0,14738.709867198124,-6.760471416796541e-14,0.0,0.0,-423.6375505256387,1313.1618835840625,-9.99980079868137e-9,0.0,0.0,14738.709867198124,0.0,1750.8825114454166,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,1,0.0,1750.8825114554163,0.0,0.0,-1750.8825114454166,459.83811642593747,0.0,0.0,0.0,0.0,0.0,-12112.3861,0.0,-3868.6197671983114,-9.999790949037154e-9,0.0,1,0.0,0.0,0.0,0.0,-2626.323767168125,-9.999786024179182e-9
0.0,-6.803221167450821e-14,0.0,0.0,0.0,0.0,0.0,1,0.0,-1327.2471035311846,0.0,-11070.657882399486,-9.999843181057451e-9,0.0,0.0,14977.448367198123,-6.803221167450821e-14,0.0,0.0,-423.63540792423174,1313.1618835840625,-9.99980079868137e-9,0.0,0.0,14977.448367198123,0.0,1750.8825114454166,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,1,0.0,1750.8825114554163,0.0,0.0,-1750.8825114454166,459.83811642593747,0.0,0.0,0.0,0.0,0.0,-12351.1246,0.0,-3906.7904847986374,-9.999790949037154e-9,0.0,2,0.0,0.0,0.0,0.0,-2626.323767168125,-9.999786024179182e-9
0.0,-7.4836847284681e-14,0.0,0.0,0.0,0.0,0.0,1,0.0,-1327.245387896598,0.0,-11070.65788240842,-9.999843181057451e-9,0.0,0.0,15337.223367198123,-7.4836847284681e-14,0.0,0.0,-423.6371235588183,1313.1618835840625,-9.99980079868137e-9,0.0,0.0,15337.223367198123,0.0,1750.8825114454166,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,1,0.0,1750.8825114554163,0.0,0.0,-1750.8825114454166,459.83811642593747,0.0,0.0,0.0,0.0,0.0,-12710.899599999999,0.0,-4266.565484789704,-9.999790949037154e-9,0.0,3,0.0,0.0,0.0,0.0,-2626.323767168125,-9.999786024179182e-9
0.0,-7.074767880822539e-14,0.0,0.0,0.0,0.0,0.0,1,0.0,-1327.2429600732382,0.0,-11070.657882408637,-9.999843181057451e-9,0.0,0.0,15828.993867198124,-7.074767880822539e-14,0.0,0.0,-423.63955138217796,1313.1618835840625,-9.99980079868137e-9,0.0,0.0,15828.993867198124,0.0,1750.8825114454166,0.0,0.0,0.0,0.0,0.0,4,0.0,0.0,1,0.0,1750.8825114554163,0.0,0.0,-1750.8825114454166,459.8381164259375,0.0,0.0,0.0,0.0,0.0,-13202.6701,0.0,-4758.335984789486,-9.999790949037154e-9,0.0,4,0.0,0.0,0.0,0.0,-2626.323767168125,-9.999786024179182e-9
0.0,9.999761257913964e-9,0.0,0.0,0.0,0.0,0.0,1,0.0,-1057.9969656362853,0.0,-11070.657882408703,-9.999843181057451e-9,0.0,0.0,16083.595850673819,9.999761257913964e-9,0.0,0.0,-531.8098068457138,1192.3550793539994,-9.997115011719394e-9,0.0,0.0,16083.595850673819,0.0,1589.8067724719992,0.0,0.0,0.0,0.0,0.0,5,0.0,0.0,1,0.0,1589.806772481999,0.0,0.0,-1589.8067724719992,580.6449206560005,0.0,0.0,0.0,0.0,0.0,-13792.311099999999,0.0,-5012.937968275117,-9.990917128653733e-9,0.0,5,0.0,0.0,0.0,0.0,-2384.710158707999,93.42540804416635
0.0,9.999761257913937e-9,0.0,0.0,0.0,0.0,0.0,1,0.0,-590.3493128823606,0.0,-11070.657882408737,-9.999843181057451e-9,0.0,0.0,16083.595850673819,9.999761257913937e-9,0.0,0.0,-688.4814026953096,959.1230366757529,-9.997115011719396e-9,0.0,0.0,16083.595850673819,0.0,1278.8307155676705,0.0,0.0,0.0,0.0,0.0,6,0.0,0.0,1,0.0,1278.8307155776702,0.0,0.0,-1278.8307155676705,813.876963334247,0.0,0.0,0.0,0.0,0.0,-14529.1186,0.0,-5012.937968275084,-9.990917128653748e-9,0.0,6,0.0,0.0,0.0,0.0,-1918.2460733515059,363.76882268767497
0.0,9.99976125791393e-9,0.0,0.0,0.0,0.0,0.0,1,0.0,-464.91074740643217,0.0,-11070.65788240875,-9.999843181057451e-9,0.0,0.0,16083.595850673819,9.99976125791393e-9,0.0,0.0,-701.0538613523868,874.4734565616144,-9.997115011719396e-9,0.0,0.0,16083.595850673819,0.0,1165.964608748819,0.0,0.0,0.0,0.0,0.0,7,0.0,0.0,1,0.0,1165.964608758819,0.0,0.0,-1165.964608748819,898.5265434483856,0.0,0.0,0.0,0.0,0.0,-15191.085099999998,0.0,-5012.93796827507,-9.990917128653751e-9,0.0,7,0.0,0.0,0.0,0.0,-1748.9469131232288,856.4361624593956
0.0,9.999761257913929e-9,0.0,0.0,0.0,0.0,0.0,1,0.0,-438.66789681684844,0.0,-11070.657882408757,-9.999843181057451e-9,0.0,0.0,16083.595850673819,9.999761257913929e-9,0.0,0.0,-698.6084913185517,852.9572910940503,-9.997115011719396e-9,0.0,0.0,16083.595850673819,0.0,1137.2763881254004,0.0,0.0,0.0,0.0,0.0,8,0.0,0.0,1,0.0,1137.2763881354003,0.0,0.0,-1137.2763881254004,920.0427089159496,0.0,0.0,0.0,0.0,0.0,-15645.4546,0.0,-5012.937968275061,-9.990917128653753e-9,0.0,8,0.0,0.0,0.0,0.0,-1705.9145821881007,1267.773331524268
0.0,9.999761257913929e-9,0.0,0.0,0.0,0.0,0.0,1,0.0,-432.8964686379488,0.0,-11070.65788240876,-9.999843181057451e-9,0.0,0.0,16083.595850673819,9.999761257913929e-9,0.0,0.0,-697.71899324068,847.9615964014719,-9.997115011719396e-9,0.0,0.0,16083.595850673819,0.0,1130.615461868629,0.0,0.0,0.0,0.0,0.0,9,0.0,0.0,1,0.0,1130.6154618786288,0.0,0.0,-1130.615461868629,925.0384036085281,0.0,0.0,0.0,0.0,0.0,-15811.0291,0.0,-5012.9379682750605,-9.990917128653753e-9,0.0,9,0.0,0.0,0.0,0.0,-1695.9231928029435,1423.356442139111
0.0,9.999761257913929e-9,0.0,0.0,0.0,0.0,0.0,1,0.0,-439.34026305939796,0.0,-11070.657882408757,-9.999843181057451e-9,0.0,0.0,16083.595850673819,9.999761257913929e-9,0.0,0.0,-698.6895559568834,853.5223642547113,-9.997115011719396e-9,0.0,0.0,16083.595850673819,0.0,1138.0298190062817,0.0,0.0,0.0,0.0,0.0,10,0.0,0.0,1,0.0,1138.0298190162814,0.0,0.0,-1138.0298190062817,919.4776357552886,0.0,0.0,0.0,0.0,0.0,-15628.021599999998,0.0,-5012.937968275061,-9.990917128653753e-9,0.0,10,0.0,0.0,0.0,0.0,-1707.0447285094224,1251.4704778455894
