Time,jh,jd,jy,W,Elec_Price,H2_Price,Elec_GC_Price,H2_GC_Price,EP_Price,Gen_VRES_Solar_g,Gen_VRES_Wind_g,Gen_Conv_CCGT_g,Gen_Conv_Coal_g,Gen_Conv_Biomass_g,Cons_Elec_01_d,Demand_GC_Elec_01_d_gc,Prod_H2_Green_e_in,Prod_H2_Green_q_elec_gc,Prod_H2_Green_h2_out,Prod_H2_Green_q_h2gc,Offtaker_Green_h2_in,Offtaker_Green_q_h2gc,Offtaker_Green_ep,Offtaker_Grey_ep,Offtaker_Grey_q_h2gc,Offtaker_Import_ep,Gen_VRES_Solar_obj,Gen_VRES_Wind_obj,Gen_Conv_CCGT_obj,Gen_Conv_Coal_obj,Gen_Conv_Biomass_obj,Cons_Elec_01_obj,Demand_GC_Elec_01_obj,Prod_H2_Green_obj,Offtaker_Green_obj,Offtaker_Grey_obj,Offtaker_Import_obj
1,1,1,1,15.96931644253334,-4.464671058795727,-7.222374900541804,4.464671058795738,79.40649934681419,130.18255963421586,-6.760471416796541e-14,14738.709867198124,-9.999786024179182e-9,-9.999790949037154e-9,-9.99980079868137e-9,12112.3861,10870.090099999812,2626.323767168125,3868.6197671983114,1750.8825114454166,1750.8825114554163,1750.8825114454166,1327.2449609297776,1313.1618835840625,459.83811642593747,423.6375505256387,-9.999843181057451e-9,8.077935669463161e-28,-1.7462298274040222e-10,-8.779324762778961e-7,-8.986154007442343e-7,-9.430489771853371e-7,-5.926883498379288e6,-30629.809628498406,-115586.83056564316,-62446.48639738087,13191.65922779491,-1.1981556140135442e-6
2,2,1,1,15.96931644253334,-4.464671058796763,-7.222305671474684,4.464671058796778,79.40649934681419,130.18255963421586,-6.803221167450821e-14,14977.448367198123,-9.999786024179182e-9,-9.999790949037154e-9,-9.99980079868137e-9,12351.1246,11070.657882399486,2626.323767168125,3906.7904847986374,1750.8825114454166,1750.8825114554163,1750.8825114454166,1327.2471035311846,1313.1618835840625,459.83811642593747,423.63540792423174,-9.999843181057451e-9,1.0097419586828951e-27,-2.1827872842550278e-10,-8.779324762779065e-7,-8.986154007442447e-7,-9.430489771853473e-7,-6.040018159939306e6,-30639.866487321968,-115416.5320794411,-62446.19504894073,13191.489091317693,-1.1981556140135442e-6
3,3,1,1,15.96931644253334,-4.464671058795704,-7.222205295664992,4.4646710587957275,79.40649934681419,130.18255963421586,-7.4836847284681e-14,15337.223367198123,-9.999786024179182e-9,-9.999790949037154e-9,-9.99980079868137e-9,12710.899599999999,11070.65788240842,2626.323767168125,4266.565484789704,1750.8825114454166,1750.8825114554163,1750.8825114454166,1327.245387896598,1313.1618835840625,459.83811642593747,423.6371235588183,-9.999843181057451e-9,1.7165613297609217e-27,-3.637978807091713e-10,-8.779324762778959e-7,-8.986154007442341e-7,-9.430489771853368e-7,-6.210241074773777e6,-30639.86648733361,-113810.43079555384,-62446.15553522765,13191.625323854358,-1.1981556140135442e-6
4,4,1,1,15.96931644253334,-4.464671058795631,-7.222286812317646,4.464671058795701,79.40649934681419,130.18255963421586,-7.074767880822539e-14,15828.993867198124,-9.999786024179182e-9,-9.999790949037154e-9,-9.99980079868137e-9,13202.6701,11070.657882408637,2626.323767168125,4758.335984789486,1750.8825114454166,1750.8825114554163,1750.8825114454166,1327.2429600732382,1313.1618835840625,459.8381164259375,423.63955138217796,-9.999843181057451e-9,4.947735597546186e-27,-1.1059455573558807e-9,-8.779324762778952e-7,-8.986154007442333e-7,-9.430489771853361e-7,-6.442392506882504e6,-30639.8664873339,-111614.69455055372,-62446.491046263196,13191.818108808387,-1.1981556140135442e-6
5,5,1,1,15.96931644253334,83.33045517241362,55.28618999999988,4.464671058795695,79.40649934681421,130.1825596342159,9.999761257913964e-9,16083.595850673819,93.42540804416635,-9.990917128653733e-9,-9.997115011719394e-9,13792.311099999999,11070.657882408703,2384.710158707999,5012.937968275117,1589.8067724719992,1589.806772481999,1589.8067724719992,1057.9969656362853,1192.3550793539994,580.6449206560005,531.8098068457138,-9.999843181057451e-9,-8.77930301920513e-7,-1.4120613279616623e6,1.546140993013978e-11,-2.066413843214086e-8,-6.509771487324342e-8,-5.509051181308488e6,-30639.86648733398,11734.172636502117,30990.619375988375,16409.24599275466,-1.198155614013544e-6
6,6,1,1,15.96931644253334,83.33045517241376,55.28618999999998,4.46467105879569,79.40649934681423,130.18255963421592,9.999761257913937e-9,16083.595850673819,363.76882268767497,-9.990917128653748e-9,-9.997115011719396e-9,14529.1186,11070.657882408737,1918.2460733515059,5012.937968275084,1278.8307155676705,1278.8307155776702,1278.8307155676705,590.3493128823606,959.1230366757529,813.876963334247,688.4814026953096,-9.999843181057451e-9,-8.77930301920512e-7,-1.4120613279616644e6,1.0913936421275139e-11,-2.0664138432139484e-8,-6.509771487324214e-8,-5.789972124691935e6,-30639.866487334024,13816.7813383608,4227.634768013129,18478.710541281587,-1.1981556140135436e-6
7,7,1,1,15.96931644253334,83.33045517241379,55.28619000000001,4.464671058795688,79.40649934681423,130.18255963421595,9.99976125791393e-9,16083.595850673819,856.4361624593956,-9.990917128653751e-9,-9.997115011719396e-9,15191.085099999998,11070.65788240875,1748.9469131232288,5012.93796827507,1165.964608748819,1165.964608758819,1165.964608748819,464.91074740643217,874.4734565616144,898.5265434483856,701.0538613523868,-9.999843181057451e-9,-8.779303019205117e-7,-1.4120613279616649e6,0.0,-2.0664138432139166e-8,-6.509771487324183e-8,-6.041201180909824e6,-30639.866487334046,14572.646399310383,-1968.8355758132966,15712.878447719413,-1.1981556140135434e-6
8,8,1,1,15.96931644253334,83.3304551724138,55.28619000000002,4.4646710587956875,79.40649934681424,130.18255963421595,9.999761257913929e-9,16083.595850673819,1267.773331524268,-9.990917128653753e-9,-9.997115011719396e-9,15645.4546,11070.657882408757,1705.9145821881007,5012.937968275061,1137.2763881254004,1137.2763881354003,1137.2763881254004,438.66789681684844,852.9572910940503,920.0427089159496,698.6084913185517,-9.999843181057451e-9,-8.779303019205116e-7,-1.412061327961665e6,-1.4551915228366852e-11,-2.066413843213906e-8,-6.509771487324172e-8,-6.213009134751839e6,-30639.866487334053,14764.771601828863,-3095.9153816917824,14561.927081403192,-1.1981556140135434e-6
9,9,1,1,15.96931644253334,83.3304551724138,55.28619000000001,4.4646710587956875,79.40649934681424,130.18255963421595,9.999761257913929e-9,16083.595850673819,1423.356442139111,-9.990917128653753e-9,-9.997115011719396e-9,15811.0291,11070.65788240876,1695.9231928029435,5012.9379682750605,1130.615461868629,1130.6154618786288,1130.615461868629,432.8964686379488,847.9615964014719,925.0384036085281,697.71899324068,-9.999843181057451e-9,-8.779303019205116e-7,-1.412061327961665e6,-2.9103830456733704e-11,-2.066413843213906e-8,-6.509771487324172e-8,-6.275488496851411e6,-30639.86648733406,14809.379868853968,-3332.057538297653,14269.148401551502,-1.1981556140135434e-6
10,10,1,1,15.96931644253334,83.3304551724138,55.28619000000002,4.4646710587956875,79.40649934681424,130.18255963421595,9.999761257913929e-9,16083.595850673819,1251.4704778455894,-9.990917128653753e-9,-9.997115011719396e-9,15628.021599999998,11070.657882408757,1707.0447285094224,5012.937968275061,1138.0298190062817,1138.0298190162814,1138.0298190062817,439.34026305939796,853.5223642547113,919.4776357552886,698.6895559568834,-9.999843181057451e-9,-8.779303019205116e-7,-1.412061327961665e6,-1.4551915228366852e-11,-2.066413843213906e-8,-6.509771487324172e-8,-6.206426822715101e6,-30639.866487334053,14759.725870255861,-3067.6526017672004,14593.491610229146,-1.1981556140135434e-6
