Time,jh,jd,jy,W,Elec_Price,H2_Price,Elec_GC_Price,H2_GC_Price,EP_Price,Gen_VRES_Solar_g,Gen_VRES_Wind_g,Gen_Conv_CCGT_g,Gen_Conv_Coal_g,Gen_Conv_Biomass_g,Cons_Elec_01_d,Demand_GC_Elec_01_d_gc,Prod_H2_Green_e_in,Prod_H2_Green_q_elec_gc,Prod_H2_Green_h2_out,Prod_H2_Green_q_h2gc,Offtaker_Green_h2_in,Offtaker_Green_q_h2gc,Offtaker_Green_ep,Offtaker_Grey_ep,Offtaker_Grey_q_h2gc,Offtaker_Import_ep,Gen_VRES_Solar_obj,Gen_VRES_Wind_obj,Gen_Conv_CCGT_obj,Gen_Conv_Coal_obj,Gen_Conv_Biomass_obj,Cons_Elec_01_obj,Demand_GC_Elec_01_obj,Prod_H2_Green_obj,Offtaker_Green_obj,Offtaker_Grey_obj,Offtaker_Import_obj
1,1,1,1,15.96931644253334,82.98545305362208,53.977951062225216,4.833170764690628,82.62850949456188,131.98723442686838,0.0,12975.981429275043,634.6640837951373,0.0,0.0,12112.386,10393.310514898712,1498.289114256129,2582.495292884383,998.859409504086,998.8594095030642,998.8614212641888,421.22468601744816,749.1460659481417,1023.8565049283658,577.6309617099321,0.0,0.0,-1.1395328318109168e6,218.96045363032317,0.0,0.0,-4.867653791963405e6,-26695.23475525093,3363.771403776089,-1166.3037520061916,352.57527996218414,0.0
2,2,1,1,15.96931644253334,82.98545306319362,53.977940643861146,4.833544373930686,82.62850947235218,131.9872344267792,0.0,12975.981429275045,873.4025832333667,0.0,0.0,12351.1245,10392.507955368095,1498.2891137548477,2583.2978468162014,998.8594091698984,998.8594091688766,998.8614212659387,421.2593160492138,749.1460659494542,1023.856504926882,577.5963313577626,0.0,0.0,-1.1395376798816777e6,301.3257334138616,0.0,0.0,-4.959910742009464e6,-26691.375794384323,3368.6258739786717,-1163.4527399518702,349.71381291086436,0.0
3,3,1,1,15.96931644253334,82.9854530365897,53.977969592042875,4.834120238302365,82.6285095340619,131.987234427023,0.0,12975.981429275043,1233.177584794136,0.0,0.0,12710.8995,10391.270926434576,1498.289115147538,2584.534867119984,998.8594100983587,998.8594100973369,998.8614212611003,421.254658592887,749.1460659458253,1023.8565049309836,577.6009897042525,0.0,0.0,-1.1395451519418582e6,425.44890060435864,0.0,0.0,-5.098671288866063e6,-26685.42831054429,3376.0643829171313,-1163.8086374170089,350.0987603421381,0.0
4,4,1,1,15.96931644253334,82.98545301008849,53.977998396204804,4.8348563328366465,82.62850959547004,131.98723442726464,0.0,12975.981429275043,1724.9480863466274,0.0,0.0,13202.67,10389.689703004644,1498.2891165327717,2586.1160795190194,998.8594110218477,998.8594110208259,998.8614212562862,421.2571205172471,749.1460659422147,1023.8565049350649,577.5985286652797,0.0,0.0,-1.1395547031469862e6,595.1108196884743,0.0,0.0,-5.28781733019617e6,-26677.826942086554,3385.5828989048605,-1163.5764150494797,349.8954433928884,0.0
5,5,1,1,15.96931644253334,82.98545298598027,53.978024570168785,4.835668610033209,82.62850965127512,131.98723442748434,0.0,12975.981429275043,2314.5890877569086,0.0,0.0,13792.311,10387.944829656552,1498.289117791059,2587.8609406945593,998.8594118607059,998.8594118596841,998.8614212519111,421.26314929216477,749.1460659389332,1023.8565049387736,577.5925006946018,0.0,0.0,-1.1395652429279764e6,798.538295971317,0.0,0.0,-5.51380952054058e6,-26669.440115041492,3396.094868809174,-1163.0520986988704,349.3973929959466,0.0
6,6,1,1,15.96931644253334,82.98545294961373,53.978064002400494,4.836579002773126,82.62850973535649,131.98723442781682,0.0,12975.981429275045,3051.396589880754,0.0,0.0,14529.1185,10385.98919180899,1498.2891196858993,2589.816564899241,998.8594131239328,998.859413122911,998.8614212453106,421.24845446557475,749.1460659339829,1023.8565049443689,577.6071967322722,0.0,0.0,-1.1395770556953715e6,1052.7386061534053,0.0,0.0,-5.794984664835084e6,-26660.041796864614,3407.869832327109,-1164.2268875767913,350.6117526531161,0.0
7,7,1,1,15.96931644253334,82.98545292573274,53.978089863810055,4.837475555723598,82.62850979050626,131.98723442803464,0.0,12975.981429275045,3713.363091273139,0.0,0.0,15191.085,10384.063283565894,1498.2891209280845,2591.742459706856,998.8594139520562,998.8594139510344,998.8614212409806,421.24286596806706,749.1460659307354,1023.8565049480392,577.612786023708,0.0,0.0,-1.139588689039928e6,1281.1186092316639,0.0,0.0,-6.046442101495164e6,-26650.78796304667,3419.482278724943,-1164.6628016090253,351.07361893728375,0.0
8,8,1,1,15.96931644253334,82.98545290979875,53.97810710453118,4.8380176221418925,82.62850982727458,131.98723442817968,0.0,12975.981429275043,4167.732592201151,0.0,0.0,15645.4545,10382.898856877546,1498.2891217559595,2592.9068782719555,998.8594145039729,998.859414502951,998.8614212380896,421.2258983553473,749.1460659285674,1023.8565049504896,577.6297541655504,0.0,0.0,-1.1395957226769459e6,1437.8771742838435,0.0,0.0,-6.218406814198388e6,-26645.19376224772,3426.5033661199122,-1166.047573588352,352.47569218822173,0.0
9,9,1,1,15.96931644253334,82.98545290514598,53.97811213684973,4.838173652712299,82.62850983800752,131.98723442822202,0.0,12975.981429275043,4333.307092471992,0.0,0.0,15811.029,10382.56368363239,1498.289121997569,2593.2420491788803,998.8594146650461,998.8594146640243,998.8614212372455,421.2205125051014,749.1460659279343,1023.8565049512055,577.635140170216,0.0,0.0,-1.1395977472663554e6,1495.000771670544,0.0,0.0,-6.280943299990051e6,-26643.583613395575,3428.5245081691246,-1166.4875672598428,352.9207358509011,0.0
10,10,1,1,15.96931644253334,82.98545291030196,53.978106560700446,4.838001369421893,82.62850982611484,131.9872344281753,0.0,12975.981429275043,4150.299592171884,0.0,0.0,15628.021499999999,10382.93376975949,1498.2891217298486,2592.8719656335684,998.8594144865655,998.8594144855438,998.861421238181,421.22654175378653,749.1460659286357,1023.8565049504126,577.6291107504225,0.0,0.0,-1.1395955117884825e6,1431.8627477411064,0.0,0.0,-6.211818487724984e6,-26645.361484078654,3426.2928622198087,-1165.9949542341346,352.42252709314926,0.0
11,11,1,1,15.96931644253334,82.98545333464938,53.97765785853962,4.821573661465632,82.62850887111509,131.98723442458385,190.3288739880956,12975.981429275043,3558.407194089394,0.0,0.0,15226.458,10418.22254798117,1498.2891001191376,2747.91230756324,998.8594000794251,998.8594000784033,998.861421311779,416.4824643824535,749.1460659838342,1023.8565048880805,582.3731743056215,0.0,-16712.212576412883,-1.1393823516614407e6,1227.6570214749663,0.0,0.0,-6.059848201156796e6,-26815.157778362503,4131.686259504539,-1558.4395869058353,744.4168795747973,0.0
12,12,1,1,15.96931644253334,82.98545752225625,53.97251100761049,4.5140422503193,82.62849799795255,131.9872343838855,1788.998243988645,12975.981429275043,1405.4890372283783,0.0,0.0,14672.2095,11078.838610197892,1498.2888429060263,3685.9702239242965,998.8592286040174,998.8592286029958,998.8614221369977,411.84634445299133,749.1460666027484,1023.8565041867079,587.0091296479203,0.0,-156536.45144302252,-1.135391884119796e6,484.89041516596626,0.0,0.0,-5.849432567265242e6,-30092.874293373992,7526.209657331026,-1946.6607317652233,1127.4726481797406,0.0
13,13,1,1,15.96931644253334,83.10724838611895,54.25670358350177,5.285594990640388,82.62856425126218,131.9872395063451,4567.68592799294,8389.815432819169,2665.3825130401992,0.0,0.0,14124.610499999999,9461.655130106428,1498.292038404613,3495.7301985682566,998.8613589364087,998.8613589353849,998.8612973996052,411.82837914162775,749.145973049704,1023.8566065077467,587.0291243123241,0.0,-403750.7468273076,-741599.6415131032,594.9314649821608,0.0,0.0,-5.639066959598428e6,-22225.34489193951,9263.12204590661,-1664.2482730892516,1129.1536905943358,0.0
14,14,1,1,15.96931644253334,83.15359403826844,54.331004747692866,5.736915193749529,82.6285216516411,131.98724154154516,5062.50476699334,6646.855655276071,3622.1586166136067,0.0,0.0,13833.241500000002,8507.44387684454,1498.2921810357204,3201.8189733927684,998.8614540238136,998.86145402279,998.8612372728508,411.8536621494103,749.1459279546381,1023.8566554023735,587.0039370347301,0.0,-450008.62672755646,-590842.3839892085,640.619080988632,0.0,0.0,-5.52713878907902e6,-18173.804401989648,9149.936369153002,-1587.9595425802981,1127.043149643141,0.0
15,15,1,1,15.96931644253334,-4.498093529946405,53.46739283128821,4.495542844910979,82.62927872210581,131.98723114374624,6006.448441038397,9411.43492547667,0.0,0.0,0.0,13919.587500000001,11232.287958206565,1498.2939358508195,4185.611690904609,998.8626239005463,998.8626238995269,998.861495720697,411.84172094887447,749.1461217905228,1023.8564435517254,587.0169197443433,0.0,15.320558154617174,24.00560622629564,0.0,0.0,0.0,-6.780211711260579e6,-30286.574625552326,-120868.16015035466,-2451.264550297652,1128.5807535924541,0.0
