AgentID,Type,EP_total,H2_in_total,H2_GC_total,GC_share,GC_mandate,GC_slack
Offtaker_Green,GreenOfftaker,2.142525268183275e6,2.8567003575776997e6,1.1997189532395806e6,0.4199666759088678,0.42,-3.332409113215862e-5
Offtaker_Grey,GreyOfftaker,2.9637331744464473e6,3.951644232595263e6,1.6569488712073194e6,0.41930618590102925,0.42,-0.0006938140989707353
Offtaker_Import,EPImporter,0.0,-0.0,-0.0,0.0,0.42,-0.42
