iter,rho,price_mean,imb_mean,primal_res,dual_res
1,0.5,38.72248753135826,-3.0976897411281317,179.77533727093385,Inf
2,0.5,45.495243316663135,-13.545511570609793,617.0880494888318,79.18927329047187
3,0.505,53.06606933010311,-17.637334917740205,818.200084704257,42.20831253046938
4,0.51005,60.090384749585,-15.73023108053959,734.6586362025236,34.905182558744855
5,0.5151505,66.51564612814876,-13.83130946952695,650.9247749877192,22.491622424901074
6,0.520302005,71.9927326263815,-11.333485684323554,542.011330464232,27.16572273183287
7,0.52550502505,76.0580794154219,-8.086356810103204,399.3700093759045,25.20443195930199
8,0.5307600753005,78.13635548215443,-3.9737445022180227,228.8281729041778,29.89518461996751
9,0.5360676760535049,77.89226994174854,0.45532598085910936,136.88732030023738,31.738156268243813
10,0.54142835281404,75.87643620542185,4.380208552497723,241.27660564241842,31.891319479074603
11,0.5468426363421804,72.98210379236444,7.325684124143349,365.5393268416599,28.743432122420504
12,0.5523110627056023,69.84415023134018,9.251368770942914,458.01984923468945,25.690737958607876
13,0.5578341733326583,66.8953672477761,10.126561227883421,509.87581232089997,22.242802155020957
14,0.5634125150659849,64.3519525474227,10.174101331530164,525.0073067910687,19.98834820140229
15,0.5690466402166448,61.858604297357914,9.587452484174298,508.9034413371211,19.246135047190737
16,0.5747371066188112,59.6193173351054,8.276971051138696,454.64596485328764,21.81737640293518
17,0.5804844776849993,57.7913667686307,6.494826187425735,376.47719250695167,26.59990490260713
18,0.5862893224618493,56.452540077450934,4.572659358745595,290.3175414482355,27.88348678266361
19,0.5921522156864678,55.65777264149924,2.6093116523510504,200.4187719629942,27.66710152231222
20,0.5980737378433325,55.471199307483644,0.5888122857369584,123.98235163479163,27.37621765705639
21,0.6040544752217658,55.922510691390855,-1.369130926570159,108.05147922382719,26.257168561025434
22,0.6100950199739835,56.79959561412264,-3.099345830216661,158.39870732577444,23.916854820599116
23,0.6161959701737234,57.88083438980916,-4.450509223057901,215.07686655368332,20.378496159697367
24,0.6223579298754607,59.01538077448064,-5.439638639216233,260.68030737727895,18.755383646113195
25,0.6285815091742153,60.046353870709076,-5.757776815025943,275.59090382829874,10.98763494517054
26,0.6348673242659575,60.95209119252204,-5.892091173626571,281.26459932881454,9.388413205135812
27,0.641215997508617,61.87507318308227,-5.9448246361017745,283.1898259228961,7.71237490489996
28,0.6476281574837032,62.801377041633245,-5.907148930110994,281.0972161145395,6.538403308229151
29,0.6541044390585402,63.742654731311305,-5.7701036401344705,274.8736529621539,6.085968567713823
30,0.6606454834491257,64.67928771710662,-5.519207202730167,264.17344190716665,6.319353406767696
31,0.667251938283617,65.57983941694123,-5.101023239139494,246.81416169269846,7.31859820862574
32,0.6739244576664531,66.39398121302767,-4.432922148510732,217.96378193595763,8.316158595624264
33,0.6806637022431177,67.07391763281964,-3.558768673135863,178.9623878937989,9.13719420890722
34,0.6874703392655489,67.5879718479545,-2.586317157625996,136.83650596138486,9.5410131314792
35,0.6943450426582044,67.92033647016204,-1.6074188165832426,97.43091070098416,9.346088671965338
36,0.7012884930847865,68.0672573615711,-0.6830291111581995,67.97577202397194,9.069246887551314
37,0.7083013780156343,68.03989900957964,0.12226073257451567,60.187892436452685,8.29828527545283
38,0.7153843917957906,67.88820242963452,0.7896462020954392,70.75727403509929,7.557890952091529
39,0.7225382357137485,67.67266702876854,1.3068780791721626,86.46937504671227,6.2205504299624685
40,0.7297636180708861,67.43248588016327,1.6963485025479887,101.09184031143086,5.260713996744832
41,0.737061254251595,67.19288367486625,1.9711817691017426,112.28875829968428,4.6970887049104055
42,0.7444318667941109,66.95217717183974,2.155617044025219,120.26686525349055,4.37020593435535
43,0.751876185462052,66.69731877301896,2.25975503013757,124.93002940393082,4.191123215275786
44,0.7593949473166726,66.43749264967957,2.280992468697217,126.08713003198301,4.145013748995109
45,0.7669888967898393,66.18182318900996,2.222278677389648,123.87243758923339,4.158508317395364
46,0.7746587857577377,65.93135569472219,2.092726320473899,118.58162725132921,4.550341603460999
47,0.7824053736153151,65.69448470729085,1.902454757040077,110.54024001239961,4.8988668325811995
48,0.7902294273514683,65.47891236988497,1.664320257181269,100.25151994156786,5.245107805238846
49,0.798131721624983,65.29148656169372,1.3909600676274616,88.3120141596454,5.529092935760032
50,0.8061130388412329,65.13908465911686,1.0872190671805706,75.09614571924524,5.6377177324395
51,0.8141741692296453,65.02748965730264,0.7652667015332284,61.518347157131366,5.619425058299255
52,0.8223159109219417,64.96138188197304,0.43577470442819505,48.734123520036995,5.468282439310399
53,0.8305390700311611,64.94394314411846,0.11050092800307684,38.54093292345451,5.1552331359100965
54,0.8388444607314728,64.97675108673857,-0.19983487090412566,33.33040563041481,4.711124654345185
55,0.8472329053387875,65.04524255480332,-0.4859464940359218,34.41823496360134,4.121297421563906
56,0.8557052343921754,65.14097099643617,-0.7458054306969739,40.26901089167644,3.5018505782881757
57,0.8642622867360972,65.26774839923812,-0.9779238297417533,48.067576510032396,3.0099765393637874
58,0.8729049096034581,65.42193605951475,-1.1775827170505881,55.90114117104285,2.8429048988713634
59,0.8816339586994927,65.59883751051943,-1.337678744177946,62.68978594326698,3.149721683552236
60,0.8904502982864876,65.79400387725697,-1.4611810609613274,68.19029065710302,3.869861416489766
61,0.8993548012693525,66.00327373130325,-1.5512591452665694,72.37257623655955,4.761749892106782
62,0.9083483492820461,66.22258317017045,-1.6095839519462378,75.2245301250346,5.830044087757469
63,0.9174318327748666,66.44823956683813,-1.639768671678446,76.84663104292198,6.882410520372513
