AgentID,Type,EP_total,H2_in_total,H2_GC_total,GC_share,GC_mandate,GC_slack
Offtaker_Green,GreenOfftaker,2904.5544152796424,3872.7392203728555,1638.5647965109831,0.5641363742029349,0.42,0.14413637420293496
Offtaker_Grey,GreyOfftaker,4001.449619302929,-0.0,2247.8634138195703,0.5617622680980195,0.42,0.14176226809801956
Offtaker_Import,EPImporter,0.0,-0.0,-0.0,0.0,0.42,-0.42
