Time;jh;jd;jy;W;Elec_Price;H2_Price;Elec_GC_Price;H2_GC_Price;EP_Price;Gen_VRES_01_g;Gen_Conv_01_g;Cons_Elec_01_d;Demand_GC_Elec_01_d_gc;Prod_H2_Green_e_in;Prod_H2_Green_q_elec_gc;Prod_H2_Green_h2_out;Prod_H2_Green_q_h2gc;Offtaker_Green_h2_in;Offtaker_Green_q_h2gc;Offtaker_Green_ep;Offtaker_Grey_ep;Offtaker_Grey_q_h2gc;Offtaker_Import_ep;Gen_VRES_01_obj;Gen_Conv_01_obj;Cons_Elec_01_obj;Demand_GC_Elec_01_obj;Prod_H2_Green_obj;Offtaker_Green_obj;Offtaker_Grey_obj;Offtaker_Import_obj
150;6;7;1;28.34348787;60.33139259;70.47277472;16.98323219;49.27754434;128.1402088;12.98485318;35.25339485;22;5.5;26.32378901;7.572875897;17.54919267;17.54919267;18.2269874;0.095750958;13.67024055;22.1721486;17.37943162;0;-28454.56746;-331.1288601;-270728.7585;-255.9338424;-9413.186505;-10396.13754;6589.487414;0
151;7;7;1;28.34348787;60.33035194;70.62794788;16.89910675;49.27049318;128.2418954;29.21591965;21.82453645;24.8;6.2;26.33336802;23.06540398;17.55557868;17.55557868;18.22994006;0.145216384;13.67245504;22.17230807;17.36522014;0;-63952.25235;-204.3502547;-304693.8345;-272.5378883;-2089.870087;-10288.01225;6502.136539;0
152;8;7;1;28.34348787;60.24957734;70.53211785;16.80761009;49.27319523;128.1686619;51.93941271;3.172838857;28.8;6.496518789;26.33306176;45.50768179;17.55537451;17.55537451;17.99847654;0.22439048;13.4988574;22.42636171;17.30037299;0;-113439.2849;-22.44432001;-353087.6446;-288.7700277;8527.710788;-10065.09522;6256.089588;0
153;9;7;1;28.34348787;58.72967236;69.3052828;16.71856712;49.04692485;127.5032171;77.90911907;0;31.2;6.656837685;46.57003475;71.32448822;31.04668983;31.04668983;31.42739031;14.7677474;23.57054273;12.20689494;16.27585991;0;-166606.0225;0;-383325.1024;-305.1344846;9812.002884;1759.295636;13110.33689;0
154;10;7;1;28.34348787;-17.53478936;9.606508654;17.16866397;49.33869595;127.3954239;95.13320518;0;32.8;6.037184686;62.62822203;89.10955813;41.75214802;41.75214802;41.59993275;35.15233394;31.19994957;4.94346706;6.582326576;0;987.2230094;0;-473511.4411;-226.2206802;-53969.20613;-45982.51121;5366.415234;0
155;11;7;1;28.34348787;-16.65095465;26.90419081;16.87297451;49.33294873;127.4165549;94.72519044;0;32;6.432213707;62.62822203;88.35560375;41.75214802;41.75214802;41.59993275;35.31277314;31.19994957;4.888596354;6.413456998;0;-596.0883102;0;-461342.1492;-276.9258789;-73970.99692;-25387.11146;5168.8963;0
156;12;7;1;28.34348787;-16.59590148;27.04839064;16.87191467;49.33297353;127.4159331;92.57669394;0;30;6.360062278;62.62822203;86.23249289;41.75214802;41.75214802;41.59993275;35.31341471;31.19994957;4.888670625;6.412717214;0;-724.2438117;0;-432886.6053;-277.2622183;-75061.89226;-25215.61544;5167.894841;0
157;13;7;1;28.34348787;-16.62242655;27.13491054;16.85798675;49.33298841;127.4155599;91.59596025;0;28.8;6.4742665;62.62822203;85.20384417;41.75214802;41.75214802;41.59993275;35.31379965;31.19994957;4.888715189;6.412273343;0;-611.5493646;0;-415837.681;-279.5574745;-75736.92692;-25112.71783;5167.293967;0
158;14;7;1;28.34348787;59.39626983;69.1031435;16.69630858;49.24104462;127.3014108;84.40154566;0;28.8;6.69690649;55.16788232;77.77870018;36.77858821;36.77858821;36.71630073;25.19325675;27.53722555;8.530687721;11.37424942;0;-182031.2673;0;-353784.193;-309.2947232;9443.687518;13179.35329;9273.425578;0
159;15;7;1;28.34348787;60.26374162;70.6363774;16.79091418;49.25258068;128.2447647;56.80873266;3.416712;30;6.526580331;30.26806562;50.34833139;20.17871041;20.17871041;20.60607727;0.226991352;15.45455795;20.46605097;19.90244226;0;-124070.1416;-25.54114362;-367532.4944;-291.8045321;8808.956544;-11537.66123;11399.40641;0
160;16;7;1;28.34348787;60.36574526;70.75571683;16.88552059;49.26358562;128.3226132;29.21591965;30.08968636;32.8;6.356249096;26.60944858;22.91796737;17.73963239;17.73963239;18.47750461;0.16157212;13.85812845;21.97035913;17.53777594;0;-63970.31045;-311.9246278;-401089.9314;-274.8165105;-2341.126831;-10372.45959;6851.067242;0
161;17;7;1;28.34348787;59.78572649;68.80281561;16.94117187;49.37710766;127.0999801;12.98485318;38.70616575;35.2;6.256052329;16.36621048;6.782460975;10.91080699;10.91080699;10.59333091;0.26388011;7.944998183;28.13657361;10.6034939;0;-28238.26296;235.0725515;-430418.04;-265.0581287;-4629.548529;-6017.70493;-6772.130095;0
162;18;7;1;28.34348787;59.78539272;68.74733789;18.36309094;49.38106794;127.0656781;3.246213295;48.74719519;35.2;3.23445416;16.64971814;9.66E-10;11.09981209;11.09981209;10.77315307;0.272414178;8.079864805;27.9982389;10.77508102;0;-7190.364392;296.5154785;-430418.373;-75.93458181;-8006.857714;-6123.234979;-6397.304159;0
163;19;7;1;28.34348787;59.88345594;69.00727401;20.61102783;49.36665681;127.2207373;0;49.04813548;32.8;0;16.1277153;1.18E-11;10.7518102;10.7518102;10.51913414;0.208377205;7.889350607;28.16908551;10.47787377;0;0;162.0189926;-401538.2996;0;-7785.822269;-6016.752452;-7072.428032;0
164;20;7;1;28.34348787;59.99858774;69.34758037;20.61102783;49.34550606;127.4291552;0;47.10360641;30;0;17.01968456;1.18E-11;11.34645637;11.34645637;11.24201809;0.1366716;8.431513571;27.598081;11.13197594;0;0;1.885476879;-367757.956;0;-8263.530296;-6492.052488;-5886.348973;0
165;21;7;1;28.34348787;59.88253584;68.98597379;20.61102783;49.37185086;127.2081977;0;42.27399263;27.2;0;14.96637242;1.18E-11;9.977581617;9.977581617;9.74641078;0.197830202;7.309808085;28.75075425;9.726504183;0;0;140.7446692;-334063.0095;0;-7221.00741;-5571.365298;-8560.886721;0
166;22;7;1;28.34348787;60.02291383;69.41704871;20.61102783;49.34001784;127.4720078;0;39.33566272;24;0;15.26362658;1.18E-11;10.17575106;10.17575106;10.13729682;0.104694455;7.602972612;28.40834473;9.981847171;0;0;-25.54685106;-295210.1827;0;-7418.844149;-5869.327593;-8160.933376;0
167;23;7;1;28.34348787;59.90685549;69.08715873;20.61102783;49.3625873;127.2669222;0;38.28767815;22;0;16.15372373;1.18E-11;10.76914915;10.76914915;10.46393503;0.239303196;7.847951276;28.23341102;10.47276765;0;0;101.0810075;-270993.4814;0;-7810.806029;-5926.985536;-7167.368374;0
168;24;7;1;28.34348787;59.77904927;68.66677654;20.61720293;49.3942011;127.0130294;0;36.51623488;20;0;16.38439134;1.18E-11;10.92292756;10.92292756;10.58300698;0.25210875;7.937255239;28.14893336;10.63520298;0;0;228.6834414;-246713.5948;0;-7861.332405;-6049.0774;-6662.720999;0
169;1;8;1;49.34597487;59.90685311;69.08715179;20.61102421;49.3625878;127.2669179;0;38.28771071;22;0;16.15375511;6.80E-12;10.76917007;10.76917007;10.46395081;0.239305272;7.847963104;28.23340054;10.47278721;0;0;175.9865499;-471799.2951;0;-13598.62786;-10318.88726;-12478.31086;0
170;2;8;1;49.34597487;59.82199397;68.81629008;20.61102421;49.38246602;127.1021574;0;37.2564954;20.8;0;16.31276051;6.80E-12;10.87517368;10.87517368;10.50957376;0.267162506;7.882180316;28.21267887;10.56606913;0;0;327.25662;-446459.8061;0;-13666.10219;-10374.68733;-11983.46839;0
171;3;8;1;49.34597487;59.77904809;68.66677427;20.61719936;49.39420117;127.0130283;0;36.51624934;20;0;16.38440501;6.79E-12;10.92293667;10.92293667;10.58301336;0.252108479;7.937260022;28.14892912;10.63521305;0;0;398.1398502;-429528.0431;0;-13686.5805;-10531.44386;-11599.75664;0
172;4;8;1;49.34597487;59.77904809;68.66677427;20.61719936;49.39420117;127.0130283;0;36.51624934;20;0;16.38440501;6.79E-12;10.92293667;10.92293667;10.58301336;0.252108479;7.937260022;28.14892912;10.63521305;0;0;398.1398502;-429528.0431;0;-13686.5805;-10531.44386;-11599.75664;0
173;5;8;1;49.34597487;59.861898;68.89827811;18.36309261;49.37906294;127.1619163;3.246213295;35.55926925;22;3.234459159;16.75896364;1.26E-10;11.17264242;11.17264242;11.15409654;0.091085705;8.365572403;27.6353008;11.01984072;0;-12530.67035;242.3285261;-471848.0989;-132.2017451;-14050.23696;-11459.48937;-10188.87396;0
174;6;8;1;49.34597487;60.16295011;69.81906671;16.96133782;49.31051341;127.7329663;9.738639884;34.79672573;24;6;20.59316114;3.803999238;13.7287741;13.7287741;14.24896223;2.23E-05;10.68672167;25.19076475;13.59064036;0;-37063.05442;-279.7981065;-513794.6919;-455.5607108;-14352.30288;-14576.27126;-1404.049676;0
175;7;8;1;49.34597487;60.38368901;70.77714015;16.90221725;49.26432015;128.3361505;24.34659971;29.50168496;27.2;6.326183802;26.76478476;18.07732112;17.84318984;17.84318984;18.65980041;0.154931722;13.99485031;21.81186365;17.64739576;0;-92851.8054;-558.5703908;-580930.6043;-473.3262295;-8225.468068;-18246.23424;12401.76375;0
176;8;8;1;49.34597487;60.21368661;70.35538819;16.82986999;49.2742526;128.0738269;45.44698613;10.24358719;30;6.456442873;25.7566497;39.05347656;17.1710998;17.1710998;17.6778339;0.127047788;13.25837542;22.63136647;16.97991923;0;-172779.8705;-108.0142645;-639947.6867;-495.7469172;10141.02048;-17530.21679;9934.517408;0
177;9;8;1;49.34597487;59.58902877;68.74588364;16.75195754;49.33370478;127.1154256;68.17047919;0.827125771;32.8;6.596721341;36.15310498;61.64318273;24.10206999;24.10206999;24.05732096;0.342853556;18.04299072;17.94012045;23.69911164;0;-256806.4023;16.77392522;-699554.1926;-520.4642299;20395.48581;-24499.56028;33689.0387;0
178;10;8;1;49.34597487;59.30987552;68.67313642;16.67961088;49.37354031;126.9568385;89.2708656;0;34.4;6.726977138;54.4633826;82.61934104;36.30892174;36.30892174;35.95593339;24.53674675;26.96695005;9.241943477;11.72501303;0;-334745.6856;0;-733473.6498;-543.9469141;21270.78583;21998.56896;16272.91223;0
179;11;8;1;49.34597487;-16.51663888;26.58678074;16.83925296;49.33309279;127.4131371;97.88126289;0;35.2;6.4275151;62.62822203;91.49659177;41.75214802;41.75214802;41.59993275;35.31605586;31.19994957;4.889074726;6.409649098;0;-1558.240956;0;-881892.7921;-492.8435021;-125251.6719;-44836.99888;8989.994679;0
180;12;8;1;49.34597487;-16.55438528;0.717683328;16.82079543;49.3311209;127.4393878;96.97952983;0;34;6.582513018;62.62822203;90.53010961;41.75214802;41.75214802;41.59993275;35.31848704;31.19994957;4.877338694;6.409753401;0;-1274.918988;0;-852394.9236;-498.1370578;-72951.70265;-97978.7372;8999.182612;0
181;13;8;1;49.34597487;-16.66574371;26.84651081;16.87532597;49.33293883;127.4168037;95.54396224;0;32.8;6.44022141;62.62822203;89.17267366;41.75214802;41.75214802;41.59993275;35.31251648;31.19994957;4.888566615;6.413752952;0;-988.1195685;0;-822976.2002;-481.3443084;-128019.6036;-44318.35741;8999.739164;0
182;14;8;1;49.34597487;-1.151975963;15.95799448;16.66381931;49.34966537;127.2627104;94.14018554;0;31.2;6.76291067;62.62822203;87.45798897;41.75214802;41.75214802;41.59993275;35.31932536;31.19994957;4.988068931;6.417493475;0;-72059.32563;0;-759561.9473;-549.1245637;-60016.58386;-66387.21819;8917.453074;0
183;15;8;1;49.34597487;57.52592821;67.50797433;16.73526236;48.68866585;125.7133348;73.03979913;0;31.2;6.6267795;42.02582828;66.48383552;28.01721885;28.01721885;28.21556936;8.637075191;21.16167702;14.64312342;19.52416457;0;-267653.6752;0;-669221.7737;-525.8378538;17702.58078;-9221.264993;28328.63544;0
184;16;8;1;49.34597487;60.19891365;70.33838188;16.81873906;49.27475855;128.0627298;48.69319942;9.769954079;32.8;6.476485218;25.72347275;42.28057505;17.14898183;17.14898183;17.641318;0.133399036;13.2309885;22.6638196;16.95459551;0;-185059.0476;-95.89784268;-698567.0646;-499.2418251;12821.78411;-17485.4806;9840.818828;0
185;17;8;1;49.34597487;60.35290349;70.64202395;16.90221597;49.26600945;128.2463298;24.34659971;36.78387272;35.2;6.326190066;25.99966355;18.07731545;17.33310904;17.33310904;17.87476964;0.149860934;13.40607723;22.47556329;17.12393864;0;-92814.81793;-640.5678416;-748372.0639;-473.3266079;-7484.689641;-17534.83093;10302.25278;0
186;18;8;1;49.34597487;59.93959975;69.27529716;16.95230212;49.34326581;127.3853114;9.738639884;41.78602392;36;6.236012969;15.40422615;3.555359696;10.2694841;10.2694841;10.02344327;0.22877544;7.517582452;28.54929029;9.970683779;0;-36951.37835;124.5436202;-765759.4444;-458.1042999;-10054.1591;-9836.674302;-14302.68926;0
187;19;8;1;49.34597487;59.78538492;68.74733382;18.36309261;49.38106626;127.0656803;3.246213295;48.74717925;35.2;3.234459159;16.64970399;1.26E-10;11.09980266;11.09980266;10.77314387;0.272427752;8.079857904;27.99824421;10.77506288;0;-12518.41391;516.2516664;-749357.8314;-132.2017451;-13939.92009;-10660.50433;-11137.75337;0
188;20;8;1;49.34597487;59.83074573;68.77710566;20.61102421;49.38932362;127.0953002;0;48.31556167;34;0;14.28236339;6.80E-12;9.521575593;9.521575593;9.527490597;0.086372861;7.145617948;28.84451006;9.386359851;0;0;403.5323973;-724238.7659;0;-11943.76933;-9800.900532;-15690.27785;0
189;21;8;1;49.34597487;59.92994303;69.08477953;20.61102421;49.36694734;127.2777543;0;47.23430684;31.2;0;16.0086219;6.80E-12;10.6724146;10.6724146;10.74830546;0.044630175;8.061229092;27.91521561;10.5551192;0;0;163.2903949;-665520.5659;0;-13459.2576;-11094.89787;-11862.29762;0
190;22;8;1;49.34597487;59.90770175;69.09177767;20.61102421;49.36198441;127.2692282;0;45.3308081;28.8;0;16.39350357;6.80E-12;10.92900238;10.92900238;10.61686164;0.242756651;7.962646232;28.12055424;10.62799412;0;0;206.4613106;-615210.9832;0;-13801.93683;-10468.2809;-11951.93711;0
191;23;8;1;49.34597487;59.96114469;69.23089753;20.61102421;49.35389903;127.3574577;0;40.73913237;26;0;14.64637489;6.80E-12;9.764249929;9.764249929;9.61693912;0.157244735;7.21270434;28.82733928;9.536312253;0;0;78.11130831;-556228.3339;0;-12355.5135;-9600.39707;-15691.45359;0
192;24;8;1;49.34597487;60.02292503;69.41707479;20.61102421;49.34001637;127.4720203;0;39.33567316;24;0;15.26363313;6.80E-12;10.17575542;10.17575542;10.13730044;0.104684435;7.602975327;28.40834314;9.981854588;0;0;-44.49879681;-513960.524;0;-12916.2073;-10218.51136;-14208.17226;0
