periods,weights,selected_periods
123,25.889092626900947,true
141,59.76254468817689,true
254,55.35021029081207,true
272,53.625192403731376,true
284,46.105353464804296,true
300,26.49817626141862,true
314,43.808604735448796,true
327,53.960825528706835,true
