periods,weights,selected_periods
32,26.631455262886846,true
44,17.440151836294888,true
216,11.616380515116191,true
229,46.92194169564857,true
246,119.15798049194069,true
279,43.40317622785392,true
306,62.295346234930605,true
309,37.53356773532826,true
