period,time_step,SOLAR,LOAD_E,WIND
259,18,0.291,0.509289,0.093394
259,19,0.237,0.543733,0.048307
259,20,0.092,0.563424,0.067622
259,21,0.016,0.55666,0.06917
259,22,0.0,0.518884,0.099229
259,23,0.0,0.473878,0.109486
259,24,0.0,0.428829,0.113779
283,1,0.0,0.396995,0.416688
283,2,0.0,0.40591,0.396365
283,3,0.0,0.417961,0.401383
283,4,0.0,0.434546,0.464928
283,5,0.0,0.45549,0.522741
283,6,0.0,0.478032,0.559627
283,7,0.0,0.499322,0.702332
283,8,0.0,0.514815,0.809815
283,9,0.0,0.521365,0.901567
283,10,0.021,0.51455,1.0
283,11,0.065,0.500091,1.0
283,12,0.176,0.4791,1.0
283,13,0.252,0.462749,1.0
283,14,0.306,0.454086,0.92774
283,15,0.37,0.46029,1.0
283,16,0.314,0.486081,1.0
283,17,0.245,0.528995,1.0
283,18,0.161,0.57743,1.0
283,19,0.101,0.615642,1.0
283,20,0.02,0.63035,1.0
283,21,0.0,0.613872,1.0
283,22,0.0,0.573706,1.0
283,23,0.0,0.522588,1.0
283,24,0.0,0.473528,1.0
307,1,0.0,0.464147,0.125
307,2,0.0,0.472758,0.149606
307,3,0.0,0.486194,0.171468
307,4,0.0,0.504865,0.186157
307,5,0.0,0.52721,0.221377
307,6,0.0,0.552587,0.224783
307,7,0.0,0.575708,0.228224
307,8,0.0,0.592043,0.245954
307,9,0.0,0.597299,0.253295
307,10,0.002,0.592501,0.253295
307,11,0.039,0.573058,0.228224
307,12,0.128,0.544338,0.228224
307,13,0.194,0.518462,0.183155
307,14,0.283,0.501557,0.171468
307,15,0.286,0.505728,0.272284
307,16,0.236,0.532644,0.280138
307,17,0.175,0.582758,0.32168
307,18,0.053,0.642822,0.376715
307,19,0.011,0.691598,0.381565
307,20,0.0,0.709018,0.406442
307,21,0.0,0.691389,0.416688
307,22,0.0,0.659451,0.459394
307,23,0.0,0.599905,0.453903
307,24,0.0,0.542876,0.547145
314,1,0.0,0.494933,0.037037
314,2,0.0,0.507717,0.031201
314,3,0.0,0.525247,0.038075
314,4,0.0,0.548643,0.045892
314,5,0.0,0.577015,0.048307
314,6,0.0,0.607591,0.043559
314,7,0.0,0.635203,0.034036
314,8,0.0,0.655478,0.035017
314,9,0.0,0.665147,0.037037
314,10,0.0,0.657487,0.060225
314,11,0.038,0.637734,0.064594
314,12,0.111,0.61079,0.023649
314,13,0.16,0.585325,0.006038
314,14,0.202,0.572657,0.004892
314,15,0.222,0.580791,0.009659
314,16,0.203,0.613417,0.02442
314,17,0.158,0.666604,0.041307
314,18,0.083,0.728304,0.047089
314,19,0.019,0.780058,0.050805
314,20,0.0,0.801392,0.054712
314,21,0.0,0.783291,0.067622
314,22,0.0,0.736305,0.073957
314,23,0.0,0.66982,0.080677
314,24,0.0,0.604739,0.118183
331,1,0.0,0.513583,1.0
331,2,0.0,0.5269,1.0
331,3,0.0,0.544487,1.0
331,4,0.0,0.568788,1.0
331,5,0.0,0.595429,1.0
331,6,0.0,0.62335,1.0
331,7,0.0,0.648662,1.0
331,8,0.0,0.666276,1.0
331,9,0.0,0.671422,1.0
331,10,0.0,0.662828,1.0
331,11,0.003,0.642005,1.0
331,12,0.02,0.613895,1.0
331,13,0.06,0.587993,1.0
331,14,0.063,0.575027,1.0
331,15,0.066,0.588862,1.0
331,16,0.076,0.628818,1.0
331,17,0.112,0.684197,1.0
331,18,0.069,0.753948,1.0
331,19,0.007,0.811478,0.834189
331,20,0.0,0.834714,0.604807
331,21,0.0,0.816848,0.504922
331,22,0.0,0.763402,0.406442
331,23,0.0,0.69447,0.296296
331,24,0.0,0.626969,0.186157
359,1,0.0,0.573395,0.680612
359,2,0.0,0.582088,0.687801
359,3,0.0,0.596626,0.702332
359,4,0.0,0.619589,0.680612
359,5,0.0,0.645626,0.611453
359,6,0.0,0.674356,0.618148
359,7,0.0,0.699314,0.487512
359,8,0.0,0.716642,0.443053
359,9,0.0,0.72136,0.416688
359,10,0.0,0.716358,0.401383
359,11,0.0,0.693941,0.406442
359,12,0.01,0.667638,0.357724
359,13,0.042,0.64348,0.268413
359,14,0.102,0.632487,0.339383
359,15,0.133,0.641439,0.362411
359,16,0.126,0.67665,0.611453
359,17,0.065,0.734449,0.611453
359,18,0.027,0.801508,0.585158
359,19,0.002,0.856492,0.702332
359,20,0.0,0.875806,0.793832
359,21,0.0,0.851992,0.78592
359,22,0.0,0.79339,0.754798
359,23,0.0,0.720018,0.801797
359,24,0.0,0.650786,0.954414
