Time,jh,jd,jy,W,Elec_Price,H2_Price,Elec_GC_Price,H2_GC_Price,EP_Price,Gen_VRES_Solar_g,Gen_VRES_Wind_g,Gen_Conv_CCGT_g,Gen_Conv_Coal_g,Gen_Conv_Biomass_g,Cons_Elec_01_d,Demand_GC_Elec_01_d_gc,Offtaker_Grey_ep,Offtaker_Grey_q_h2gc,Offtaker_Import_ep,Gen_VRES_Solar_obj,Gen_VRES_Wind_obj,Gen_Conv_CCGT_obj,Gen_Conv_Coal_obj,Gen_Conv_Biomass_obj,Cons_Elec_01_obj,Demand_GC_Elec_01_obj,Offtaker_Grey_obj,Offtaker_Import_obj
15,15,1,1,15.96931644253334,-2.617147879562304,-7.222279670181417,5.2582162073303875,90.01464482786665,136.20982435440783,5285.313917623236,10132.520756515734,0.0,0.0,0.0,13919.587500000001,9546.24154706363,1023.8450063202582,423.6236403631446,0.0,-13958.875190146578,-26760.67965048641,0.0,0.0,0.0,-6.754029723697313e6,-22483.531530054664,-13566.624139903142,0.0
16,16,1,1,15.96931644253334,-2.887544252501522,-7.222326159641008,5.25825419396081,90.01464482786643,136.209824354407,6863.739403941661,9104.848130028318,0.0,0.0,0.0,14470.3455,9546.272733893356,1023.8450063202563,423.6229644117226,0.0,-16271.935240510342,-21584.95397733514,0.0,0.0,0.0,-7.015217889368524e6,-22483.167921776163,-13566.684985429456,0.0
17,17,1,1,15.96931644253334,83.47785273025868,55.286190000000026,5.405412343115326,90.01464482789088,136.20982435739222,3996.7251869994907,6269.754139507151,6849.949358524814,0.0,0.0,15618.213000000002,9284.154066312834,1023.8450063286791,689.1440261453267,0.0,-355241.984221506,-557276.219126698,-1009.665806807694,0.0,0.0,-6.200420893634479e6,-21107.980495938325,10334.099077374063,0.0
18,18,1,1,15.96931644253334,83.48620084127263,55.28619000000003,5.428733067845929,90.01464482789152,136.20982435739586,3616.067438999491,6619.613062810223,8045.875574259434,0.0,0.0,16783.338,9235.77843238859,1023.84500632869,688.1763670861504,0.0,-321522.39734955534,-588582.4579837088,-1253.1102728680708,0.0,0.0,-6.638391329917232e6,-20894.30772763616,10246.995590843959,0.0
19,19,1,1,15.96931644253334,85.49270129852073,55.28619000000005,7.533505148149659,90.01464482788549,136.20982435909224,951.5926079995128,4029.987629406254,14040.0,238.5071403689002,0.0,17761.887,4981.743428366537,1023.8450063325341,651.9105550192818,0.0,-88523.05040488816,-374894.461190674,-30357.935610541375,-22.40862341826869,0.0,-6.968076012959959e6,-6083.00262278704,6982.54139631486,0.0
20,20,1,1,15.96931644253334,85.48968064633577,55.286190000000246,8.052798670019639,90.01464482785879,136.20982435908985,38.070950999514785,3903.395895476639,14040.0,1719.651166132299,0.0,18202.9185,3941.62491121601,1023.8450063325265,300.99701783047874,0.0,-3561.251146426092,-365133.32981617015,-30315.525653864723,-156.37308641598793,0.0,-7.131114758206669e6,-3791.03553422388,-24604.816019037433,0.0
21,21,1,1,15.96931644253334,85.4824074798227,55.2861900000003,8.222401585300954,90.0146448278603,136.2098243590817,0.0,3598.58584768181,14040.0,1726.1550821093288,0.0,17866.5435,3598.731569394317,1023.845006332509,269.85573585340654,0.0,0.0,-337204.7997614801,-30213.410396021092,-144.40989384544082,0.0,-7.006979877480282e6,-3159.382305543928,-27407.987455678143,0.0
22,22,1,1,15.96931644253334,89.89783963693647,58.3886286699505,9.063362899206261,90.01464482790308,136.1689581968807,0.0,1896.136375663831,14040.0,1800.0,402.28160190183763,16962.1335,1896.213158109793,1184.8018772565833,184.61173986861624,0.0,0.0,-187643.935908216,-92206.0778818985,-8098.365632199915,-22.420913164642116,-6.596565126626914e6,-877.157509651719,-43160.27897550489,0.0
23,23,1,1,15.96931644253334,89.8729139317722,58.38862866995051,9.596735622632501,90.01464482790132,136.165727371108,0.0,816.3719485006927,14040.0,1800.0,280.1158387284436,15689.31,816.4050067888529,1149.3516181222958,184.6148307085496,0.0,0.0,-81204.23162341044,-91856.12098139222,-8053.499362904229,-8.629996049006877,-6.1269179323759815e6,-162.5977729649394,-41367.678671366026,0.0
24,24,1,1,15.96931644253334,85.58811352712223,58.38862866995036,9.747194542997567,90.0146448278978,135.5971303595252,0.0,511.7815882799489,14040.0,1325.6580079383739,0.0,14451.430499999999,511.8023124360294,1059.9756592079236,184.6317144935727,0.0,0.0,-48790.855383284135,-31697.523300106637,-251.0344324696198,0.0,-5.72778977136627e6,-63.90101573657557,-36254.370604481286,0.0
25,1,2,1,113.26120028586095,83.38550176300382,55.286190000000026,8.814745013178914,90.0146448278688,136.20982435462165,0.0,2399.44060814417,9119.408626127737,0.0,0.0,10020.66,2399.5377714878396,1023.8450063208214,518.7510193126125,0.0,0.0,-221229.01619568642,-501.9923530656379,0.0,0.0,-4.049235204359038e6,-1404.6187305223102,-5003.766910607141,0.0
26,2,2,1,113.26120028586095,83.36989835319709,55.286190000000026,9.137762505267688,90.01464482786902,136.20982435462105,0.0,1745.5211593582283,10001.610105837784,0.0,0.0,10248.9465,1745.591842779493,1023.8450063208186,516.5753521213945,0.0,0.0,-161474.07943118524,-394.49531552859116,0.0,0.0,-4.1387184916178174e6,-743.3420169487727,-5199.608820087393,0.0
27,3,2,1,113.26120028586095,83.36026840797282,55.286190000000026,9.337118978884137,90.01464482787046,136.2098243546203,0.0,1341.9421627655056,10714.865844254138,0.0,0.0,10558.625999999998,1341.9965035920593,1023.8450063208172,514.8040437928921,0.0,0.0,-124394.53251263073,-319.44481939822435,0.0,0.0,-4.259787373860754e6,-439.34535872169545,-5359.052510156645,0.0
28,4,2,1,113.26120028586095,83.35673989490253,55.28619000000003,9.410165284602805,90.0146448278694,136.20982435462005,0.0,1194.0665797360298,11272.142916658842,0.0,0.0,10968.0285,1194.114932464237,1023.8450063208167,513.0428663326524,0.0,0.0,-110769.86118038853,-296.28514841781,0.0,0.0,-4.419383089694607e6,-347.85282335806914,-5517.5842737192,0.0
29,5,2,1,113.26120028586095,83.3547528514502,55.286190000000026,9.451300510859117,90.01464482786969,136.20982435461988,0.0,1110.7920663180503,11845.256860954545,0.0,0.0,11457.868499999999,1110.8370469143208,1023.8450063208159,510.8000460532282,0.0,0.0,-103088.2277811428,-287.812249311246,0.0,0.0,-4.609763014773968e6,-301.0259839613245,-5719.47094458394,0.0
30,6,2,1,113.26120028586095,83.34825888262344,55.286190000000026,9.58573686482534,90.01464482786946,136.20982435461985,0.0,838.6379302872228,12667.60163700477,0.0,0.0,12008.061,838.6718902288375,1023.8450063208152,505.45880217502963,0.0,0.0,-77937.97384696202,-225.53030859632418,0.0,0.0,-4.822937611869015e6,-171.588211764054,-6200.261115219066,0.0
31,7,2,1,113.26120028586095,83.34249109122405,55.28619000000003,9.705140093739798,90.01464482786896,136.20982435461943,0.0,596.9169846814951,13402.43693061919,0.0,0.0,12501.177000000001,596.9411563351033,1023.8450063208142,495.5941290975199,0.0,0.0,-55541.71143868448,-161.3106427565217,0.0,0.0,-5.013359984266025e6,-86.92932736815237,-7088.2261586339155,0.0
32,8,2,1,113.26120028586095,83.33762709002717,55.28619000000003,9.29196605086875,90.01464482786902,136.2098243546191,1027.734509999931,393.07276142649437,12881.419250743718,0.0,0.0,12804.051000000001,1420.8231885780517,1023.845006320813,502.2679202104671,0.0,-95198.62951815165,-36410.16996570462,-92.38447760976851,0.0,0.0,-5.13003662000706e6,-501.306419925897,-6487.487221946183,0.0
