Metric,Value,Unit
gamma,0.5,-
beta,0.6,-
expected_social_welfare,3.991471114543556e10,EUR
resource_cost,1.5136189183700306e10,EUR/year
elec_cwap,111.76395915833763,EUR/MWh
ep_cwap,234.0274172769193,EUR/MWh
h2_cwap,NaN,EUR/MWh
blended_cwap,126.5227719071753,EUR/MWh
elec_exp,1.2644216669972975e10,EUR
ep_exp,3.6348047162653728e9,EUR
h2_exp,0.0,EUR
total_exp,1.6279021386238346e10,EUR
elec_qty,1.1313322080922106e8,MWh
ep_qty,1.5531533691902395e7,MWh
h2_qty,0.0,MWh
total_qty,1.2866475450112343e8,MWh
