iter,elec_primal,elec_dual,H2_primal,H2_dual,elec_GC_primal,elec_GC_dual,H2_GC_primal,H2_GC_dual,EP_primal,EP_dual,cap_primal,cap_dual,cap_primal_Gen_VRES_Solar,cap_dual_Gen_VRES_Solar,cap_primal_Gen_VRES_Wind,cap_dual_Gen_VRES_Wind,cap_primal_GreenH2_Coalition,cap_dual_GreenH2_Coalition
41,2360.352885017836,12658.024663964618,0.0,0.0,6422.26139613124,1582.0663142592848,6816.980345616633,919.6849238883293,5406.99705359671,516.6638782772119,0.0,Inf,0.0,Inf,0.0,Inf,0.0,Inf
42,3179.2387853575256,12523.92029069899,0.0,0.0,6086.216819529106,1529.4085812130008,6592.52201098451,975.1112131798228,5670.20572460947,613.6385849996369,0.0,Inf,0.0,Inf,0.0,Inf,0.0,Inf
43,4407.972885656145,12319.4902094711,0.0,0.0,5741.526622154669,1482.8097901217984,6355.9964793372565,1008.3014940721505,5929.705453841672,682.0667518133137,0.0,Inf,0.0,Inf,0.0,Inf,0.0,Inf
44,5875.130027550204,12037.210306376917,0.0,0.0,5369.270379907412,1513.5222681157143,6115.726648925703,1021.4106982751338,6178.028194055847,724.3128004428395,0.0,Inf,0.0,Inf,0.0,Inf,0.0,Inf
45,7337.330101636587,11646.749673902586,0.0,0.0,5031.499329713903,1594.2369764303442,5875.062123637598,1011.239087182404,6411.247552849495,755.857798227842,0.0,Inf,0.0,Inf,0.0,Inf,0.0,Inf
46,8758.126347118983,11202.989552328938,0.0,0.0,4727.810187217177,1608.641106315197,5634.385238606808,985.0673050193558,6625.853278198812,787.6467689685363,0.0,Inf,0.0,Inf,0.0,Inf,0.0,Inf
47,9897.385560176695,10662.671056382716,0.0,0.0,4431.027083848952,1575.486289526534,5389.577449248686,942.2209140258278,6812.827175446082,844.7410329260762,0.0,Inf,0.0,Inf,0.0,Inf,0.0,Inf
48,10521.644473879473,10050.88594091412,0.0,0.0,4130.331820231632,1538.5999059877406,5143.81726130311,899.3555611512904,6980.282713975434,904.9971898556097,0.0,Inf,0.0,Inf,0.0,Inf,0.0,Inf
49,10698.992861570614,9397.916591380874,0.0,0.0,3838.039761226209,1509.5115148418997,4900.156743650671,860.8744386310442,7126.691863040706,951.1859868715923,0.0,Inf,0.0,Inf,0.0,Inf,0.0,Inf
50,10918.85814551099,8715.577364782386,0.0,0.0,3553.887083728365,1520.1236992603401,4658.296870152067,830.171710737967,7243.928933414722,992.9067092348063,0.0,Inf,0.0,Inf,0.0,Inf,0.0,Inf
51,10209.92471267857,7974.232662831894,0.0,0.0,3277.7878524514063,1561.0731358063672,4417.812930477152,805.003389203899,7342.589608752704,1033.3621783603626,0.0,Inf,0.0,Inf,0.0,Inf,0.0,Inf
52,9733.996006831105,7416.597537622455,0.0,0.0,3001.9969411595894,1636.1861962552728,4181.016486089983,783.9532106905226,7432.605540046464,1034.5251252079743,0.0,Inf,0.0,Inf,0.0,Inf,0.0,Inf
53,8604.926004989853,6855.271021426077,0.0,0.0,2732.8871194984613,1667.946892826122,3940.8399055041887,765.2808505925101,7487.046285235085,1124.2126425073263,0.0,Inf,0.0,Inf,0.0,Inf,0.0,Inf
54,7873.085716811762,6330.921803940185,0.0,0.0,2454.694215813816,1630.2191950940728,3679.939316275708,774.9191769355631,7493.3634832427615,1218.474783833755,0.0,Inf,0.0,Inf,0.0,Inf,0.0,Inf
55,7027.029030839747,5809.685673110354,0.0,0.0,2151.754506157238,1566.910950602021,3391.3181230855675,865.9788949696256,7448.925754204548,1315.810863838556,0.0,Inf,0.0,Inf,0.0,Inf,0.0,Inf
56,6234.029017514609,5339.435591035495,0.0,0.0,1834.3253667322135,1478.7876370419335,3083.96632789,1073.4779446561045,7342.007868798102,1398.2583177403385,0.0,Inf,0.0,Inf,0.0,Inf,0.0,Inf
57,5754.677853768559,4958.345983204195,0.0,0.0,1528.5894783983424,1399.8240000476483,2777.808592056379,1318.4093022230231,7173.581662500168,1457.2562299322612,0.0,Inf,0.0,Inf,0.0,Inf,0.0,Inf
58,5229.625235665054,4526.957570966197,0.0,0.0,1268.9959960287172,1300.9537073187603,2499.232006483368,1561.1083614307474,6934.494767088125,1475.138300759431,0.0,Inf,0.0,Inf,0.0,Inf,0.0,Inf
59,4820.607958764101,4140.978952365435,0.0,0.0,1057.5587216522015,1242.5977924587678,2250.6424835291614,1876.4121743844628,6638.656630752072,1446.5914689343208,0.0,Inf,0.0,Inf,0.0,Inf,0.0,Inf
60,4544.780575868393,3823.409011268007,0.0,0.0,876.4542102861695,1253.1478085236358,2068.9089637668253,2136.1676720720397,6267.059095293066,1357.497752859653,0.0,Inf,0.0,Inf,0.0,Inf,0.0,Inf
61,4252.086222277274,3491.1208601153044,0.0,0.0,736.794941530692,1291.3776421760026,1932.3724352548015,2409.017120767804,5842.717723249877,1303.7063883595426,0.0,Inf,0.0,Inf,0.0,Inf,0.0,Inf
62,3774.3623351336187,3155.6230376977937,0.0,0.0,649.927164615129,1251.0703446705795,1911.8758010975357,2747.553357440979,5288.575774785881,1271.417829601833,0.0,Inf,0.0,Inf,0.0,Inf,0.0,Inf
63,3558.6869857106994,2916.739802298259,0.0,0.0,621.027221970113,1299.6131989532134,1990.3457014098242,3100.497874727901,4604.931837461218,1463.8597619660634,0.0,Inf,0.0,Inf,0.0,Inf,0.0,Inf
64,3251.773805797289,2623.0454342751696,0.0,0.0,584.6438464887276,1262.5816883745813,2138.114755091742,3279.7210767155866,3837.7817984848994,1698.3335340407857,0.0,Inf,0.0,Inf,0.0,Inf,0.0,Inf
65,2710.4324861401924,2390.272883911214,0.0,0.0,547.8244706348659,1233.0229554874916,2315.381404031184,3213.7566453880277,3067.3011359980837,1813.5459575777948,0.0,Inf,0.0,Inf,0.0,Inf,0.0,Inf
66,2456.2855540594937,2214.516397708532,0.0,0.0,527.2446398244183,1240.644592800248,2462.0546106805527,2859.799534780667,2397.094811021726,1666.33661471647,0.0,Inf,0.0,Inf,0.0,Inf,0.0,Inf
67,2306.8890298096294,1923.703225312324,0.0,0.0,502.91883636722696,1232.5817653868075,2455.712632758858,2773.6666851009877,1956.294691075588,1255.587572116367,0.0,Inf,0.0,Inf,0.0,Inf,0.0,Inf
68,2029.4170509552416,1743.4029981415415,0.0,0.0,490.9741891386049,1234.4078308143614,2356.9986749106633,2469.594319812169,1684.5443037889818,930.2594236361967,0.0,Inf,0.0,Inf,0.0,Inf,0.0,Inf
69,1831.4537537622584,1610.3008208658925,0.0,0.0,491.5307660011431,1227.795876026445,2214.153195733903,2066.427433237944,1526.6678089003253,707.8990673579442,0.0,Inf,0.0,Inf,0.0,Inf,0.0,Inf
70,1745.6296397611688,1428.950190845964,0.0,0.0,492.4406091378367,1207.7977915405393,2060.4365621172437,1661.9404850311146,1442.6639840341097,593.9624640185306,0.0,Inf,0.0,Inf,0.0,Inf,0.0,Inf
71,1514.893446855914,1303.7407648789822,0.0,0.0,492.47319903087794,1166.7669597836489,1877.767934054415,1468.7649806851332,1426.9729548666112,520.5671423183423,0.0,Inf,0.0,Inf,0.0,Inf,0.0,Inf
72,1397.8101886887878,1223.564707932965,0.0,0.0,488.6792834711228,1134.9251463716218,1695.6546792278957,1267.029486489456,1444.1433347985078,506.581854728081,0.0,Inf,0.0,Inf,0.0,Inf,0.0,Inf
73,1318.3367209588082,1084.0333943360006,0.0,0.0,488.55966037291745,1103.3130809427191,1528.5598267570388,1089.9536022103805,1466.4779576370154,509.0592772879249,0.0,Inf,0.0,Inf,0.0,Inf,0.0,Inf
74,1076.52087474116,1015.5382183208775,0.0,0.0,491.9895189311379,1075.6096752211452,1381.0708742994218,948.0877172902409,1479.4878406431403,516.0732251729514,0.0,Inf,0.0,Inf,0.0,Inf,0.0,Inf
75,1038.2518103583036,923.7759173401687,0.0,0.0,502.2536936394138,1039.2566761594835,1252.5267105588139,839.6721850117613,1478.9915744230846,518.3758045689142,0.0,Inf,0.0,Inf,0.0,Inf,0.0,Inf
76,1010.9069383368684,745.2342269010779,0.0,0.0,508.44239164612685,1019.3296831325335,1140.1816035889465,758.0713669704769,1466.3126688669288,531.0740362261982,0.0,Inf,0.0,Inf,0.0,Inf,0.0,Inf
77,771.1723650825015,704.5520764199393,0.0,0.0,514.0381074642157,991.914384773821,1040.859691037008,695.232085892557,1446.1590469163466,540.3930156298514,0.0,Inf,0.0,Inf,0.0,Inf,0.0,Inf
78,755.8840066459447,686.835024692828,0.0,0.0,523.6962842357343,969.4862733308041,951.7809876878022,643.7864298066407,1421.6689300156365,540.5278294544335,0.0,Inf,0.0,Inf,0.0,Inf,0.0,Inf
79,722.2254760853782,600.612761357926,0.0,0.0,535.6104032073465,951.4907407394822,870.8511830670463,600.2326793372366,1392.3810962930163,540.5738241260111,0.0,Inf,0.0,Inf,0.0,Inf,0.0,Inf
80,518.8820671414828,625.7340319120983,0.0,0.0,553.2424855076611,924.1748711167046,799.0251456982621,578.5419176521375,1357.9921673109502,531.392362298408,0.0,Inf,0.0,Inf,0.0,Inf,0.0,Inf
81,554.7760015351881,607.0196192967123,0.0,0.0,575.0884944663142,913.1852480957097,735.6934996914362,578.2539948161092,1313.894909997442,535.3807218202442,0.0,Inf,0.0,Inf,0.0,Inf,0.0,Inf
82,527.5980282470199,532.0218443512775,0.0,0.0,604.423709589786,898.2646658912976,678.9417103943069,593.0578676819645,1265.1069731744453,534.8050444141239,0.0,Inf,0.0,Inf,0.0,Inf,0.0,Inf
83,372.76861347198474,550.4403813852502,0.0,0.0,620.7755838104297,883.645202582195,641.997205431171,550.9947014070792,1203.32827437845,522.0894877200124,0.0,Inf,0.0,Inf,0.0,Inf,0.0,Inf
84,454.61018173251756,533.3032900353018,0.0,0.0,642.7778528691832,874.2540976382443,615.489516265364,554.4563249701068,1136.1510710273142,512.2355438018183,0.0,Inf,0.0,Inf,0.0,Inf,0.0,Inf
85,404.5050266196002,510.94066246613767,0.0,0.0,672.7347621512803,861.0319283301028,593.153480131866,557.8473198927662,1069.8343854057107,493.99153956344884,0.0,Inf,0.0,Inf,0.0,Inf,0.0,Inf
86,372.382922564079,476.01587579937706,0.0,0.0,777.5796008395296,714.642382580674,571.8762424924156,553.8817296892554,1007.9967867238611,475.13364211196694,0.0,Inf,0.0,Inf,0.0,Inf,0.0,Inf
87,480.1242298581789,420.03533622094125,0.0,0.0,952.83124267404,616.6982327155947,550.3634831577098,529.3184434268019,954.4021059300227,435.65300636878055,0.0,Inf,0.0,Inf,0.0,Inf,0.0,Inf
88,336.21282529605924,383.52146621973725,0.0,0.0,1065.1110733182595,582.1431276946123,529.0924458168347,530.2610253028154,902.7083190416384,429.95163113666035,0.0,Inf,0.0,Inf,0.0,Inf,0.0,Inf
89,278.7915686991264,389.52629166878995,0.0,0.0,1126.5828015652596,572.1142746982896,507.47144279970416,525.4789464419092,856.1700532920327,428.02104024947073,0.0,Inf,0.0,Inf,0.0,Inf,0.0,Inf
90,372.3847688004467,335.80716492232847,0.0,0.0,1153.0642402363642,574.6764349246491,488.561401347335,502.04446692664135,807.9081611186605,412.9907139334874,0.0,Inf,0.0,Inf,0.0,Inf,0.0,Inf
91,252.9100871677004,308.1432166135376,0.0,0.0,1151.1705899419342,580.820704679396,470.33366189253474,450.7920322098068,761.7915628317941,376.45095837269594,0.0,Inf,0.0,Inf,0.0,Inf,0.0,Inf
92,255.00487559804643,312.4916081794904,0.0,0.0,1127.5678001614453,575.2599941071942,451.68126318658653,367.8428648362976,720.8665893219452,323.5106723076183,0.0,Inf,0.0,Inf,0.0,Inf,0.0,Inf
93,307.5371272199558,260.5087666385271,0.0,0.0,1083.0608152475445,584.256114998259,422.84972694558087,363.93663871067804,688.4322939148852,316.1761202789016,0.0,Inf,0.0,Inf,0.0,Inf,0.0,Inf
94,207.75727167928753,249.78102121541207,0.0,0.0,1023.2935696038587,592.4243322274223,398.158665657597,327.50700795730893,656.1074112413961,319.33578208724236,0.0,Inf,0.0,Inf,0.0,Inf,0.0,Inf
95,226.56580104351406,253.54150573387824,0.0,0.0,956.6769748292053,602.1089761260541,368.73170037106297,347.59688665478467,626.264209486884,339.7098710183919,0.0,Inf,0.0,Inf,0.0,Inf,0.0,Inf
96,247.1481409891222,231.39291085966394,0.0,0.0,888.1620738189996,595.5300951735808,345.7244024531925,315.1954728415948,592.9876835877851,340.95301240585474,0.0,Inf,0.0,Inf,0.0,Inf,0.0,Inf
97,186.09562475109308,235.7656215991246,0.0,0.0,824.415923584564,577.8219039263402,327.1050765430562,288.6580086731043,558.4892141545097,330.0100881173869,0.0,Inf,0.0,Inf,0.0,Inf,0.0,Inf
98,213.48455852929476,225.8126864907352,0.0,0.0,753.5002948989587,578.0318273148064,310.9221543813908,272.98519896922943,522.8181747261519,324.8726179857919,0.0,Inf,0.0,Inf,0.0,Inf,0.0,Inf
99,210.30041263844063,206.02298668876347,0.0,0.0,685.9657206360147,578.4189174636363,295.6192316946361,270.00307235498764,488.3559131324329,324.42090356919914,0.0,Inf,0.0,Inf,0.0,Inf,0.0,Inf
100,154.9184161882513,208.7070689889495,0.0,0.0,629.2479796686579,574.5757686709951,280.6757114409126,212.16997849650315,456.20289080116703,314.46752148295786,0.0,Inf,0.0,Inf,0.0,Inf,0.0,Inf
101,185.5156358338823,199.73222348674832,0.0,0.0,590.254110668339,569.3204362095495,259.7447526826225,157.4237516949375,429.3171857945001,320.40758232693304,0.0,Inf,0.0,Inf,0.0,Inf,0.0,Inf
102,175.6532731444733,195.99470573947247,0.0,0.0,555.2392648823962,559.5821722054267,235.5147120799358,139.67152275617477,406.8491772299573,331.53801059057076,0.0,Inf,0.0,Inf,0.0,Inf,0.0,Inf
103,126.59284993549412,194.52322004434188,0.0,0.0,511.8425593503505,553.1052563863728,211.19519350964703,160.22935694498406,384.8259734714878,345.9001103966971,0.0,Inf,0.0,Inf,0.0,Inf,0.0,Inf
104,158.913687197158,193.01395871886163,0.0,0.0,470.5142163286509,551.7921202827673,188.42014950755646,177.9824766238659,362.9329072764768,347.29156372463353,0.0,Inf,0.0,Inf,0.0,Inf,0.0,Inf
105,157.35248104244852,186.37711041597348,0.0,0.0,433.03520727316265,552.4574095430178,171.8147328139493,181.1942507125163,337.7369406303737,336.82174547296063,0.0,Inf,0.0,Inf,0.0,Inf,0.0,Inf
106,126.46005837727607,189.37475773409633,0.0,0.0,403.1580436446611,549.6480655855646,159.0322969235289,188.44307689756724,310.8510315689646,325.4536137169487,0.0,Inf,0.0,Inf,0.0,Inf,0.0,Inf
107,150.87104412637106,188.30921430811,0.0,0.0,378.6660516819953,547.8715690733789,155.83215157120418,120.15725855678738,270.90437172625707,278.1275638839751,0.0,Inf,0.0,Inf,0.0,Inf,0.0,Inf
108,146.2426466789543,181.48303739365494,0.0,0.0,357.8669080137094,547.2903546961008,148.13655228501108,120.35361031536635,236.14098787483377,259.404698125575,0.0,Inf,0.0,Inf,0.0,Inf,0.0,Inf
109,130.6227892561863,182.74244081522937,0.0,0.0,339.7584268675375,546.1896843233034,134.26637614801277,161.65024190990138,212.45314920199638,261.89402234096553,0.0,Inf,0.0,Inf,0.0,Inf,0.0,Inf
110,148.25073594376036,178.56341933156966,0.0,0.0,323.2738983990745,546.1056295331351,128.45595041035352,164.16870683462918,184.62047182805705,236.29710196227953,0.0,Inf,0.0,Inf,0.0,Inf,0.0,Inf
111,135.20370712583812,180.40662467394438,0.0,0.0,317.789067728567,545.0321159530738,125.47793551552937,180.278316454783,159.16275839136375,220.3365872485115,0.0,Inf,0.0,Inf,0.0,Inf,0.0,Inf
112,147.58179827358651,178.6915436172879,0.0,0.0,310.172030631093,538.137500919418,126.72966914586381,166.17991158185117,132.01606648825,196.4143332415097,0.0,Inf,0.0,Inf,0.0,Inf,0.0,Inf
113,156.31870478906717,179.48442992596338,0.0,0.0,302.34362601889507,539.8045212540803,126.26710693533093,186.57425920090944,112.03172817098711,191.9975519371048,0.0,Inf,0.0,Inf,0.0,Inf,0.0,Inf
114,123.24829615898345,179.6401579317792,0.0,0.0,281.1494058915275,541.2947840550497,127.09256920757801,192.15499565583463,93.9918049958999,183.15715908312154,0.0,Inf,0.0,Inf,0.0,Inf,0.0,Inf
115,139.7756093017683,180.70726389194914,0.0,0.0,262.0997075337773,543.3978377571341,129.62016235716294,190.1843395229554,76.93585338102748,169.56445269560754,0.0,Inf,0.0,Inf,0.0,Inf,0.0,Inf
116,141.04464943088763,175.39494300381025,0.0,0.0,250.00197502649522,544.7547339363517,130.72071315414476,210.74962017814914,65.19244434171024,169.89952472180846,0.0,Inf,0.0,Inf,0.0,Inf,0.0,Inf
117,121.39469160002261,178.08262830303363,0.0,0.0,241.33181041841362,543.0686786145018,132.17825344605043,225.5771332151109,56.49110746596338,167.37488893350132,0.0,Inf,0.0,Inf,0.0,Inf,0.0,Inf
118,137.0575783916588,176.2007931241283,0.0,0.0,233.73629704416186,541.9108001293865,134.84019910735074,231.7185016678122,48.46584270319058,165.71602921786652,0.0,Inf,0.0,Inf,0.0,Inf,0.0,Inf
119,124.29398202093435,178.51349397152322,0.0,0.0,226.34185801944028,539.9381976172696,138.3360978557595,235.9052913143877,41.885362044652716,163.7751245910883,0.0,Inf,0.0,Inf,0.0,Inf,0.0,Inf
120,119.17972940244718,176.59645503669225,0.0,0.0,219.4913543123191,539.6355249099641,141.20560289476796,248.9780511202691,38.136782737986174,171.61522408376874,0.0,Inf,0.0,Inf,0.0,Inf,0.0,Inf
121,130.84483293457728,176.69109075708667,0.0,0.0,213.40609708949418,538.7528068566083,142.24226119126718,276.72390361077487,39.94499491451813,188.96200208287794,0.0,Inf,0.0,Inf,0.0,Inf,0.0,Inf
122,118.1749711443265,174.445177273991,0.0,0.0,207.6225879926111,539.0495906240283,142.3246045935904,306.6859656121051,45.806235113827874,210.17675858010017,0.0,Inf,0.0,Inf,0.0,Inf,0.0,Inf
123,117.26309684050074,175.99681054811688,0.0,0.0,201.7854146343529,538.5618784688994,142.41079973803755,332.73957523680156,54.09027632226914,230.01974631351672,0.0,Inf,0.0,Inf,0.0,Inf,0.0,Inf
124,125.76780660169621,175.2124504127978,0.0,0.0,197.8405044800314,538.1690156315697,143.07464536055627,353.11326312332676,63.11906773927815,249.6004959090287,0.0,Inf,0.0,Inf,0.0,Inf,0.0,Inf
125,116.3332941414229,176.69678731420836,0.0,0.0,194.35676728756803,537.3023725322331,144.39450885390326,369.2513933055172,72.61160336473453,268.1595103030165,0.0,Inf,0.0,Inf,0.0,Inf,0.0,Inf
126,120.93197963580427,175.63799979472034,0.0,0.0,191.01339287118728,536.769529411084,146.26825287744964,382.5580937282852,82.30285684026227,287.49847380184747,0.0,Inf,0.0,Inf,0.0,Inf,0.0,Inf
127,127.78136709849178,175.858038880968,0.0,0.0,188.29745389067048,535.9638399852095,148.5047717537663,394.4089980198501,92.55971513173401,307.02372722184464,0.0,Inf,0.0,Inf,0.0,Inf,0.0,Inf
