iter,AgentID,Slot,jy,x_cap,z_cap,lambda_cap,rho_cap,primal_local,dual_local
1,Gen_VRES_Solar,cap,1,25881.0,25880.99999999,0.0,0.1,1.0000803740695119e-8,Inf
2,Gen_VRES_Solar,cap,1,25881.000000000004,25881.000000000007,1.000080374069512e-9,0.1,3.637978807091713e-12,1.0008079698309303e-9
3,Gen_VRES_Solar,cap,1,25881.000000000004,25881.0,9.997165761888028e-10,0.1,3.637978807091713e-12,7.275957614183426e-13
4,Gen_VRES_Solar,cap,1,25881.000000000007,25881.0,1.000080374069512e-9,0.10500000000000001,7.275957614183426e-12,0.0
5,Gen_VRES_Solar,cap,1,25881.00000000001,25881.0,1.0008443496190012e-9,0.11025000000000001,1.0913936421275139e-11,0.0
6,Gen_VRES_Solar,cap,1,25881.000000000007,25881.0,1.0020476111094469e-9,0.11576250000000002,7.275957614183426e-12,0.0
7,Gen_VRES_Solar,cap,1,25881.000000000015,25881.0,1.0028898941527587e-9,0.12155062500000002,1.4551915228366852e-11,0.0
8,Gen_VRES_Solar,cap,1,25881.000000000153,25881.0,1.0046586885437137e-9,0.12762815625000004,1.5279510989785194e-10,0.0
9,Gen_VRES_Solar,cap,1,25881.000000000015,25881.00000000007,1.0241596467039926e-9,0.13400956406250006,5.4569682106375694e-11,9.262955126132515e-12
10,Gen_VRES_Solar,cap,1,25881.00000000003,25881.0,1.0168467873938879e-9,0.14071004226562506,2.9103830456733704e-11,9.72610288243914e-12
11,Gen_VRES_Solar,cap,1,25881.000000000015,25881.0,1.0209419886075465e-9,0.14774554437890633,1.4551915228366852e-11,0.0
12,Gen_VRES_Solar,cap,1,25881.00000000008,25881.0,1.0230919692447172e-9,0.15513282159785166,8.003553375601768e-11,0.0
13,Gen_VRES_Solar,cap,1,25881.00000000013,25881.0,1.0355081074243783e-9,0.16288946267774426,1.3096723705530167e-10,0.0
14,Gen_VRES_Solar,cap,1,25881.00000000001,25881.00000000006,1.0568412902967051e-9,0.17103393581163148,4.729372449219227e-11,9.955485340419195e-12
15,Gen_VRES_Solar,cap,1,25881.000000000004,25881.0,1.0487524584576145e-9,0.17958563260221305,3.637978807091713e-12,1.0453259607440155e-11
