AgentID,Slot,Role,Unit,Existing_MW,Capacity_MW,Investment_MW
GreenH2_Coalition,H2,Electrolyzer,MW_H2,533.3333333333334,998.8347695992634,465.50143626593
GreenH2_Coalition,EP,EP plant,MW_EP,400.0,749.126077200743,349.126077200743
