case,scenario_year,probability,social_welfare,social_loss,welfare_demand,welfare_ex_demand
green_h2_social_planner,1,0.06666666666666667,4.3197382263688354e10,-4.3197382263688354e10,5.485108367311137e10,-1.1653701409423025e10
green_h2_social_planner,2,0.06666666666666667,4.023562639986345e10,-4.023562639986345e10,5.4852144994314e10,-1.4616518594450558e10
green_h2_social_planner,3,0.06666666666666667,3.738216671594438e10,-3.738216671594438e10,5.485108977156786e10,-1.746892305562349e10
green_h2_social_planner,4,0.06666666666666667,4.318806138695369e10,-4.318806138695369e10,5.5764537771148834e10,-1.257647638419514e10
green_h2_social_planner,5,0.06666666666666667,3.9636394383324295e10,-3.9636394383324295e10,5.576542920380918e10,-1.6129034820484894e10
green_h2_social_planner,6,0.06666666666666667,3.619593116145876e10,-3.619593116145876e10,5.576554331125344e10,-1.956961214979468e10
green_h2_social_planner,7,0.06666666666666667,4.289568148968108e10,-4.289568148968108e10,5.4979582300853424e10,-1.208390081117234e10
green_h2_social_planner,8,0.06666666666666667,3.963038185716662e10,-3.963038185716662e10,5.4980945469662186e10,-1.5350563612495571e10
green_h2_social_planner,9,0.06666666666666667,3.647572396930458e10,-3.647572396930458e10,5.498080799724982e10,-1.850508402794524e10
green_h2_social_planner,10,0.06666666666666667,4.293776383406181e10,-4.293776383406181e10,5.479851217943253e10,-1.1860748345370724e10
green_h2_social_planner,11,0.06666666666666667,3.9808336903771255e10,-3.9808336903771255e10,5.479837078543787e10,-1.4990033881666618e10
green_h2_social_planner,12,0.06666666666666667,3.678569755305747e10,-3.678569755305747e10,5.479766308596893e10,-1.8011965532911476e10
green_h2_social_planner,13,0.06666666666666667,4.325959641548888e10,-4.325959641548888e10,5.492280375310061e10,-1.166320733761173e10
green_h2_social_planner,14,0.06666666666666667,4.021459822410892e10,-4.021459822410892e10,5.492342218733651e10,-1.4708823963227592e10
green_h2_social_planner,15,0.06666666666666667,3.727025155292745e10,-3.727025155292745e10,5.492218860970522e10,-1.7651937056777782e10
