Time,jh,jd,jy,W,Elec_Price,H2_Price,Elec_GC_Price,H2_GC_Price,EP_Price,Gen_VRES_Solar_g,Gen_VRES_Wind_g,Gen_Conv_CCGT_g,Gen_Conv_Coal_g,Gen_Conv_Biomass_g,Cons_Elec_01_d,Demand_GC_Elec_01_d_gc,Offtaker_Grey_ep,Offtaker_Grey_q_h2gc,Offtaker_Import_ep,Gen_VRES_Solar_obj,Gen_VRES_Wind_obj,Gen_Conv_CCGT_obj,Gen_Conv_Coal_obj,Gen_Conv_Biomass_obj,Cons_Elec_01_obj,Demand_GC_Elec_01_obj,Offtaker_Grey_obj,Offtaker_Import_obj
1,1,1,1,15.96931644253334,82.99312480858683,128.0,4.669685646689733,86.1946281231119,133.98486690367918,0.0,12884.399936070999,726.1637308188343,0.0,0.0,12112.386,10473.280998023889,1023.8729667797284,575.8702396028712,0.0,0.0,-1.1294827094257693e6,244.95707551506348,0.0,0.0,-4.867560868705975e6,-28403.47631412634,214.62740716687404,0.0
2,2,1,1,15.96931644253334,82.99312480858735,128.0,4.6701700421865215,86.19462812311176,133.98486690367895,0.0,12884.399936070999,964.9022308188362,0.0,0.0,12351.1245,10472.239781603213,1023.8729667797285,575.8702396028906,0.0,0.0,-1.129488950571084e6,325.49082057905616,0.0,0.0,-4.959815987326974e6,-28398.30580254666,214.62740716867847,0.0
3,3,1,1,15.96931644253334,82.9931248085873,128.0,4.670919083636098,86.19462812311107,133.98486690367918,0.0,12884.399936070999,1324.6772308188351,0.0,0.0,12710.8995,10470.629704172821,1023.8729667797284,575.8702396028079,0.0,0.0,-1.1294986015206883e6,446.8538522247836,0.0,0.0,-5.098573773743214e6,-28390.311338343847,214.62740716093685,0.0
4,4,1,1,15.96931644253334,82.99312480858731,128.0,4.671811152914288,86.19462812311217,133.98486690367915,0.0,12884.399936070999,1816.4477308188352,0.0,0.0,13202.67,10468.712185972807,1023.8729667797285,575.87023960272,0.0,0.0,-1.1295100952980395e6,612.7429739089275,0.0,0.0,-5.287716041972283e6,-28380.791804466695,214.62740715401014,0.0
5,5,1,1,15.96931644253334,82.99312480858698,128.0,4.672332532940053,86.19462812311136,133.98486690367898,0.0,12884.399936070999,2406.0887308188317,0.0,0.0,13792.311,10467.59147067341,1023.8729667797284,575.8702396027633,0.0,0.0,-1.1295168129668059e6,811.6467869667104,0.0,0.0,-5.513703708377251e6,-28375.228737552243,214.6274071574735,0.0
6,6,1,1,15.96931644253334,82.99312480858735,128.0,4.673201269124051,86.19462812311164,133.9848669036791,0.0,12884.399936070999,3142.8962308188343,0.0,0.0,14529.1185,10465.724107359007,1023.8729667797285,575.8702396026172,0.0,0.0,-1.1295280061112442e6,1060.1943290108757,0.0,0.0,-5.794873199486941e6,-28365.960619938916,214.62740714490064,0.0
7,7,1,1,15.96931644253334,82.99312480858734,128.0,4.673985791716533,86.19462812311191,133.98486690367912,0.0,12884.399936070999,3804.8627308188343,0.0,0.0,15191.085,10464.037762604232,1023.8729667797285,575.8702396026424,0.0,0.0,-1.1295381142140843e6,1283.4957292968174,0.0,0.0,-6.04632555727061e6,-28357.592225343025,214.62740714722895,0.0
8,8,1,1,15.96931644253334,82.99312480858676,128.0,4.6745851286268705,86.19462812311104,133.98486690367903,0.0,12884.399936071,4259.232230818832,0.0,0.0,15645.4545,10462.74947764491,1023.8729667797285,575.870239603031,0.0,0.0,-1.1295458363105264e6,1436.7683580459561,0.0,0.0,-6.218286783854972e6,-28351.200005711937,214.6274071802909,0.0
9,9,1,1,15.96931644253334,82.99312480858646,128.0,4.674845461770266,86.19462812311174,133.9848669036789,0.0,12884.399936071,4424.806730818835,0.0,0.0,15811.029,10462.189887092809,1023.8729667797285,575.8702396028223,0.0,0.0,-1.1295491905468584e6,1492.6216643727967,0.0,0.0,-6.280821999302269e6,-28348.423648676755,214.6274071628577,0.0
10,10,1,1,15.96931644253334,82.9931248085871,128.0,4.67457256118133,86.19462812311068,133.98486690367895,0.0,12884.399936071,4241.79923081883,0.0,0.0,15628.021499999999,10462.776491584733,1023.8729667797284,575.8702396029801,0.0,0.0,-1.1295456743865362e6,1430.887677811901,0.0,0.0,-6.211698591133638e6,-28351.33403629774,214.6274071757798,0.0
