Metric,Value,Unit
gamma,0.5,-
beta,0.2,-
expected_social_welfare,3.9940906274053406e10,EUR
resource_cost,1.512270206554339e10,EUR/year
elec_cwap,109.13503075203218,EUR/MWh
ep_cwap,222.8997042710627,EUR/MWh
h2_cwap,NaN,EUR/MWh
blended_cwap,122.86793204914706,EUR/MWh
elec_exp,1.2346807968423285e10,EUR
ep_exp,3.4619783390398526e9,EUR
h2_exp,0.0,EUR
total_exp,1.580878630746314e10,EUR
elec_qty,1.131333164369258e8,MWh
ep_qty,1.5531551961279538e7,MWh
h2_qty,0.0,MWh
total_qty,1.2866486839820533e8,MWh
